slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1.0,13.0,-8.0,1e-05,37476040.6622996,1e-05,614043.9919703276,4289.630083437136,2.3485390948328746e+17,0.0,0.0,7.406352889464953e+19,0.0,0.0,0.0025160005251709974,0.006102550859362311,0.0013255474742222605,0.0
93.0,13.0,-8.0,1000.0,37475040.6623096,36.9593520767294,807694.6425909194,4465.728443128808,2.0694041121678324e+19,0.0,0.0,2.411994233347736e+28,0.0,0.0,0.0025160005251709974,0.006102550859362311,0.0013255474742222603,0.0
94.0,13.0,-8.0,1044.3512224920753,37474996.31108711,44.35122249207528,812121.9080860938,4110.530673562305,1.2646646012333412e+19,0.0,0.0,4.180830217382868e+28,0.0,0.0,0.002488995312584066,0.006083494621983942,0.0012321516160785184,1.0000000000000002e-99
95.0,13.0,-8.0,1090.9200061087543,37474949.74230349,46.56878361667904,816983.414835148,4110.377007678184,1.4692465543383464e+19,0.0,0.0,6.338555657636947e+28,0.0,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785184,5.079026451115835e-100
96.0,13.0,-8.0,1139.8172289062672,37474900.845080696,48.897222797512995,822014.3171051624,4112.769756101919,1.663407870327052e+19,0.0,0.0,8.903568549558866e+28,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.090946752428845e-99
97.0,13.0,-8.0,1191.159312843656,37474849.50299676,51.34208393738865,827055.062120166,4116.313832376223,1.887360402043358e+19,0.0,0.0,1.1959438995868543e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.090946752428845e-99
98.0,13.0,-8.0,1245.068500977914,37474795.59380862,53.90918813425809,832331.7656134465,4119.94044153244,2.147842306921995e+19,0.0,0.0,1.5610943082235946e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.090946752428845e-99
99.0,13.0,-8.0,1301.673148518885,37474738.98916108,56.604647540970994,837871.7863915253,4125.064521669003,2.4521522686998495e+19,0.0,0.0,1.9988241266898104e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.090946752428845e-99
100.0,13.0,-8.0,1361.1080284369043,37474679.55428117,59.43487991801955,843680.9306481858,4128.68298672395,2.808084170098379e+19,0.0,0.0,2.525154118179318e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.090946752428845e-99
101.0,13.0,-8.0,1423.514652350825,37474617.14765725,62.40662391392053,849772.594710528,4132.194657918182,3.225491694558183e+19,0.0,0.0,3.1599487179762145e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.090946752428845e-99
102.0,13.0,-8.0,1489.0416074604416,37474551.62070214,65.52695510961655,856162.4284182428,4136.003091664259,3.716524813865131e+19,0.0,0.0,3.9279529822949625e+29,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.0909467524288448e-99
103.0,13.0,-8.0,1557.8449103255389,37474482.81739928,68.8033028650974,862865.4099955847,4139.969309664263,4.29595069255738e+19,0.0,0.0,4.860080183712383e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.090946752428845e-99
104.0,13.0,-8.0,1630.0883783338911,37474410.57393127,72.24346800835225,869910.4053960829,4145.668236578753,4.982962720023545e+19,0.0,0.0,5.995333634870769e+29,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.090946752428845e-99
105.0,13.0,-8.0,1705.944019742661,37474334.71828986,75.85564140876988,877299.4273274154,4149.619959703405,5.798582173598943e+19,0.0,0.0,7.382460899108304e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.090946752428845e-99
106.0,13.0,-8.0,1785.5924432218694,37474255.06986638,79.64842347920838,885048.6542786028,4153.508931463126,6.770105590806815e+19,0.0,0.0,9.08297106761279e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288452e-99
107.0,13.0,-8.0,1869.223287875038,37474171.43902173,83.6308446531688,893173.8800007496,4157.134839968322,7.93062765595539e+19,0.0,0.0,1.1174580781851569e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288452e-99
108.0,13.0,-8.0,1957.0356747608655,37474083.62663484,87.81238688582724,901738.9614879849,4165.674540845269,9.329832975746135e+19,0.0,0.0,1.3758246115467876e+30,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.0909467524288452e-99
109.0,13.0,-8.0,2049.238680990984,37473991.42362861,92.2030062301186,910731.5229013446,4170.239109145812,1.1015758851663918e+20,0.0,0.0,1.6961313743755956e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288454e-99
110.0,13.0,-8.0,2146.0518375326087,37473894.61047207,96.81315654162454,920174.8910328965,4174.869160795764,1.3055255325052994e+20,0.0,0.0,2.094721336152185e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288452e-99
111.0,13.0,-8.0,2247.7056519013145,37473792.9566577,101.65381436870578,930117.2241798583,4181.7175587899865,1.5607125552254213e+20,0.0,0.0,2.595047495507073e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288452e-99
112.0,13.0,-8.0,2354.4421569884553,37473686.22015262,106.73650508714107,940566.6374224343,4186.5089284097785,3.71436973112473e+20,0.0,0.0,3.8453201050048097e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288452e-99
113.0,13.0,-8.0,2466.515487329953,37473574.146822274,112.07333034149812,951554.1793163529,4191.2993898561945,6.822225998326636e+21,0.0,0.0,2.7957417351378666e+31,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.0909467524288452e-99
114.0,13.0,-8.0,2584.192484188526,37473456.46982542,117.67699685857303,963111.129559896,4195.9285831102625,1.2045772911967056e+22,0.0,0.0,7.26600247303989e+31,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.090946752428845e-99
115.0,13.0,-8.0,2707.753330890028,37473332.908978716,123.5608467015017,975339.4721442966,4206.350651256777,1.569049848222681e+22,0.0,0.0,1.3379985430181969e+32,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.0909467524288452e-99
116.0,13.0,-8.0,2837.492219926605,37473203.17008968,129.73888903657678,988225.6713419519,4211.934527141316,2.0314659897337843e+22,0.0,0.0,2.1691618024889427e+32,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.0909467524288454e-99
117.0,13.0,-8.0,2973.71805341501,37473066.94425619,136.2258334884056,1001819.1404029859,4217.961082521858,2.6429008650468493e+22,0.0,0.0,3.304556740912289e+32,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288454e-99
118.0,13.0,-8.0,3116.755178577836,37472923.90713102,143.0371251628259,1016170.6640970204,4224.120556294465,3.830787622776861e+22,0.0,0.0,5.032555615682221e+32,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.0909467524288454e-99
119.0,13.0,-8.0,3266.944159998803,37472773.7181496,150.18898142096722,1031331.564008225,4230.0149149289055,5.02259586242208e+22,0.0,0.0,7.41143768798518e+32,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.0909467524288456e-99
120.0,13.0,-8.0,3424.6425904908187,37472616.01971911,157.69843049201558,1047368.0907281047,4235.991209916137,6.484089232323383e+22,0.0,0.0,1.063609048807643e+33,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.0909467524288452e-99
121.0,13.0,-8.0,3590.2259425074353,37472450.436367095,165.58335201661635,1064370.1374004509,4243.665626991529,8.359462101053298e+22,0.0,0.0,1.500126499460418e+33,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.0909467524288454e-99
122.0,13.0,-8.0,3764.0884621248824,37472276.57384748,173.86251961744716,1082406.1280108835,4250.01345311997,1.0762244761666925e+23,0.0,0.0,2.0902126759831502e+33,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288454e-99
123.0,13.0,-8.0,3946.6441077232016,37472094.01820188,182.55564559831953,1101612.5825865862,4259.5034316772335,1.387153162535007e+23,0.0,0.0,2.8888071330517555e+33,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.0909467524288454e-99
124.0,13.0,-8.0,4138.327535601437,37471902.334774,191.6834278782355,1122066.6639671267,4266.619350952676,1.797950400036997e+23,0.0,0.0,3.975655309194288e+33,0.0,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.0909467524288452e-99
125.0,13.0,-8.0,4339.595134873584,37471701.067174725,201.2675992721473,1143904.2549557835,4273.908185492662,2.3337591658196684e+23,0.0,0.0,5.456933095010056e+33,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.0909467524288454e-99
126.0,13.0,-8.0,4550.926114109339,37471489.73619549,211.33097923575468,1167286.1871488113,4281.4987097662815,3.0410287397034624e+23,0.0,0.0,7.483636965456917e+33,0.0,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.090946752428845e-99
127.0,13.0,-8.0,4756.167557121819,37471284.49475248,205.24144301248072,1190475.0665668768,4288.852612800975,3.914813038291931e+23,0.0,0.0,1.0017497413089284e+34,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288452e-99
128.0,13.0,-8.0,4959.878874830327,37471080.78343477,203.71131770850766,1214027.9800209682,4296.185323215433,5.020556283501264e+23,0.0,0.0,1.324282332082597e+34,0.0,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.090946752428845e-99
129.0,13.0,-8.0,5173.775758424259,37470866.88655118,213.89688359393304,1239425.629525013,4303.910326124857,6.522636090247356e+23,0.0,0.0,1.7642636265784906e+34,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288452e-99
130.0,13.0,-8.0,5398.367486197889,37470642.2948234,224.59172777362969,1266920.837264969,4311.95891864057,8.614087252527152e+23,0.0,0.0,2.3743757144245456e+34,0.0,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.0909467524288454e-99
131.0,13.0,-8.0,5614.883814108935,37470425.77849549,216.5163279110462,1294290.7775849698,4319.740909903759,1.1322390993374665e+24,0.0,0.0,3.147475242265581e+34,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288454e-99
132.0,13.0,-8.0,5828.201494874288,37470212.46081473,213.3176807653522,1322206.8489265642,4327.656354192201,1.4932595663211996e+24,0.0,0.0,4.152018783993656e+34,0.0,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.0909467524288454e-99
133.0,13.0,-8.0,6040.387038840686,37470000.27527076,212.18554396639755,1351014.798346322,4334.616985735578,1.9843318309897097e+24,0.0,0.0,5.479831117748367e+34,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.0909467524288456e-99
134.0,13.0,-8.0,6252.248120385999,37469788.41418922,211.86108154531266,1380961.9743845854,4343.637042168851,2.665950724829068e+24,0.0,0.0,7.261019730395148e+34,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785184,1.0909467524288458e-99
135.0,13.0,-8.0,6463.957488404918,37469576.7048212,211.70936801891935,1412186.12424572,4352.676635681822,3.626694395040358e+24,0.0,0.0,9.682370140908303e+34,0.0,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.0909467524288454e-99
136.0,13.0,-8.0,6675.3742623715925,37469365.28804723,211.41677396667444,1444781.591258719,4362.29734841515,4.999731335347932e+24,0.0,0.0,1.3015810707659894e+35,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0909467524288458e-99
137.0,13.0,-8.0,6886.249883258058,37469154.412426345,210.87562088646538,1478813.4940994661,4373.705042607623,6.9860137250787e+24,0.0,0.0,1.7661631098255984e+35,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785184,1.0909467524288458e-99
138.0,13.0,-8.0,7096.312004936889,37468944.35030466,210.062121678831,1514298.0806857233,4385.614001198483,9.88481564542872e+24,0.0,0.0,2.4209846072185773e+35,0.0,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.0909467524288454e-99
