slice,mass (Msun),coupling,age (years),time to solar luminosity (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23,avg X_h1,avg X_he3,avg X_he4,avg X_n14,avg X_mg24,avg X_si28,avg X_s32,avg X_ar36,avg X_ca40,avg X_ti44,avg X_cr48,avg X_fe52,avg X_fe54,avg X_ni56,avg X_neut,avg X_prot,max T (K),surface lum_nuc (ergs/s),cumulative e_nuc (ergs),surface R (Rsun)
198.0,10.98940546762085,-10.0,12502732.30401233,4684797.793810485,5528.930359104745,36565200.54469991,23910.462623076404,4.832250371785016e+37,3.297993328803336e+36,1.2915370929956368e-24,1.8320763633045426e-18,1.4014238506020088e+52,9.607339928752109e+50,0.0002132009330044191,0.0011562055990012154,0.005007989560548488,0.001350540389666806,6.558134020551658e-05,0.6111815312180703,1.774012362262488e-05,0.3747845310818974,0.0035368704483015995,0.0004891823516103158,0.002271177302229798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36565200.54469991,4.842780980396773e+37,1.403000645219046e+52,6.547355953430858
199.0,10.989395487825963,-10.0,12509367.020443255,4678163.07737956,6634.716430925693,36565764.856070556,23900.678016053418,4.83691282458507e+37,3.301053952840692e+36,1.3113373509665745e-24,1.860163504442509e-18,1.4024358895648837e+52,9.614246803736183e+50,0.00021320093327879336,0.00115621058062565,0.00500793739147484,0.0013505406243105682,6.558165503596545e-05,0.6111044917184095,1.77405446229505e-05,0.3748615775216043,0.003536910284345868,0.0004891823532250325,0.0022711773022297986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36565764.856070556,4.84728744901601e+37,1.40401485488967e+52,6.555878315421868
200.0,10.989383484902982,-10.0,12517328.680160366,4670201.417662449,7961.6597171108315,36567907.885967635,23888.901160119924,4.842479062563274e+37,3.3048973917003744e+36,1.3391760632033124e-24,1.8996533858794155e-18,1.4036517338852472e+52,9.622544703781115e+50,0.0002132009336150322,0.0011562167261016697,0.005007874729156546,0.0013505409067919817,6.558202623686839e-05,0.6110119360495425,1.7741113736774598e-05,0.37495414149034045,0.0035369579441523525,0.0004891823551688822,0.0022711773022297986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36567907.885967635,4.852946960483493e+37,1.4052333274783372e+52,6.5661186321574485
201.0,10.989369042280066,-10.0,12526882.671820898,4660647.426001918,9553.991660532996,36572820.679746464,23874.71697078028,4.8491430749326435e+37,3.30941679296248e+36,1.3810287648792459e-24,1.9590224476715674e-18,1.4051127549011642e+52,9.63251580055065e+50,0.00021320093403112884,0.00115622437392529,0.005007799450672833,0.0013505412470757106,6.558246222695472e-05,0.6109007164539745,1.774188589377261e-05,0.37506537101307624,0.0035370148903647093,0.0004891823575103974,0.0022711773022297986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36572820.679746464,4.859602144456605e+37,1.40669749975627e+52,6.578444753434213
202.0,10.989351654679997,-10.0,12538347.46181354,4649182.636009276,11464.789992639597,36582915.115483984,23857.59433770046,4.857164275874763e+37,3.3148172108404844e+36,1.4464657178100404e-24,2.0518463358907697e-18,1.4068688802144797e+52,9.644500642080273e+50,0.00021320093455410376,0.0011562340164396692,0.005007708990642259,0.0013505416572843717,6.558297187432449e-05,0.6107670338497919,1.774293467209148e-05,0.3751990655016972,0.0035370827932913527,0.0004891823603329435,0.0022711773022297986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36582915.115483984,4.867554396072014e+37,1.408457381655126e+52,6.593337284613063
203.0,10.98933070769939,-10.0,12552105.209804706,4635424.888018109,13757.747991167516,36599302.198799804,23836.774879065222,4.866790813372436e+37,3.321426165069558e+36,1.543759511898791e-24,2.1898599178567206e-18,1.4089804072018024e+52,9.65891112581151e+50,0.00021320093522388597,0.0011562461418219909,0.005007600262481411,0.0013505421523004012,6.558356388795654e-05,0.6106062929906909,1.7744366285996042e-05,0.37535982056457934,0.0035371637841527174,0.0004891823637388459,0.0022711773022297977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36599302.198799804,4.877286592924277e+37,1.4105734623869236e+52,6.611401718066743
204.0,10.98930545245093,-10.0,12568614.507394109,4618915.590428706,16509.297589401016,36623395.318349056,23811.40827848876,4.87832752959911e+37,3.329385544435811e+36,1.686455859363474e-24,2.3922781114477125e-18,1.4115202460303243e+52,9.676245145779564e+50,0.00021320093610191764,0.0011562612367431123,0.005007469556817167,0.0013505427504166192,6.558424572960915e-05,0.6104129389309467,1.7746330533701635e-05,0.3755531915439276,0.0035372605408676245,0.0004891823678538488,0.002271177302229798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36623395.318349056,4.88900868013076e+37,1.413118862219845e+52,6.633343857126003
205.0,10.989274973421749,-10.0,12588425.66450139,4599104.433321426,19811.15710728122,36661804.17128321,23780.252683703315,4.892251482901802e+37,3.338956445945617e+36,1.9160463441271678e-24,2.7179577242566463e-18,1.4145767518183698e+52,9.697105765350599e+50,0.00021320093729899567,0.001156280273926723,0.005007312380504988,0.0013505434741596797,6.558502234475593e-05,0.610180243010835,1.7749028243501094e-05,0.37578590762442615,0.003537375860093235,0.0004891823728327836,0.0022711773022297986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36661804.17128321,4.903104551804793e+37,1.416182148621691e+52,6.660221196851446
206.0,10.98923814547209,-10.0,12612199.053030128,4575331.0447926875,23773.38852873746,36719677.77978917,23741.40158779772,4.909113481903253e+37,3.35067656007543e+36,2.2911811723335537e-24,3.250095481303282e-18,1.4182572005011207e+52,9.722226376591944e+50,0.00021320093901673446,0.0011563042099428066,0.005007123333521606,0.0013505443516470318,6.558589252956225e-05,0.6099000217673054,1.7752752176055093e-05,0.3760661528136437,0.0035375133508515977,0.0004891823788688599,0.0022711773022297986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36719677.77978917,4.920367248113334e+37,1.419871034450818e+52,6.693542476251568
207.0,10.989193577598767,-10.0,12640727.119264612,4546802.978558203,28528.066234484955,36806810.51790691,23692.028000866812,4.929686992830617e+37,3.365105360341856e+36,2.9513855968614408e-24,4.186611302402278e-18,1.422692248107827e+52,9.752500920384285e+50,0.00021320094167198126,0.0011563343127120585,0.005006895929330118,0.0013505454182093774,6.558684297493303e-05,0.6095622992876818,1.7757927871805648e-05,0.3764039036249447,0.003537677209621688,0.0004891823862048014,0.0022711773022297986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36806810.51790691,4.941622018575741e+37,1.4243168195358762e+52,6.735539607182293
208.0,10.989139534833583,-10.0,12674960.798745995,4512569.29907682,34233.67948138195,36936279.473898,23627.79310162364,4.954916497565562e+37,3.3829775953174123e+36,4.22390030734922e-24,5.9917039595822445e-18,1.4280415428405557e+52,9.789023320389334e+50,0.0002132009462320758,0.0011563716246294617,0.005006622563645779,0.0013505467191778028,6.558783887284714e-05,0.6091548661692932,1.7765205386416496e-05,0.37681136994123343,0.00353787287402518,0.0004891823951519553,0.002271177302229798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36936279.473898,4.967955689206843e+37,1.4296801912927484e+52,6.7895196213710625
209.0,10.989073828899656,-10.0,12716041.214123653,4471488.883699162,41080.41537765833,37134264.46122348,23541.832028172837,4.986138925464488e+37,3.4052843608879125e+36,7.158417839449201e-24,1.0154387507286839e-17,1.4345011455491974e+52,9.833139187215563e+50,0.00021320095550589186,0.0011564178493924419,0.005006294489236274,0.0013505483141449481,6.558880480545199e-05,0.6086627010881456,1.777557175420991e-05,0.37730357348602744,0.0035381060102433553,0.0004891824061195631,0.002271177302229799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37134264.46122348,5.000833789323972e+37,1.436158831373555e+52,6.860706969129291
210.0,10.988993652547515,-10.0,12765337.712576844,4422192.385245971,49296.498453190005,37456460.71344821,23421.586213728082,5.025343358657574e+37,3.4336831935965216e+36,1.6447023295220037e-23,2.3330497272828706e-17,1.442313616574982e+52,9.88651971974272e+50,0.0002132009810746707,0.0011564748348882824,0.005005902223446557,0.00135055028425011,6.558958994304232e-05,0.6080671429872951,1.7790615366161304e-05,0.37789917523581756,0.0035383827597308755,0.0004891824196649588,0.0022711773022297986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37456460.71344821,5.042709362478729e+37,1.44399829983852e+52,6.958529270078966
211.0,10.988895301121504,-10.0,12824493.510720672,4363036.587102143,59155.79814382801,38031021.82513875,23242.231517148117,5.075367744460488e+37,3.470731741124887e+36,7.188697319922908e-23,1.0197339677046323e-16,1.45178190416106e+52,9.951267513230133e+50,0.00021320111518249702,0.0011565435035597873,0.005005437598546868,0.0013505527492389448,6.558989695105871e-05,0.6073447032645903,1.7813059574736336e-05,0.37862166226894334,0.0035387091930680144,0.0004891824366117031,0.0022711773022297986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38031021.82513875,5.097377868333176e+37,1.4535076481305656e+52,7.101421785805405
212.0,10.988811489169588,-10.0,12873402.546474092,4314127.5513487235,48909.03575341899,38812499.59392535,23050.679017417147,5.119443009965506e+37,3.505086033379886e+36,5.66718542310659e-22,8.039038535126852e-16,1.4596781092620016e+52,1.0005329797275755e+51,0.0002132019892865423,0.0011565994007998199,0.005005060826965761,0.001350554876383034,6.558964224220301e-05,0.6067414314006224,1.783530924467887e-05,0.3792249685184652,0.003538973654754777,0.0004891824512373258,0.0022711773022297977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38812499.59392535,5.148106696263626e+37,1.4614480639680107e+52,7.251220411190821
213.0,10.988739893128383,-10.0,12913967.207097977,4273562.890724838,40564.66062388542,39841715.592677064,22845.715876580056,5.158351917510608e+37,3.537134008583593e+36,9.69442859700964e-21,1.3751779631144503e-14,1.4662769161863587e+52,1.0050578482827794e+51,0.00021321439085657408,0.001156643203229963,0.005004756155910284,0.0013505567202475887,6.558902931161161e-05,0.6062364600928419,1.7856810407433133e-05,0.37972996391934905,0.003539189139093154,0.0004891824639196084,0.002271177302229799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39841715.592677064,5.195463926269137e+37,1.4680943463233365e+52,7.409913486308201
214.0,10.988679102512798,-10.0,12947417.680097224,4240112.417725591,33450.47299924687,41117506.11118067,22630.950968905552,5.191833507145288e+37,3.566531619069258e+36,3.434259740577409e-19,4.871579864242829e-13,1.4717537508069158e+52,1.008820161504062e+51,0.00021357666889606233,0.0011566755738874124,0.005004512396848,0.001350558311401959,6.558822391756682e-05,0.6058165487409845,1.7876839299950035e-05,0.38014989130052657,0.003539364662505629,0.0004891824748711148,0.0022711773022297994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41117506.11118067,5.238937432663632e+37,1.4736208705977872e+52,7.575686031784743
215.0,10.988627311916789,-10.0,12975112.312758284,4212417.7850645315,27694.63266105779,42629442.83498783,22409.658841346554,5.220208897745455e+37,3.5931848120829583e+36,2.0964723574208633e-17,2.973896354338073e-11,1.476312966077425e+52,1.011958369837465e+51,0.00023188679589171085,0.0011566988815977734,0.005004317080067005,0.0013505596905733432,6.558733104938365e-05,0.6054662605441514,1.789517641014064e-05,0.3805001896354111,0.003539508372360241,0.0004891824843738107,0.002271177302229798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42629442.83498783,5.278378795686174e+37,1.4782308901736736e+52,7.74712650231536
216.0,10.98858288756337,-10.0,12998215.82264683,4189314.275175985,23103.509888547367,44347405.9094814,22184.673024396732,5.243853403591533e+37,3.6171816870008345e+36,1.7683983010023578e-15,2.5085154315310688e-09,1.4801335972258727e+52,1.0145938205183488e+51,0.001520328159840636,0.0011567152000401609,0.005004159514814646,0.00135056089512578,6.558642026542487e-05,0.6051720634700877,1.7911702744265833e-05,0.38079439275789984,0.0035396272037732674,0.0004891824926862116,0.0022711773022297973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44347405.9094814,5.313911051798839e+37,1.48210256478431e+52,7.922940658290041
217.0,10.988545595467928,-10.0,13017094.14787487,4170435.949947946,18878.32522804013,46164054.88474934,21966.13249640607,5.262625677014873e+37,3.6379185262725974e+36,1.4367915834982585e-13,2.0381233441902836e-07,1.4832666849211495e+52,1.0167596439058768e+51,0.08705926456181547,0.001156726189206922,0.005004034768320104,0.0013505619234490326,6.558556156640575e-05,0.6049302703610162,1.7925943925528058e-05,0.3810361891902036,0.0035397235362614314,0.0004891824997966285,0.0022711773022297955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46164054.88474934,5.344632921828453e+37,1.485284475235644e+52,8.095827365630175
218.0,10.98851500155532,-10.0,13032196.808057303,4155333.2897655126,15102.660182432104,47959272.44433208,21763.118723365602,5.276808199985329e+37,3.655304340158292e+36,8.319737046944267e-12,1.180174667477957e-05,1.4857799098938347e+52,1.0185005830877246e+51,4.049562755329693,0.0011567333522105956,0.005003937682194422,0.0013505627794497034,6.558479958060747e-05,0.6047358962593898,1.7937776059856577e-05,0.3812305649075307,0.0035398001297837827,0.000489182505729111,0.002271177302229796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47959272.44433208,5.370400106781561e+37,1.487842275926924e+52,8.258679038724335
219.0,10.988489615314172,-10.0,13044448.538778102,4143081.559044713,12251.730720798227,49685648.14509003,21576.569132856166,5.287515576719324e+37,3.6698823620792264e+36,3.2039637132876573e-10,0.0004544899422427661,1.4878228503540295e+52,1.0199185176645337e+51,127.8412945790744,0.0011567375867767105,0.005003860792311858,0.0013505634994135372,6.558413074235431e-05,0.6045775743054309,1.7947613351949738e-05,0.3813888874418531,0.003539862468103887,0.0004891825107315081,0.0022711773022297955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49685648.14509003,5.392014123981388e+37,1.4899255915514348e+52,8.410624577468154
220.0,10.988467999470004,-10.0,13054671.394431692,4132858.7033911236,10222.8556535896,51344939.958040245,21403.412652549738,5.295593340885521e+37,3.68209624124332e+36,8.631349928633847e-09,0.012243777026165399,1.4895300859723426e+52,1.0211055812187862e+51,2910.4847272834604,0.0011567399377491107,0.005003797959381711,0.0013505641202871124,6.558353656129831e-05,0.6044450224537734,1.7955945380200505e-05,0.3815214392949882,0.0035399147041166347,0.0004891825150572878,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51344939.958040245,5.410131247896989e+37,1.4916697528137522e+52,8.553787573256077
221.0,10.988449063069856,-10.0,13063463.7130006,4124066.384822216,8792.318568907422,52954199.11917059,21239.846300379228,5.30170500800351e+37,3.6926269302579097e+36,1.7479015064808633e-07,0.247944023657926,1.4910001138871458e+52,1.0221294527201689e+51,51375.346558989644,0.0011567409667859008,0.00500374490007657,0.0013505646708561593,6.558299875673762e-05,0.6043306868177823,1.796314815734531e-05,0.38163577461024056,0.0035399599304657132,0.0004891825189045223,0.0022711773022297955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52954199.11917059,5.425757888426942e+37,1.4931741774361918e+52,8.691049764200612
222.0,10.98843205225508,-10.0,13071228.251583297,4116301.8462395184,7764.538582697806,54533559.76606654,21082.48738474887,5.306179088576623e+37,3.701919915635338e+36,2.8398361469849764e-06,4.028375730565717,1.4922993981044958e+52,1.0230359140438422e+51,746744.6931347835,0.0011567409417374667,0.005003698804099063,0.0013505651713600067,6.558250172192392e-05,0.6042294571104543,1.7969528969945967e-05,0.3817370037659467,0.003540000293669203,0.0004891825224130135,0.0022711773022297947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54533559.76606654,5.439552462398128e+37,1.4945061197897878e+52,8.824994632769005
223.0,10.988416458348077,-10.0,13078232.092073478,4109298.0057493374,7003.840490181322,56098214.533095196,20929.749098013734,5.309846000525154e+37,3.7094404796277394e+36,3.875594884811709e-05,54.97624358382645,1.4934722003238905e+52,1.0238552297126563e+51,9306891.789552702,0.0011567408915938069,0.005003657807358302,0.0013505656352424686,6.558203521726343e-05,0.6041379550219961,1.797527373942075e-05,0.3818285052922699,0.0035400362243183064,0.0004891825256760597,0.0022711773022297955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56098214.533095196,5.450728779961075e+37,1.495710039227343e+52,8.95736176982291
224.0,10.988401934319356,-10.0,13084654.562347554,4102875.5354752615,6422.4702740766825,57660592.81616607,20779.16636991289,5.312209375596004e+37,3.7173601147806433e+36,0.00045974464886314024,652.1588182839372,1.4945481300184752e+52,1.0246081401968198e+51,102423123.59899254,0.001156739702678944,0.005003620702780775,0.0013505660722245227,6.558159170658065e-05,0.6040538652184351,1.7980497162583526e-05,0.3819125943750519,0.003540070077890983,0.0004891825287611923,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57660592.81616607,5.462487140628003e+37,1.4968164060335703e+52,9.089679025555052
225.0,10.988388239478844,-10.0,13090619.552312167,4096910.545510648,5964.989964612583,59230015.80404762,20629.461525890194,5.313518384492342e+37,3.7241305545394733e+36,0.004857143837497676,6889.975104942553,1.4955476661824623e+52,1.0253086935588888e+51,1016109793.7035321,0.0011567377669843225,0.005003586654607381,0.0013505664888259418,6.558116543100054e-05,0.6039756194554936,1.7985309691776748e-05,0.3819908393188177,0.0035401021283530927,0.0004891825317140978,0.002271177302229796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59230015.80404762,5.472549278890107e+37,1.4978458578050022e+52,9.223218683323964
226.0,10.98837520288591,-10.0,13096214.233461408,4091315.8643614072,5594.68114924095,60813405.84638279,20479.8008855088,5.31392487916348e+37,3.7300903360638896e+36,0.04649965543628942,65960.87722810701,1.496485222485738e+52,1.0259668078126444e+51,9220223710.59094,0.0011567352678194648,0.005003555070971516,0.0013505668896819831,6.558075258021906e-05,0.6039021105364328,1.7989772588346173e-05,0.38206434736420675,0.0035401326797268088,0.0004891825345675339,0.0022711773022297955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60813405.84638279,5.481414044622857e+37,1.498812964869039e+52,9.358870584353753
227.0,10.988362699511256,-10.0,13101501.896916358,4086028.2009064574,5287.663454947583,62416092.18836876,20329.497123102872,5.313518122118183e+37,3.7354943896817877e+36,0.4085520760735869,579540.9251602088,1.4973712609563122e+52,1.0265897080568528e+51,77346999288.41045,0.0011567323341465767,0.005003525518468646,0.00135056727817128,6.558035034567053e-05,0.6038325318849641,1.7993930131954373e-05,0.38213392511935484,0.0035401619607851884,0.0004891825373455924,0.0022711773022297947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62416092.18836876,5.489456746506542e+37,1.4997283414139525e+52,9.49740608030663
228.0,10.988350635543325,-10.0,13106529.696062988,4081000.4017598275,5027.799146629029,64041310.12032849,20177.99282310032,5.31225711978069e+37,3.740210938718083e+36,3.3218689323094392,4712150.805335315,1.498213554776063e+52,1.0271827434629357e+51,604051488287.586,0.00115672899532294,0.005003497674906322,0.001350567656839144,6.55799565857438e-05,0.6037662863360705,1.7997815180714652e-05,0.3822001697619345,0.0035401902191964656,0.0004891825400667897,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64041310.12032849,5.496484244061629e+37,1.5005998456737692e+52,9.639418004995576
229.0,10.988338937546388,-10.0,13111334.282878999,4076195.8149438165,4804.586816013168,65691583.500598155,20025.071595401136,5.310195007903208e+37,3.7443267567999807e+36,25.156645649631816,35685305.61349832,1.4990181419817595e+52,1.0277500743044555e+51,4415722283391.512,0.0011567253582154466,0.005003471287896357,0.0013505680276643056,6.557956961443178e-05,0.6037029094500552,1.8001453182595016e-05,0.3822635457558237,0.0035402175511222603,0.0004891825427457543,0.0022711773022297955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65691583.500598155,5.502624256922957e+37,1.5014335892685497e+52,9.785302962668998
230.0,10.988327545259688,-10.0,13115945.336151592,4071584.7616712227,4611.053272592791,67369706.94008476,19870.0340954704,5.3072114283201925e+37,3.7478781995866653e+36,178.5161193800081,253229399.7274066,1.4997898857584904e+52,1.0282950689246136e+51,30374496686553.887,0.0011567216267350654,0.005003446151331976,0.001350568392175072,6.55791881967213e-05,0.6036420251956404,1.8004862610539163e-05,0.3823244291737814,0.0035402438990098702,0.0004891825453938438,0.0022711773022297947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67369706.94008476,5.507929977046121e+37,1.5022345203676522e+52,9.93580744531362
231.0,10.988316409430404,-10.0,13120386.804165639,4067143.293657176,4441.46801404683,69077939.21606024,19712.998005618843,5.303494170644392e+37,3.750686399267125e+36,1192.6470139892394,1691798412.872072,1.5005327256905109e+52,1.0288204130732475e+51,197423954702354.97,0.001156717571650436,0.0050034221044964015,0.00135056875174224,6.557881102552246e-05,0.6035833337147006,1.800806296931441e-05,0.3823831198365061,0.00354026967092307,0.0004891825480217651,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69077939.21606024,5.51213975282169e+37,1.5030065844800136e+52,10.091201734188063
232.0,10.988305489483825,-10.0,13124678.101624068,4062851.9961987473,4291.29745842997,70816712.87738429,19553.54031859959,5.298830370848956e+37,3.753053464724659e+36,7518.832220586252,10665643956.874893,1.5012498182944207e+52,1.0293283151371515e+51,1214950200698642.5,0.0011567133814758916,0.005003399012482545,0.0013505691074656911,6.557843711626246e-05,0.6035265884612911,1.8011067878113328e-05,0.38243986432475735,0.0035402947649721683,0.0004891825506383186,0.0022711773022297955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70816712.87738429,5.515697111339467e+37,1.5037530257372594e+52,10.25194818060737
233.0,10.988294749264629,-10.0,13128836.244272277,4058693.8535505384,4158.1426482083625,72587920.91432744,19391.140160381154,5.293087499267412e+37,3.75492526670795e+36,44893.26824378167,63682178442.24215,1.5019439071387332e+52,1.0298207029427961e+51,7101857733788202.0,0.0011567091248516422,0.005003376758418267,0.0013505694603268364,6.557806556816849e-05,0.603471574199087,1.8013889308296896e-05,0.3824948778890745,0.003540319203340049,0.0004891825532515714,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72587920.91432744,5.518522619184539e+37,1.5044766761563375e+52,10.418736201810873
234.0,10.988284156275208,-10.0,13132876.107453328,4054653.9903694876,4039.8631810501597,74393394.22830203,19225.918751663976,5.286464228265198e+37,3.7558148738739043e+36,254680.26722818552,361270071389.59467,1.502617408630154e+52,1.030299197984062e+51,3.954841036465836e+16,0.0011567047645492008,0.005003355245566087,0.0013505698111564517,6.557769561592486e-05,0.6034181098700099,1.80165381715523e-05,0.3825483415826275,0.0035403431141052648,0.0004891825558686414,0.0022711773022297955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74393394.22830203,5.519900767502275e+37,1.505179917725538e+52,10.591943120398023
235.0,10.988273682765591,-10.0,13136810.005617587,4050720.0922052283,3933.8981642591507,76234195.48910706,19057.479104536284,5.278789547136357e+37,3.756151279667119e+36,1375744.9512230938,1951527231188.7878,1.5032722921601257e+52,1.030765183905109e+51,2.1022252077434787e+17,0.0011567004130435662,0.005003334390177469,0.0013505701606840274,6.557732657268134e-05,0.6033660409798677,1.8019023508589892e-05,0.3826004099198843,0.003540366439327016,0.0004891825584960373,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76234195.48910706,5.5204619549025035e+37,1.5058647829924363e+52,10.772176628604413
236.0,10.988263303903222,-10.0,13140648.698259663,4046881.3995631523,3838.6926420746586,78110925.39700432,18885.633645390077,5.2700319169591625e+37,3.7557636169021086e+36,7087823.80678204,10054248177691.686,1.503910266472713e+52,1.0312198454231965e+51,1.068253286455381e+18,0.001156696104697433,0.005003314121983429,0.001350570509560512,6.557695781613135e-05,0.6033152352350863,1.802135350568933e-05,0.38265121520083506,0.003540389200401091,0.0004891825611398256,0.002271177302229796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78110925.39700432,5.519955112638254e+37,1.5065330122601122e+52,10.96000361940803
237.0,10.988252995873491,-10.0,13144402.07977197,4043128.0180508457,3753.381512306551,80025909.9337098,18709.970384416763,5.260043348564856e+37,3.754705670416394e+36,34931661.362458624,49551400002520.26,1.5045328801268344e+52,1.031664277315235e+51,5.202996649613819e+18,0.0011566918698860628,0.005003294375634938,0.0013505708583873624,6.55765887651496e-05,0.6032655703735671,1.8023535744945467e-05,0.38270087969331096,0.003540411419070926,0.0004891825638058841,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80025909.9337098,5.518459318844476e+37,1.5071862137441956e+52,11.156183724744164
238.0,10.9882427377176,-10.0,13148078.582539344,4039451.515283471,3676.5027673769787,81981022.16771048,18530.517245591713,5.249020934547681e+37,3.752276136848072e+36,165069435.53955656,234154955979313.94,1.5051414631160185e+52,1.0320993244327988e+51,2.434150871810223e+19,0.0011566879658433413,0.005003275096425721,0.0013505712074677082,6.557621916495367e-05,0.6032169520365822,1.8025576899173605e-05,0.38274949779911666,0.0035404328431014338,0.0004891825664977029,0.0022711773022297955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81981022.16771048,5.514942927761922e+37,1.5078256283119803e+52,11.361384680466148
239.0,10.98823251159437,-10.0,13151684.963739531,4035845.134083284,3606.3812001862116,83975194.84467174,18347.00561807148,5.236756638014406e+37,3.749956162673454e+36,747859330.8788946,1060856409475653.0,1.5057370438343959e+52,1.032525810087877e+51,1.0939617677289056e+20,0.001156684037381595,0.005003256240489155,0.0013505715574033588,6.557584839705916e-05,0.6031692882663416,1.802748321691095e-05,0.3827971614161532,0.003540453925272656,0.0004891825692214183,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83975194.84467174,5.511584825831569e+37,1.5084524654703346e+52,11.576252856128363
240.0,10.98822229858668,-10.0,13155228.142278109,4032301.9555447064,3543.178538577794,86009795.1135506,18159.014906080603,5.222935612001263e+37,3.7466802417915285e+36,3254606847.43733,4616737923654191.0,1.506320642534075e+52,1.0329444554397741e+51,4.730583899861619e+20,0.0011566802529445865,0.005003237765850374,0.0013505719086301848,6.557547603328868e-05,0.603122498501287,1.8029260601264912e-05,0.38284395113341996,0.0035404745058339126,0.0004891825719820239,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86009795.1135506,5.506817666163044e+37,1.509067784491683e+52,11.801574763655564
241.0,10.988212079290198,-10.0,13158715.012113381,4028815.085709434,3486.8698352737642,88086059.92264445,17966.383120272858,5.207704882801218e+37,3.7422232219406477e+36,13627500210.588497,1.9330936108724836e+16,1.506893291798887e+52,1.0333559575169914e+51,1.9715645750414522e+21,0.0011566766158193323,0.005003219634414846,0.001350572261587255,6.557510163997452e-05,0.6030765048576474,1.8030915043790233e-05,0.38288994483393357,0.003540494614416516,0.0004891825747846707,0.002271177302229795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88086059.92264445,5.500310547424774e+37,1.5096726092392647e+52,12.038408215758038
