mass enclosed (Msun),dm (g),r (Rsun),dr (cm),T (K),log T,eps_grav (ergs/g s),eps_nuc (ergs/g s),eps_neu (ergs/g s),eps_a (ergs/g s),lum_gamma (ergs/s),lum_neu (ergs/s),lum_a (ergs/s),X_c12,log X_c12,X_o16,log X_o16,X_ne20,log X_ne20,X_na23,log X_na23
3.125330128028736e-06,6.214437236025929e+27,0.0017899678020846298,124528059.9910277,199779452.78486896,8.300550819220168,0.0,1091847.9872557246,58.37176251527644,9.149876971382398e-08,6.785220788081939e+33,3.627476545073964e+29,5.686133615601493e+20,0.46745043120808655,-0.33026443526024596,0.0656837406831332,-1.182542122152574,0.0011996044640484793,-2.920961926783789,0.00013387363393764116,-3.873304947729621
6.250660338213976e-06,6.214437439123143e+27,0.0022552358645637105,32368699.10666965,199775708.93037218,8.300542680492379,0.0,1091368.5737905672,58.363432886797355,9.145495524795708e-08,1.356746251292847e+34,7.254435569148609e+29,1.1369544594463853e+21,0.46745043119315166,-0.3302644352741215,0.06568374067877371,-1.1825421221813985,0.001199604464046551,-2.920961926784487,0.00013387363393809243,-3.8733049477281574
1.2501320757474232e-05,1.242887487603871e+28,0.0028414569330131156,40783399.73202512,199771251.6176318,8.300532990585967,0.0,1090798.0661950703,58.353517232566716,9.140281637263533e-08,2.712485519269199e+34,1.4507121211752012e+30,2.2729886274594123e+21,0.4674504311766911,-0.3302644352894145,0.06568374067396862,-1.1825421222131693,0.0011996044640444257,-2.9209619267852562,0.00013387363393858978,-3.8733049477265435
2.5002641595994746e-05,2.485774975207742e+28,0.0035800884397799108,51386593.92576593,199764175.9368426,8.300517608074626,0.0,1089893.0112012061,58.33777978213456,9.132010571999649e-08,5.421714292166968e+34,2.9008580520913035e+30,4.5430009627803386e+21,0.46745043115250395,-0.3302644353118861,0.06568374066690745,-1.182542122259857,0.001199604464041303,-2.920961926786387,0.0001338736339393206,-3.873304947724173
5.0005283270815326e-05,4.971549949973968e+28,0.0045107837879691595,64748475.37352604,199752943.66448587,8.300493188025193,0.0,1088457.7393628908,58.31280490294192,9.11889485667514e-08,1.0833036311845327e+35,5.79990827507193e+30,9.076505089632456e+21,0.4674504311169686,-0.33026443534490096,0.0656837406565318,-1.18254212232846,0.0011996044640367148,-2.920961926788048,0.0001338736339403941,-3.8733049477206904
0.00010001056662267693,9.94309990038945e+28,0.00568354208245803,81588794.54759067,199735112.728288,8.300454419020317,0.0,1086182.9136426423,58.27317683113634,9.098109660439087e-08,2.163306153229021e+35,1.1594068462522416e+31,1.8122846415476874e+22,0.4674504310647723,-0.330264435393395,0.06568374064128808,-1.1825421224292498,0.0011996044640299756,-2.9209619267904876,0.00013387363394197081,-3.8733049477155754
0.0002000211333241797,1.9886199800337387e+29,0.007161436130312631,102817088.9092446,199706805.83833885,8.300392865510013,0.0,1082580.675857703,58.21031423044971,9.065202511511202e-08,4.316147715238078e+35,2.316988785479387e+31,3.6150089252920078e+22,0.46745043098813055,-0.3302644354646006,0.06568374061889719,-1.1825421225772963,0.0011996044640200795,-2.9209619267940705,0.00013387363394428545,-3.8733049477080668
0.0003336699422551437,2.6574861088536653e+29,0.008494175466958756,92718675.65047091,199671807.73011467,8.300316749840313,0.0,1078142.3874463513,58.13267274167629,9.024668413938781e-08,7.181296133243084e+35,3.861856488294795e+31,6.013302019997283e+22,0.4674504309005387,-0.3302644355459796,0.06568374059329272,-1.1825421227465907,0.001199604464008769,-2.920961926798165,0.00013387363394692985,-3.873304947699488
0.0004673187511861077,2.6574861088536653e+29,0.009504333339652664,70276683.20331526,199638045.44410512,8.30024330925562,0.0,1073876.9309134623,58.057857296477884,8.98572400676945e-08,1.0035109159764018e+36,5.404735981046779e+31,8.401245692595554e+22,0.4674504308208502,-0.3302644356200159,0.06568374056998429,-1.1825421229007036,0.0011996044639984783,-2.920961926801891,0.00013387363394933477,-3.8733049476916865
0.0007346163690480357,5.3149722177073306e+29,0.01105264116647476,107715775.5120132,199592775.81437284,8.300144818110008,0.0,1068182.0100867127,57.957672206134255,8.933749108714355e-08,1.5712466866829667e+36,8.485170156832698e+31,1.3149508523873997e+23,0.4674504307180817,-0.3302644357154951,0.06568374053990926,-1.1825421230995568,0.0011996044639852063,-2.9209619268066955,0.00013387363395243532,-3.873304947681628
0.0012692116047718915,1.0629944435414661e+30,0.013265678732045292,153961023.43674195,199514893.39770615,8.299975320468974,0.0,1058449.6841764685,57.78566061994243,8.844978914358049e-08,2.6963728197307725e+36,1.462775377236987e+32,2.2551671963078034e+23,0.46745043055039176,-0.3302644358712909,0.06568374049078948,-1.182542123424332,0.0011996044639635479,-2.920961926814537,0.00013387363395749174,-3.8733049476652246
