mass enclosed (Msun),dm (g),r (Rsun),dr (cm),T (K),log T,eps_grav (ergs/g s),eps_nuc (ergs/g s),eps_neu (ergs/g s),eps_a (ergs/g s),lum_gamma (ergs/s),lum_neu (ergs/s),lum_a (ergs/s),X_c12,log X_c12,X_o16,log X_o16,X_ne20,log X_ne20,X_na23,log X_na23
3.1253297938516056e-06,6.214436644394912e+27,5.497139738735919e-05,3824360.1162385787,2527149192.384996,9.402630881617952,0.0,5538816140.526428,157293146675.44446,1.0388152516396347e-06,3.442062199025343e+37,9.774882946120657e+38,6.455651566545667e+21,7.284445477594439e-10,-9.137603502945046,1.1032729261601516e-05,-4.957317039089114,1.1860463416296015e-10,-9.925898341729908,1.0921791729496406e-13,-12.961706109396598
6.250660004036846e-06,6.214437439123143e+27,6.926157297262654e-05,994167.51546705,2527089424.631887,9.402620610316045,0.0,5532062873.295801,157291653404.79,1.0420799598622423e-06,6.879928062564601e+37,1.9549674343923742e+39,1.2931592283673527e+22,7.307892804225735e-10,-9.136207831718334,1.107085035442398e-05,-4.955819019586456,1.1899589417339975e-10,-9.924468023217539,1.0956552591756903e-13,-12.960326072301719
1.2501320423297102e-05,1.242887487603871e+28,8.7268271018974e-05,1252725.9830843927,2527018538.033762,9.402608427885976,0.0,5524066705.315734,157290096738.81696,1.0459538192325323e-06,1.3745721451290667e+38,3.9099063659991545e+39,2.593162142902948e+22,7.335720842054603e-10,-9.134557203927734,1.1116114681027875e-05,-4.954046981408818,1.1946031996278375e-10,-9.922776326372093,1.0997802730303535e-13,-12.958694074607674
2.5002641261817615e-05,2.485774975207742e+28,0.00010995960596864635,1578636.172448705,2526905664.9571896,9.402589029037735,0.0,5511347324.902749,157287353882.94894,1.0521923441405423e-06,2.744569071121205e+38,7.819716047987941e+39,5.20867554107268e+22,7.380513477864797e-10,-9.131913422344198,1.1188987507365217e-05,-4.951209211046163,1.202080738423202e-10,-9.920066361722553,1.106423135551651e-13,-12.956078751610452
5.0005282936638196e-05,4.971549949973968e+28,0.00013855747615324813,1989553.8287427463,2526726435.7697206,9.402558224164885,0.0,5491205530.436944,157282973237.87323,1.0621626329722631e-06,5.474549329135262e+38,1.5639117625312997e+40,1.0489270125890152e+23,7.452105508014686e-10,-9.127721004926599,1.1305556308062966e-05,-4.946708062635057,1.2140362824735333e-10,-9.915768333818765,1.1170408446732638e-13,-12.951930946587252
0.0001000105662884998,9.94309990038945e+28,0.00017460567007511216,2507872.851144081,2526441839.1496277,9.402509304859182,0.0,5459362590.902124,157275990920.71484,1.0781508587106275e-06,1.0902848092514142e+39,3.1277226521887116e+40,2.120943182174059e+23,7.566926038404241e-10,-9.121080510947179,1.1492761203918968e-05,-4.939575616954938,1.2332215270141165e-10,-9.908958902870404,1.1340704507954087e-13,-12.94535996533613
0.0002000211329900026,1.9886199800337387e+29,0.00022005783710405544,3162107.260203583,2525989949.879038,9.402431618301355,0.0,5409157012.512652,157264916454.33023,1.1039215477847325e-06,2.165960580273641e+39,6.2551242023828895e+40,4.316223628488548e+23,7.752047554611108e-10,-9.110583571787805,1.1795238285686416e-05,-4.928293281135875,1.264181043104689e-10,-9.898190726377148,1.1615280432344664e-13,-12.934970300392406
0.0003336699419209666,2.6574861088536653e+29,0.0002610737484037308,2853476.949118415,2525431077.9714127,9.402335520595294,0.0,5347669067.602363,157251148200.55228,1.1364471628709415e-06,3.587096206463612e+39,1.0434051621825456e+41,7.336316177264234e+23,7.985773218808199e-10,-9.097683027126735,1.2178278606814295e-05,-4.9144140946584045,1.3033179854601646e-10,-9.884949611545691,1.1961972832316607e-13,-12.922197188279736
0.00046731875085193053,2.6574861088536653e+29,0.0002921826031489776,2164243.0246268176,2524891905.3109946,9.402242790006428,0.0,5288981521.836262,157237898450.82495,1.168491241266932e-06,4.99263569888997e+39,1.4612626931009562e+41,1.0441565419248282e+24,8.21613404839253e-10,-9.085332483724036,1.2557064809894927e-05,-4.901111864248347,1.3419447198599245e-10,-9.872265374147858,1.2303692395532396e-13,-12.909964535198107
0.0007346163687138585,5.3149722177073306e+29,0.000339906296259191,3320137.3296775483,2524169406.432328,9.402118498674255,0.0,5211322482.652959,157220819451.11255,1.2124546555558823e-06,7.762439120171377e+39,2.2968869805287997e+41,1.6885728228757708e+24,8.532326753570964e-10,-9.068932521183749,1.307901396508303e-05,-4.883424996506036,1.3950498833831438e-10,-9.855410262862994,1.2772775051378934e-13,-12.89371473636463
