mass enclosed (Msun),dm (g),r (Rsun),dr (cm),T (K),log T,eps_grav (ergs/g s),eps_nuc (ergs/g s),eps_neu (ergs/g s),eps_a (ergs/g s),lum_gamma (ergs/s),lum_neu (ergs/s),lum_a (ergs/s),X_c12,log X_c12,X_o16,log X_o16,X_ne20,log X_ne20,X_na23,log X_na23
2.187696398561062e-06,4.350037122985583e+27,0.00017461659316960718,12148076.38680957,810187233.90806,8.908585395738504,0.0,77542.43241978236,4261671.161818933,3873.800930596901,3.37312459632654e+32,1.8538427759869456e+34,1.6851177855152616e+31,0.005088467790889755,-2.293412970145913,0.4944819950962899,-0.30584951715615655,0.4067203292141087,-0.39070411959232076,0.024652549113562794,-1.608138167311056
4.375392856550281e-06,4.3500372311569256e+27,0.00022000890537805066,3157943.1603414137,810179364.2763274,8.908581177263944,0.0,77576.96099430295,4261682.241006561,3873.5834747035915,6.747751282378805e+32,3.7076904175608277e+34,3.370141018810745e+31,0.005090757293785763,-2.293217607830504,0.494483126872457,-0.30584852313901034,0.40671740862146744,-0.3907072382016722,0.02465267021092754,-1.6081360339905677
8.75078577408303e-06,8.700074465404461e+27,0.0002772061709093552,3979213.7630128562,810169994.1906428,8.908576154425521,0.0,77618.08150666248,4261695.414558686,3873.3245526888795,1.350058217207677e+33,7.415397163114157e+34,6.739962222518012e+31,0.005093484305195112,-2.292985027716617,0.49448447497232756,-0.3058473391319028,0.4067139298574535,-0.3907109528557398,0.0246528143022916,-1.6081334956082793
1.750157160759422e-05,1.740014892771831e+28,0.0003492830071224353,5014385.495343983,810155118.4198196,8.908568180142913,0.0,77683.39099852879,4261716.275775201,3872.913483898112,2.70176078979225e+33,1.4830846951731111e+35,1.3478889362917565e+32,0.005097816112502576,-2.2926158343759266,0.49448661651443937,-0.3058454582681851,0.4067084037550214,-0.39071685374066406,0.024653042862434534,-1.608129469214071
3.5003143276170906e-05,3.4800297858527234e+28,0.0004401195605027982,6319499.018671848,810131499.9230292,8.908555518947404,0.0,77787.15100699221,4261749.215760569,3872.2607999598727,5.408776814401816e+33,2.9661861162412376e+35,2.6954472285367816e+32,0.005104699891044584,-2.292029785309587,0.49449001996763814,-0.3058424691157843,0.40669962171659413,-0.39072623154543,0.02465340525157324,-1.6081230853186876
7.000628661176997e-05,6.9600595713963855e+28,0.0005546172292312663,7965602.813439526,810093996.004938,8.908535413419228,0.0,77952.07958118038,4261801.046801623,3871.224340926764,1.0834287990394288e+34,5.932425032959115e+35,5.38984243124578e+32,0.0051156460042000645,-2.2910995157457,0.4944954326013445,-0.30583771540187443,0.4066856561775907,-0.39074114491229667,0.024653979431213727,-1.6081129706857133
0.0001400125732845224,1.3920119143101832e+29,0.0006989768531214013,10043099.034036696,810034433.1691921,8.908503480381777,0.0,78214.43154927915,4261882.238510109,3869.57811171368,2.1721830049153776e+34,1.186501588635214e+36,1.0776341266105124e+33,0.00513306892606615,-2.289622904060061,0.49450404962368294,-0.305830147500537,0.4066634248948883,-0.39076488606755305,0.02465488814928405,-1.6080969633725075
0.00023777274576172386,1.943872919148113e+29,0.0008341993312033347,9407427.800160103,809958849.648242,8.908462954897574,0.0,78548.0907396814,4261981.989059493,3867.4888263276266,3.699058069311931e+34,2.01497672567819e+36,1.8294248060711318e+33,0.005155245696213729,-2.2877506316477647,0.4945150208403927,-0.3058205122184291,0.4066351237228027,-0.39079511123614347,0.024656035634983496,-1.6080767509461655
0.0003355329182385125,1.9438729191399034e+29,0.0009359427111152037,7078286.940468721,809884948.6414572,8.908423327867474,0.0,78875.1281297705,4262075.089818886,3865.4457475138424,5.232290324963439e+34,2.8434699603221604e+36,2.5808183369707978e+33,0.005177001548391551,-2.2859217051248066,0.49452578706041395,-0.30581105717894236,0.406607355412951,-0.39082476936162125,0.024657151380506608,-1.6080570985102431
0.0005310532631913611,3.88774583826532e+29,0.001091268549863054,10806018.601687953,809786025.908009,8.908370278083908,0.0,79314.0677773086,4262197.225754238,3862.7104405798414,8.31581969413469e+34,4.5005039129513634e+36,4.0825419809496254e+33,0.0052062371737489725,-2.283476051189479,0.49454025962876924,-0.3057983474987402,0.4065700339012202,-0.3908646340377063,0.024658635248511848,-1.6080309634435315
0.0009220939530986126,7.775491676561546e+29,0.0013127325351153225,15407249.454000324,809615992.3519461,8.908279078203241,0.0,80071.77834934021,4262395.881225767,3858.007579602358,1.4541794154962448e+35,7.814726282619479e+36,7.082332563280574e+33,0.0052567940812016396,-2.27927903480379,0.49456529963007406,-0.30577635847179746,0.4065054779076202,-0.3909335976491938,0.024661159874689264,-1.6079865013278256
0.001704175332913116,1.5550983353123092e+30,0.0016132256050482919,20905302.875236675,809332402.078976,8.90812692796503,0.0,81344.76010850053,4262702.239780413,3850.1604214116746,2.719170425807328e+35,1.4443647439634052e+37,1.306971062530321e+34,0.005341988843521794,-2.2722970233161397,0.4946075293710137,-0.30573927669410256,0.40639665065696473,-0.39104987997411816,0.024665297870152307,-1.607913635418449
0.0032683380925421224,3.1101966706246184e+30,0.002008876730331494,27525448.785952374,808869137.4104565,8.907878265125717,0.0,83447.36296094813,4263192.692298864,3837.332976917561,5.314547530342778e+35,2.770301515745318e+37,2.500457087419026e+34,0.005483522833726342,-2.2609403437614013,0.49467777023507165,-0.30567760546593836,0.4062157561311475,-0.3912432353671945,0.024671866108064683,-1.6077980004987245
0.006396663611800135,6.220393341249237e+30,0.0025220774434057767,35703373.60857785,808124867.3887281,8.907478470957836,0.0,87018.76412850383,4264329.039283277,3816.9742372357146,1.072745693982961e+36,5.422881911830663e+37,4.874765200321119e+34,0.005721851602352099,-2.2424634099203655,0.4947962409283673,-0.30557360845736425,0.4059104724158084,-0.3915697438201202,0.024683672861911362,-1.6075902180187993
