mass enclosed (Msun),dm (g),r (Rsun),dr (cm),T (K),log T,eps_grav (ergs/g s),eps_nuc (ergs/g s),eps_neu (ergs/g s),eps_a (ergs/g s),lum_gamma (ergs/s),lum_neu (ergs/s),lum_a (ergs/s),X_c12,log X_c12,X_o16,log X_o16,X_ne20,log X_ne20,X_na23,log X_na23
0.08456079439405839,2.238043157013551e+31,0.003060286967610936,10704389.631668538,1411058376.633683,9.14954498124226,0.0,101297681.11405025,1725886834.9768476,58.12209386022608,1.4583839121457786e+41,4.308615752641344e+41,1.1042662833436676e+34,4.248023162904467e-12,-11.371813123872403,0.7020436186224304,-0.15363590391216866,0.025337757825617223,-1.5962318190913112,2.6211615528358084e-05,-4.581506210895095
0.0958162361920206,2.238043157013551e+31,0.003203188220591896,9941640.169885397,1405885779.5339434,9.147950038085545,0.0,101168755.4421378,1698125163.2090309,57.38289566311971,1.481025916227864e+41,4.688663492768593e+41,1.2326916803121353e+34,4.24798042844798e-12,-11.371817492829747,0.702043567328386,-0.15363593564341818,0.025337835699094615,-1.5962304843256314,2.6211676981365e-05,-4.581505192694959
0.10425781754049346,1.678532367760395e+31,0.003304204799359451,7027723.384858787,1395606586.9233284,9.144763010545136,0.0,49380484.59419296,1574186174.5018847,55.92944523720882,1.4893145904005686e+41,4.952895737446825e+41,1.3265710644536726e+34,4.2464199744105995e-12,-11.371977055966209,0.7020418309413355,-0.15363700979932834,0.025340478271617783,-1.5961851925794797,2.621394452391698e-05,-4.581467623995146
0.11269939888896552,1.6785323677602402e+31,0.0034008264573371512,6721968.745508611,1389045918.0174544,9.142716602549699,0.0,49329195.39733818,1508672061.9048991,65.17975089144383,1.4975946555155688e+41,5.206131226271121e+41,1.4359773860475105e+34,9.272397628393582e-13,-12.032807952787078,0.69833039909676,-0.15593905222703272,0.030989070725275004,-1.5087914468306192,3.106220632023346e-05,-4.507767699970238
0.12047959406105922,1.5470216876148465e+31,0.0034863884665448344,5952548.980578512,1380940896.5928288,9.140175091444032,0.0,28943114.590441868,1419295564.6096723,64.89557445788463,1.5020722181134222e+41,5.425699328229793e+41,1.5363722471640822e+34,7.114283083356241e-13,-12.147868857860734,0.6982154480544497,-0.15601054662670313,0.031174804835683363,-1.50619625666421,3.157657632043143e-05,-4.500634960006921
0.1282597892331545,1.5470216876151555e+31,0.003569110889774476,5754998.984086156,1377088462.3145213,9.13896183964766,0.0,28917314.6623999,1394715306.8614717,64.26082797741262,1.5065457894064547e+41,5.641464811006146e+41,1.6357851417092462e+34,7.270029494326815e-13,-12.138463827215597,0.6982131097307145,-0.1560120010814827,0.031178560140542162,-1.506143944870592,3.158117551919905e-05,-4.500571708653245
0.13322612395575884,9.875108983616907e+30,0.003620498895531469,3575063.560514033,1370911610.7549188,9.13700945464446,0.0,25436334.50219422,1330261942.0397494,77.8111641399055,1.5090576551599837e+41,5.7728296275501496e+41,1.7126245143116133e+34,7.572338446935445e-13,-12.120769983409817,0.6939176795681206,-0.1586920474555822,0.037825092727984934,-1.4222199986331876,3.886188373700392e-05,-4.4104761518381865
0.13819245867836316,9.875108983616907e+30,0.003670916076372877,3507523.271136731,1368419783.7342706,9.136219344309076,0.0,25450513.931818362,1314232670.401288,77.55587901042094,1.5115709211476413e+41,5.9026115360505754e+41,1.7892117900664248e+34,7.663119937824156e-13,-12.115594377114906,0.6938978374645235,-0.1587044659881557,0.037857512198303314,-1.4218479290422854,3.8988775758955785e-05,-4.409060401372088
0.1426565739322292,8.876490834720947e+30,0.0037154146196582785,3095763.6563653946,1363950245.4365544,9.134798528292261,0.0,19363973.162998263,1269522344.9216216,77.32120498820119,1.5132897624506927e+41,6.015300570642278e+41,1.8578458868071596e+34,6.638529961788041e-13,-12.177928080295452,0.6938449263986372,-0.15873758305358826,0.03794614186930564,-1.420832373919982,3.933240674328969e-05,-4.4052494783715765
0.14712068918609678,8.876490834724037e+30,0.0037592205062906645,3047575.533015102,1361865355.6280236,9.134134172042016,0.0,19372153.125109363,1257405332.1198087,77.0915764834733,1.5150093298473318e+41,6.126914039703224e+41,1.9262761540161574e+34,6.765316522779061e-13,-12.169711879645723,0.6938281976387143,-0.15874805411914122,0.037973904968630894,-1.420514740781512,3.943325945502286e-05,-4.40413732374277
