slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1.0,8.0,-10.0,1e-05,40594245.79334832,1e-05,819185.3722657082,4467.522843634136,2.418760724707287e+19,0.0,0.0,0.0,7.627803821436901e+21,0.0,0.0,0.0025160005251709974,0.006102550859362313,0.0013255474742222603,0.0
93.0,8.0,-10.0,1000.0,40593245.79335832,36.9593520767294,926335.6763255587,4546.365625525198,1.586559987641385e+20,0.0,0.0,0.0,1.8492152715121215e+29,0.0,0.0,0.0025160005251709974,0.006102550859362311,0.0013255474742222605,0.0
94.0,8.0,-10.0,1044.3512224920753,40593201.442135826,44.35122249207528,928881.3291139781,4186.156501812284,6.030950852453536e+19,0.0,0.0,0.0,2.692740335419471e+29,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785184,1e-99
95.0,8.0,-10.0,1090.9200061087543,40593154.87335221,46.56878361667904,931879.6075219666,4184.25434118087,6.492704559510728e+19,0.0,0.0,0.0,3.646254486107333e+29,0.0,0.0,0.0024889953125840666,0.006083494621983939,0.001232151616078518,3.1018960101350766e-100
96.0,8.0,-10.0,1139.8172289062672,40593105.97612941,48.897222797512995,934645.8906700937,4185.282183744389,6.875082305852589e+19,0.0,0.0,0.0,4.706407865330488e+29,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.001232151616078518,1.0913823201781049e-99
97.0,8.0,-10.0,1191.159312843656,40593054.634045474,51.34208393738865,937536.3666479475,4187.250054109704,7.289860538025366e+19,0.0,0.0,0.0,5.886726650855114e+29,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.091382320178105e-99
98.0,8.0,-10.0,1245.068500977914,40593000.72485734,53.90918813425809,940555.5743895805,4189.207302583175,7.74640735749731e+19,0.0,0.0,0.0,7.203677994508633e+29,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.001232151616078518,1.0913823201781047e-99
99.0,8.0,-10.0,1301.673148518885,40592944.1202098,56.604647540970994,943710.6117439884,4191.222047261835,8.249826989568852e+19,0.0,0.0,0.0,8.676341546693484e+29,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.091382320178105e-99
100.0,8.0,-10.0,1361.1080284369043,40592884.685329884,59.43487991801955,947004.4307951397,4192.712201830677,8.805854793086507e+19,0.0,0.0,0.0,1.0326856701351645e+30,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.0913823201781047e-99
101.0,8.0,-10.0,1423.514652350825,40592822.27870597,62.40662391392053,950448.484181955,4194.969267251825,9.421331785488327e+19,0.0,0.0,0.0,1.2181026888927357e+30,0.0,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785182,1.0913823201781047e-99
102.0,8.0,-10.0,1489.0416074604416,40592756.75175086,65.52695510961655,954049.0870184884,4197.423740118375,1.0104353978437072e+20,0.0,0.0,0.0,1.4269049257209433e+30,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.0913823201781049e-99
103.0,8.0,-10.0,1557.8449103255389,40592687.948447995,68.8033028650974,957820.2990021982,4200.87831666314,1.0864222349702328e+20,0.0,0.0,0.0,1.6626347536249065e+30,0.0,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785182,1.0913823201781045e-99
104.0,8.0,-10.0,1630.0883783338911,40592615.704979986,72.24346800835225,961761.6072465434,4203.276000249281,1.1710658227564143e+20,0.0,0.0,0.0,1.9294351676588235e+30,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.0913823201781047e-99
105.0,8.0,-10.0,1705.944019742661,40592539.849338576,75.85564140876988,965881.14222971,4205.582719614146,1.2654900780627178e+20,0.0,0.0,0.0,2.2321636170192953e+30,0.0,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785182,1.0913823201781045e-99
106.0,8.0,-10.0,1785.5924432218694,40592460.2009151,79.64842347920838,970184.032939626,4207.866166420443,1.3710721841040989e+20,0.0,0.0,0.0,2.5765485249871517e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0913823201781047e-99
107.0,8.0,-10.0,1869.223287875038,40592376.570070446,83.6308446531688,974682.7386983378,4210.776289365418,1.4894021993178156e+20,0.0,0.0,0.0,2.969360827322692e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0913823201781047e-99
108.0,8.0,-10.0,1957.0356747608655,40592288.75768356,87.81238688582724,979378.4552651927,4212.978673585031,1.6222235302068424e+20,0.0,0.0,0.0,3.4185953108625106e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0913823201781047e-99
109.0,8.0,-10.0,2049.238680990984,40592196.55467733,92.2030062301186,984279.79101372,4215.167594445589,1.7715855963564504e+20,0.0,0.0,0.0,3.9337217357273445e+30,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.0913823201781049e-99
110.0,8.0,-10.0,2146.0518375326087,40592099.741520785,96.81315654162454,989427.4144767782,4222.461146436422,1.940917260978041e+20,0.0,0.0,0.0,4.5263031273606176e+30,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785184,1.0913823201781047e-99
111.0,8.0,-10.0,2247.7056519013145,40591998.08770642,101.65381436870578,994801.0311003405,4225.359189413921,2.1323538753971598e+20,0.0,0.0,0.0,5.209883471025424e+30,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.001232151616078518,1.0913823201781043e-99
112.0,8.0,-10.0,2354.4421569884553,40591891.35120133,106.73650508714107,1000406.1959400445,4228.330759680441,2.860121611136203e+20,0.0,0.0,0.0,6.172612539236229e+30,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.001232151616078518,1.0913823201781045e-99
113.0,8.0,-10.0,2466.515487329953,40591779.27787099,112.07333034149812,1006250.6820916991,4231.024866500918,7.068697755984793e+21,0.0,0.0,0.0,3.1155825897945836e+31,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.001232151616078518,1.0913823201781045e-99
114.0,8.0,-10.0,2584.192484188526,40591661.60087413,117.67699685857303,1012353.9447910291,4235.507331945087,4.355343088342396e+23,0.0,0.0,0.0,1.6474505502130347e+33,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785184,1.0913823201781047e-99
115.0,8.0,-10.0,2707.753330890028,40591538.04002743,123.5608467015017,1018713.7457905856,4238.614444487651,1.3012417401291812e+24,0.0,0.0,0.0,6.717888453306746e+33,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785184,1.0913823201781047e-99
116.0,8.0,-10.0,2837.492219926605,40591408.30113839,129.73888903657678,1025335.4586779407,4241.468416629353,1.512674602180059e+24,0.0,0.0,0.0,1.2906914305673357e+34,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.0913823201781047e-99
117.0,8.0,-10.0,2973.71805341501,40591272.0753049,136.2258334884056,1032279.1183787525,4250.4981429103545,1.7336357706810245e+24,0.0,0.0,0.0,2.035464458240472e+34,0.0,0.0,0.0024889953125840666,0.006083494621983939,0.001232151616078518,1.0913823201781047e-99
118.0,8.0,-10.0,3116.755178577836,40591129.03817974,143.0371251628259,1039511.8189008506,4254.492293927463,1.9924617648201965e+24,0.0,0.0,0.0,2.934227852786388e+34,0.0,0.0,0.0024889953125840666,0.006083494621983939,0.001232151616078518,1.0913823201781047e-99
119.0,8.0,-10.0,3266.944159998803,40590978.84919832,150.18898142096722,1047040.7524703005,4258.581201142972,2.2973262721597402e+24,0.0,0.0,0.0,4.022324214263487e+34,0.0,0.0,0.0024889953125840666,0.006083494621983939,0.001232151616078518,1.0913823201781047e-99
