slice,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1296.0,10125967.122501224,2593660.4282500334,54.39348899770197,3237.5660704582765,3237.5660703828253,1.9273862658903484e+30,2.3919137394713303e+31,0.0,0.09386802536200528,0.20305235176203074,0.005466138609409865,9.589617210272733e-10
1297.0,10126024.235664671,2593603.3150865864,57.11316344758706,3236.455256354305,3236.455256279265,4.480808056030697e+21,2.480609724586862e+31,0.0,0.0938678768196896,0.20305304762343623,0.005466095019521297,1.9695613429978193e-09
1298.0,10126084.20448629,2593543.3462649677,59.96882161996642,3235.8911992897692,3235.891199215048,4.512965762848848e+21,2.585694760736964e+31,0.0,0.09386777604578114,0.2030534859263046,0.00546606700622267,3.0358342592547e-09
1299.0,10126139.448143631,2593488.1026076265,55.24365734050545,3235.380200145585,3235.3802000711803,2.366229682392387e+26,2.686596929983591e+31,8.442461264175578e+18,0.0938676685104206,0.20305390358249506,0.005466037041476874,4.021769545601909e-09
1300.0,10126191.377114126,2593436.173637131,51.928970496291484,3234.1055004435275,3234.105500369686,6.825380072756004e+21,2.7802238469285626e+31,0.0,0.09386762998309552,0.20305409612667694,0.005466024943247596,4.9510695040681295e-09
1301.0,10126242.324959017,2593385.2257922404,50.94784489191979,3233.6428901831105,3233.642890109573,1.4952460235124964e+22,2.8737615291701676e+31,1.070282222703711e+19,0.09386757548276266,0.20305432565143522,0.00546600977105872,5.865011526959065e-09
1302.0,10126295.820196154,2593331.730555104,53.49523713651578,3233.13139995369,3233.1313998804503,1.1029111064929713e+22,2.974531051569362e+31,0.0,0.09386754599353843,0.20305448922319294,0.005465999618132266,6.826290917807828e-09
1303.0,10126351.990195148,2593275.56055611,56.16999899334158,3232.550604339588,3232.550604266792,1.0255874936484406e+23,3.086725744453568e+31,0.0,0.09386752077593259,0.2030546509528154,0.005465989442755603,7.837385078674415e-09
1304.0,10126405.959073383,2593221.5916778743,53.96887823669941,3231.9509972281458,3231.9509971557145,2.7369667083457566e+22,3.197996033626727e+31,2.057868081524958e+20,0.09386751857514361,0.20305474948496968,0.005465984069330874,8.810028064605542e-09
1305.0,10126458.620392762,2593168.9303584956,52.661319379462284,3231.335550915885,3231.3355508437194,3.3176779660948048e+22,3.3094767427020366e+31,0.0,0.09386752647564586,0.20305482455938653,0.005465980474106849,9.759955375603923e-09
1306.0,10126510.808061361,2593116.7426898964,52.18766859801783,3230.688586526749,3230.6885864551064,4.012691059548176e+22,3.4234405787836947e+31,5.151548434400047e+19,0.09386754163581643,0.20305488698401708,0.005465977878385839,1.0701754443113398e-08
1307.0,10126562.909053352,2593064.641697906,52.10099199172551,3230.0138476552233,3230.0138475839935,4.847988051779985e+22,3.5408133527823382e+31,0.0,0.09386756326260971,0.20305494137774785,0.005465975957873799,1.1642201057734135e-08
1308.0,10126617.615094943,2593009.9356563147,54.70604159131178,3229.2651049043757,3229.265104833581,5.909397095410823e+22,3.668210313460944e+31,0.0,0.09386759284969838,0.20305499226103382,0.005465974507796059,1.2629408085712408e-08
1309.0,10126675.056438614,2592952.494312644,57.44134367087737,3228.410561856474,3228.410561786184,7.273584336333517e+22,3.8070297058205537e+31,0.0,0.09386763171391485,0.2030550410256719,0.005465973461890433,1.3665764138117464e-08
1310.0,10126729.858960446,2592897.6917908117,54.8025218325847,3227.342624053355,3227.3426239835253,8.862588779635297e+22,3.944187153269956e+31,4.069143436938867e+19,0.09386767628324949,0.20305508480294357,0.005465972798970346,1.4654128469791336e-08
1311.0,10126783.395350037,2592844.1554012205,53.53638959059986,3226.3118053439703,3226.311805274656,1.077793075562145e+23,4.085139613021224e+31,1.1705465399911757e+20,0.09386772758072941,0.20305512600402315,0.005465972407075848,1.5619135829250727e-08
1312.0,10126836.124751575,2592791.4259996824,52.72940153851938,3225.5741763054184,3225.5741762365906,1.3005726318520957e+23,4.225403214140603e+31,4.6029123654970565e+21,0.09386778635215627,0.20305516586230427,0.005465972224876476,1.6568892288815934e-08
1313.0,10126891.49062319,2592736.0601280686,55.36587161544536,3224.843687284745,3224.843687216214,1.5834770133414535e+23,4.37774749471991e+31,8.583706292104081e+21,0.09386785822835791,0.20305520759861564,0.005465972224594925,1.7565247260079354e-08
1314.0,10126949.624788387,2592677.925962871,58.13416519621763,3223.616108024633,3223.616107956716,1.9454847149380594e+23,4.543273539063538e+31,1.187993086675714e+22,0.0938679464269057,0.20305525198594895,0.005465972409422536,1.8610255822802552e-08
1315.0,10127005.081603518,2592622.46914774,55.45681513192595,3222.841782839589,3222.841782772168,2.3649038560338933e+23,4.706272401528717e+31,9.89606287372779e+21,0.09386804379603222,0.20305529529571828,0.0054659727440242644,1.960590695073882e-08
1316.0,10127059.337074941,2592568.2136763167,54.25547142391125,3222.0365939234657,3222.0365938564396,2.860460348979276e+23,4.871004323299835e+31,2.1788846164588093e+22,0.09386815349792908,0.2030553389526116,0.005465973220198751,2.0578698074398585e-08
1317.0,10127113.095413107,2592514.4553381503,53.75833816622148,3221.1860459282693,3221.1860458617216,3.451196650641783e+23,5.039487651057441e+31,2.9343374724484804e+22,0.09386827834961274,0.20305538377505794,0.005465973840769674,2.1541193955076575e-08
1318.0,10127166.674769834,2592460.875981424,53.57935672493474,3219.537511259395,3219.537511193476,4.158124926544895e+23,5.212758378385121e+31,3.8922114414953496e+22,0.09386842105736587,0.20305543026196113,0.005465974614019402,2.2499007092235423e-08
1319.0,10127222.933094395,2592404.6176568624,56.25832456118148,3218.608818140637,3218.6088180752895,5.0523953914199984e+23,5.400573526696037e+31,4.9853727087949504e+22,0.0938685938945967,0.2030554813837221,0.005465975606921653,2.350295418957857e-08
1320.0,10127282.004335184,2592345.546416074,59.07124078924056,3217.889706668092,3217.8897066031473,6.1929685241911e+23,5.6044170757426e+31,6.352121072032725e+22,0.09386880447173666,0.20305553793823472,0.00546597686502612,2.4555018021537745e-08
1321.0,10127338.41049076,2592289.140260497,56.40615557767593,3217.0625259208314,3217.0625258562864,7.514439979763244e+23,5.805577658135238e+31,8.634053061022304e+22,0.09386903595535505,0.20305559485704733,0.005465978280420549,2.5557571559938355e-08
1322.0,10127393.622146126,2592233.928605132,55.21165536373988,3216.250377450673,3216.250377386568,9.071923220174042e+23,6.0087597996585635e+31,7.558672407010505e+22,0.09386929582773555,0.2030556536429685,0.005465979889172354,2.6536810708339654e-08
1323.0,10127448.342258401,2592179.2084928565,54.720112277436435,3215.4476707833096,3215.447670719702,1.0923330361380533e+24,6.216398154729077e+31,9.853502101243852e+22,0.09386959041488076,0.2030557152050292,0.00546598172238934,2.7505177280711418e-08
1324.0,10127502.9187281,2592124.6320231576,54.57646969816279,3214.522343006552,3214.5223429432185,1.3132840838967215e+24,6.429798124909642e+31,8.583650415667016e+22,0.0938699259486733,0.20305578016764203,0.005465983809490239,2.8468705026256308e-08
1325.0,10127560.224021282,2592067.3267299756,57.30529318307093,3213.8224914801926,3213.8224914173525,1.5917037017263782e+24,6.660745075615036e+31,7.403251802319631e+22,0.09387033043368707,0.20305585266450082,0.005465986311149071,2.9477724194664317e-08
1326.0,10127620.394579126,2592007.156172132,60.170557842224476,3213.0467981517863,3213.0467980893536,1.9451908233778333e+24,6.910931806223432e+31,3.2739046235168134e+23,0.09387082068022257,0.20305593392056553,0.0054659893117879645,3.053401917151376e-08
1327.0,10127677.999637581,2591949.5511136763,57.605058456702714,3212.169025929419,3212.1690258675176,2.3538135623225856e+24,7.157946432947351e+31,4.086720198883597e+23,0.09387135831718177,0.2030560168020095,0.005465992558904511,3.154214196839966e-08
1328.0,10127734.512870545,2591893.037880713,56.51323296348446,3210.697227482452,3210.6972274208806,2.8341857056065685e+24,7.407456356534126e+31,7.2188485761558334e+22,0.09387196003903703,0.20305610337056024,0.005465996136619659,3.2527901283293574e-08
1329.0,10127790.646099843,2591836.9046514146,56.13322929972761,3211.5755907408943,3211.575590679456,3.403759309441974e+24,7.6624399876284195e+31,9.451100849856535e+22,0.09387264026763889,0.20305619494121502,0.0054660001091360365,3.3503655909422866e-08
1330.0,10127849.58599061,2591777.964760648,58.939890764713994,3210.93440441575,3210.934404354751,4.1188106221410666e+24,7.937769773063317e+31,1.7433061299525362e+22,0.09387345700153776,0.20305629768726655,0.00546600478000236,3.452419817299449e-08
1331.0,10127911.472875912,2591716.077875346,61.8868853029497,3210.194183361604,3210.1941833009605,5.022715249902933e+24,8.235316689115687e+31,6.892264964392735e+22,0.0938744422944774,0.20305641336634295,0.005466010281412496,3.55911131365099e-08
1332.0,10127970.793641204,2591656.7571100537,59.32076529226238,3209.4819547221055,3209.481954661894,6.063947488146612e+24,8.528710722109496e+31,1.5317240290821127e+24,0.09387551901204728,0.2030565318984729,0.005466016147773291,3.660920519156867e-08
1333.0,10128029.099995438,2591598.4507558197,58.30635423492076,3208.62766688579,3208.6276668259356,7.28447905965727e+24,8.824890409342642e+31,1.990050067035353e+24,0.09387672047587751,0.203056656261251,0.005466022529677871,3.760520228638246e-08
1334.0,10128087.142989932,2591540.407761326,58.04299449258963,3207.8795530344264,3207.8795529748704,8.727394238812195e+24,9.12738220311242e+31,1.7277986019136967e+24,0.09387807477487554,0.20305678830512608,0.005466029536082261,3.859181370763084e-08
1335.0,10128148.088134147,2591479.4626171105,60.94514421721912,3206.148746009288,3206.148745950293,1.0529362695336359e+25,9.45315701189805e+31,3.3377526116807773e+24,0.09387969069265406,0.2030569365769769,0.005466037661228395,3.962206733236095e-08
1336.0,10128212.080535576,2591415.470215682,63.99240142808007,3205.058484207225,3205.058484148676,1.2793013628461102e+25,9.804133228831541e+31,4.27706755464983e+24,0.093881626909115,0.20305710348647857,0.005466047095860933,4.069725726187373e-08
1337.0,10128273.741773766,2591353.808977492,61.66123818956185,3204.396620815018,3204.396620756852,1.5398792240114124e+25,1.0151078349668433e+32,3.733650269878136e+22,0.09388374028063307,0.20305727531002862,0.005466057078251917,4.1726880681886684e-08
1338.0,10128334.594198247,2591292.9565530103,60.8524244805807,3203.7693574744426,3203.769357416619,1.8449253487568395e+25,1.0501831198032266e+32,2.8990689787794256e+22,0.09388609294208385,0.20305745612155462,0.005466067847070971,4.2736561306286634e-08
1339.0,10128398.489243953,2591229.061507305,63.895045704609736,3203.1240470073035,3203.124046949816,2.224998812945588e+25,1.0878938811541965e+32,9.165623245959713e+24,0.09388888842841964,0.20305765898857886,0.005466080217567056,4.37894382134593e-08
1340.0,10128465.579041943,2591161.9717093147,67.08979798984022,3202.494398001113,3202.494397943967,2.701218459574543e+25,1.1284566297175678e+32,1.1763767465616537e+25,0.09389221995357543,0.2030578870294009,0.005466094435309446,4.48866756745706e-08
1341.0,10128530.15643495,2591097.394316308,64.57739300739472,3201.7981047383414,3201.7981046816008,3.247240840531522e+25,1.1684491510101253e+32,1.5136122293093628e+25,0.09389583127320825,0.20305812109469862,0.0054661093115580565,4.593495982995152e-08
1342.0,10128593.916496059,2591033.6342551988,63.76006110797942,3200.9990188324887,3200.9990187761036,3.884795683661541e+25,1.2088428530534234e+32,1.9449836544010707e+25,0.09389982813469556,0.20305836700175842,0.005466125204546714,4.696201439800275e-08
1343.0,10128660.86456022,2590966.6861910373,66.94806416337839,3200.415056099104,3200.4150560430303,4.6764726493854375e+25,1.25220728372195e+32,2.5177583228595598e+25,0.09390454401776038,0.20305864218402236,0.005466143263484621,4.8031381461221524e-08
1344.0,10128731.160027592,2590896.390723666,70.29546737154732,3199.855351043129,3199.8553509872586,5.664774547528574e+25,1.2987852435808846e+32,3.2484448434903295e+25,0.09391011997890061,0.20305895059654105,0.005466163779193979,4.9143859447626636e-08
1345.0,10128799.019977055,2590828.530774202,67.85994946416861,3199.1927001805707,3199.192700125018,6.797127141893357e+25,1.3447807961234528e+32,2.8234488401939274e+25,0.0939161347087147,0.2030592671568795,0.005466185065890088,5.0207257415708895e-08
1346.0,10128866.17509673,2590761.375654528,67.15511967306549,3198.668016653685,3198.668016598317,8.11876299568854e+25,1.3913147561947552e+32,2.430953799424559e+25,0.09392275565705584,0.20305959958767963,0.005466207607243096,5.12483381668599e-08
1347.0,10128936.687972385,2590690.8627788723,70.51287565671876,3198.15812433212,3198.158124277068,9.755273944280794e+25,1.4412352757604855e+32,6.911070699982678e+25,0.0939305006989714,0.20305997051807223,0.005466232919185863,5.233010674160575e-08
1348.0,10129010.726491826,2590616.824259432,74.0385194395547,3197.6820611581793,3197.6820611033163,1.1792456615483525e+26,1.49483014788162e+32,8.724031870154633e+25,0.09393957223599925,0.20306038501478865,0.005466261317287926,5.345240389082396e-08
1349.0,10129082.40770143,2590545.143049827,71.68120960647937,3197.223124514014,3197.2231244593695,1.4128478224196235e+26,1.547918518197027e+32,7.728924953181314e+25,0.0939492976474774,0.2030608106668714,0.005466290518933066,5.4525898400088345e-08
1350.0,10129153.470849467,2590474.0799017902,71.06314803432919,3196.7714839957616,3196.771483941329,1.6854393056755246e+26,1.6017221105883224e+32,1.465799368089374e+26,0.0939599249489419,0.20306125748538825,0.00546632113834042,5.557696090845963e-08
1351.0,10129228.087154903,2590399.463596355,74.61630543604566,3196.1388243611536,3196.1388243070433,2.0224499860603442e+26,1.65946519706835e+32,1.8949866634025447e+26,0.09397223481423181,0.2030617550678874,0.0054663551079314286,5.6665762329513786e-08
1352.0,10129306.43427561,2590321.1164756473,78.34712070784794,3195.6395065635797,3195.6395065096085,2.4420422556911154e+26,1.7215957628388203e+32,1.0866438179457272e+26,0.09398650196521285,0.20306231020087653,0.005466392745538396,5.7792303913569847e-08
