slice,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1296.0,10125967.122501224,1003179.107836144,54.39348899770197,3237.5660704583065,3237.5660703828253,1.9273862658524216e+30,2.3919137394504187e+31,0.0,0.0938680253620053,0.2030523517620307,0.005466138609409865,9.589617210174063e-10
1297.0,10126024.235664671,1003121.994672697,57.11316344758706,3236.4552563544044,3236.4552562792246,4.480808055761302e+21,2.4806097245595824e+31,0.0,0.09386787681968961,0.20305304762343623,0.005466095019521298,1.9695613429792628e-09
1298.0,10126084.20448629,1003062.0258510783,59.96882161996642,3235.891199289766,3235.8911992150597,4.512965762523395e+21,2.5856947607025537e+31,0.0,0.09386777604578116,0.20305348592630457,0.0054660670062226715,3.035834259225807e-09
1299.0,10126139.448143633,1003006.7821937352,55.24365734211931,3235.380200145585,3235.380200071163,2.366229701238092e+26,2.6865969299484775e+31,2.6697406651808246e+18,0.09386766851042062,0.20305390358249506,0.005466037041476876,4.021769545595993e-09
1300.0,10126191.37711413,1002954.8532232381,51.92897049805863,3234.105500443544,3234.1055003696283,6.825380072258015e+21,2.7802238468913476e+31,0.0,0.09386762998309554,0.20305409612667694,0.005466024943247597,4.951069504089985e-09
1301.0,10126242.324959023,1002903.9053783454,50.94784489362181,3233.6428901830936,3233.6428901095264,1.495246023462986e+22,2.8737615291526067e+31,3.3845295652912486e+18,0.09386757548276263,0.2030543256514352,0.00546600977105872,5.8650115270077e-09
1302.0,10126295.820196161,1002850.4101412073,53.49523713830291,3233.1313999536605,3233.13139988041,1.1029111061476717e+22,2.9745310513935437e+31,0.0,0.09386754599353843,0.2030544892231929,0.005465999618132268,6.826290917846536e-09
1303.0,10126351.990195157,1002794.2401422113,56.16999899521806,3232.550604339535,3232.550604266735,1.0255872596192994e+23,3.08672574428483e+31,0.0,0.09386752077593258,0.20305465095281536,0.005465989442755604,7.837385078709568e-09
1304.0,10126405.959073415,1002740.2712639533,53.968878257652754,3231.9509972278647,3231.950997155439,2.7369667073982696e+22,3.197996033494323e+31,6.50755026186083e+19,0.09386751857514361,0.20305474948496968,0.005465984069330874,8.810028064986869e-09
1305.0,10126458.620392803,1002687.6099445652,52.66131938872737,3231.3355509154094,3231.3355508433633,3.31767796543724e+22,3.309476742589275e+31,0.0,0.09386752647564586,0.2030548245593865,0.005465980474106848,9.759955376126108e-09
1306.0,10126510.808061406,1002635.4222759623,52.18766860229138,3230.68858652629,3230.688586454619,4.012691058793905e+22,3.4234405786728386e+31,1.6290626536441735e+19,0.0938675416358164,0.20305488698401705,0.005465977878385839,1.0701754443688417e-08
1307.0,10126562.9090534,1002583.3212839682,52.100991993780255,3230.0138476547017,3230.01384758342,4.847988050907902e+22,3.540813352672856e+31,0.0,0.0938675632626097,0.20305494137774785,0.005465975957873798,1.1642201058326936e-08
1308.0,10126617.615094993,1002528.6152423751,54.70604159346927,3229.265104903824,3229.2651048329617,5.909397094383317e+22,3.668210313351254e+31,1.6840489042258276e-65,0.09386759284969837,0.20305499226103385,0.005465974507796061,1.2629408086324621e-08
1309.0,10126675.056438668,1002471.1738987006,57.44134367314274,3228.41056185587,3228.410561785479,7.273584335189069e+22,3.8070297057175167e+31,0.0,0.09386763171391485,0.20305504102567193,0.005465973461890434,1.366576413875543e-08
1310.0,10126729.8589605,1002416.3713768683,54.802521833303764,3227.342624052794,3227.342623982889,8.862588778336942e+22,3.944187153171139e+31,1.2867761372059544e+19,0.09386767628324948,0.20305508480294357,0.005465972798970347,1.465412847043246e-08
1311.0,10126783.39535009,1002362.834987279,53.536389589871376,3226.311805343482,3226.31180527414,1.0777930753903027e+23,4.085139612909061e+31,3.701593174733244e+19,0.0938677275807294,0.20305512600402315,0.005465972407075848,1.5619135829868863e-08
1312.0,10126836.12475163,1002310.105585739,52.72940153830712,3225.5741763050196,3225.574176236121,1.3005726316527288e+23,4.2254032140295575e+31,1.455568694409448e+21,0.09386778635215627,0.20305516586230424,0.005465972224876476,1.656889228942476e-08
1313.0,10126891.490623243,1002254.7397141252,55.36587161522248,3224.843687284333,3224.843687215842,1.5834770131060947e+23,4.37774749460792e+31,2.714406264683614e+21,0.09386785822835789,0.20305520759861562,0.005465972224594925,1.7565247260682693e-08
1314.0,10126949.624788439,1002196.6055489294,58.134165195983606,3223.6161080243164,3223.6161079563894,1.9454847146393464e+23,4.5432735389430375e+31,3.7567639980702224e+21,0.09386794642690569,0.20305525198594895,0.005465972409422537,1.861025582340202e-08
1315.0,10127005.08160357,1002141.1487337984,55.45681513177782,3222.8417828393353,3222.841782771939,2.3649038556713735e+23,4.706272401402848e+31,3.1294098546732585e+21,0.09386804379603217,0.20305529529571822,0.0054659727440242644,1.9605906951336072e-08
1316.0,10127059.337074993,1002086.8932623751,54.25547142417143,3222.0365939232415,3222.036593856279,2.8604603485222065e+23,4.871004323164104e+31,6.890238145932906e+21,0.09386815349792904,0.2030553389526116,0.005465973220198751,2.0578698075001722e-08
1317.0,10127113.095413161,1002033.1349242069,53.758338166896735,3221.1860459281343,3221.1860458615897,3.4511966501033395e+23,5.039487650921534e+31,9.279189835387642e+21,0.09386827834961269,0.20305538377505794,0.005465973840769674,2.1541193955696018e-08
1318.0,10127166.674769888,1001979.5555674806,53.57935672559106,3219.537511259329,3219.53751119343,4.1581249259455454e+23,5.212758378253962e+31,1.230825328855798e+22,0.0938684210573658,0.20305543026196113,0.005465974614019402,2.2499007092872683e-08
1319.0,10127222.93309445,1001923.297242919,56.25832456187062,3218.6088181406635,3218.608818075272,5.052395390703609e+23,5.400573526562108e+31,1.576513274268104e+22,0.0938685938945966,0.20305548138372206,0.005465975606921652,2.3502954190234068e-08
1320.0,10127282.00433524,1001864.2260021288,59.07124078996416,3217.889706668138,3217.8897066031873,6.192968523200267e+23,5.604417075584713e+31,2.008717055829067e+22,0.0938688044717366,0.2030555379382347,0.0054659768650261184,2.4555018022209988e-08
1321.0,10127338.410490818,1001807.81984655,56.40615557950289,3217.0625259208546,3217.0625258564005,7.51443997865098e+23,5.80557765798423e+31,2.730327310810287e+22,0.09386903595535495,0.20305559485704733,0.005465978280420549,2.5557571560648188e-08
1322.0,10127393.622146185,1001752.6081911828,55.2116553656564,3216.250377450752,3216.2503773866765,9.071923218918796e+23,6.008759799512438e+31,2.3902620890235903e+22,0.09386929582773545,0.20305565364296846,0.005465979889172354,2.6536810709088345e-08
1323.0,10127448.34225846,1001697.8880789075,54.72011227778839,3215.4476707835006,3215.4476707197987,1.0923330359812128e+24,6.216398154571024e+31,3.1159509565439543e+22,0.09386959041488063,0.2030557152050292,0.00546598172238934,2.750517728147126e-08
1324.0,10127502.918728162,1001643.3116092067,54.576469698667,3214.5223430066735,3214.5223429433895,1.3132840837199492e+24,6.429798124755111e+31,2.714388594882052e+22,0.09386992594867317,0.20305578016764197,0.005465983809490239,2.8468705027032815e-08
1325.0,10127560.224021345,1001586.006316023,57.30529318360035,3213.822491480426,3213.822491417478,1.591703701538818e+24,6.6607450754751125e+31,2.341113778424792e+22,0.09387033043368695,0.20305585266450077,0.005465986311149071,2.947772419545981e-08
1326.0,10127620.394579189,1001525.8357581794,60.17055784278037,3213.0467981519673,3213.046798089542,1.9451908231367195e+24,6.910931806068744e+31,1.03529954513856e+23,0.09387082068022243,0.2030559339205655,0.005465989311787964,3.053401917232892e-08
1327.0,10127677.999637645,1001468.2306997236,57.605058456528674,3212.169025929675,3212.169025867666,2.35381356201747e+24,7.157946432778415e+31,1.2923343986927086e+23,0.09387135831718159,0.20305601680200946,0.005465992558904511,3.154214196922103e-08
1328.0,10127734.51287061,1001411.7174667586,56.51323296449157,3210.697227482623,3210.697227421075,2.834185705273917e+24,7.407456356374264e+31,2.28280035818706e+22,0.0938719600390368,0.20305610337056015,0.005465996136619658,3.252790128414233e-08
1329.0,10127790.64609991,1001355.5842374582,56.133229300080544,3211.5755907410617,3211.575590679667,3.4037593091025175e+24,7.662439987486393e+31,2.9887005078050587e+22,0.09387264026763868,0.203056194941215,0.005466000109136036,3.3503655910289135e-08
1330.0,10127849.585990675,1001296.6443466935,58.93989076508458,3210.9344044159734,3210.934404354968,4.1188106218598305e+24,7.937769772962474e+31,5.51281802931796e+21,0.09387345700153753,0.20305629768726652,0.00546600478000236,3.4524198173883e-08
1331.0,10127911.472875977,1001234.7574613914,61.88688530333881,3210.1941833618303,3210.1941833011656,5.022715249627828e+24,8.235316689025565e+31,2.1795255522849326e+22,0.09387444229447722,0.20305641336634292,0.005466010281412494,3.559111313742343e-08
1332.0,10127970.793641265,1001175.4366961028,59.320765289455466,3209.481954722411,3209.481954662128,6.063947487580541e+24,8.528710721941564e+31,4.843736678360776e+23,0.09387551901204705,0.2030565318984729,0.005466016147773291,3.660920519245032e-08
1333.0,10128029.099995503,1001117.1303418651,58.30635423582714,3208.627666886085,3208.6276668261407,7.284479058894641e+24,8.824890409139694e+31,6.293090869124998e+23,0.0938767204758773,0.20305665626125094,0.005466022529677869,3.7605202287296976e-08
1334.0,10128087.142989999,1001059.0873473696,58.0429944975332,3207.8795530345806,3207.879552975087,8.727394238096891e+24,9.127382202927385e+31,5.4637789196037954e+23,0.09387807477487548,0.20305678830512608,0.005466029536082258,3.859181370864699e-08
1335.0,10128148.088134222,1000998.1422031466,60.945144222409866,3206.1487460093895,3206.1487459504465,1.0529362694189356e+25,9.453157011635533e+31,1.0554900518309567e+24,0.0938796906926542,0.2030569365769769,0.005466037661228394,3.962206733347925e-08
1336.0,10128212.080535656,1000934.1498017125,63.99240143353036,3205.058484207287,3205.0584841487616,1.2793013626824105e+25,9.804133228494233e+31,1.3525275177978324e+24,0.09388162690911545,0.20305710348647857,0.0054660470958609346,4.0697257263100526e-08
1337.0,10128273.741773855,1000872.4885635134,61.66123820073938,3204.396620814959,3204.396620756778,1.539879223931444e+25,1.0151078349439625e+32,1.1806838838305892e+22,0.09388374028063418,0.20305727531002868,0.0054660570782519196,4.1726880683320817e-08
1338.0,10128334.594198342,1000811.6361390259,60.85242448754776,3203.7693574742625,3203.769357416426,1.8449253487358333e+25,1.0501831197828077e+32,9.167661066405838e+21,0.09388609294208565,0.20305745612155476,0.005466067847070978,4.2736561307863e-08
1339.0,10128398.489244055,1000747.7410933133,63.89504571192515,3203.124047007048,3203.1240469496115,2.2249988126468617e+25,1.0878938810995968e+32,2.898424563124439e+24,0.09388888842842233,0.20305765898857897,0.005466080217567067,4.3789438215179724e-08
1340.0,10128465.579042053,1000680.6512953155,67.0897979975214,3202.494398000779,3202.4943979436603,2.7012184587984026e+25,1.1284566296182054e+32,3.7200299054097287e+24,0.0938922199535792,0.20305788702940109,0.005466094435309461,4.4886675676437325e-08
1341.0,10128530.156435098,1000616.0739022698,64.57739304494696,3201.7981047376375,3201.798104680924,3.2472408395550732e+25,1.1684491508917078e+32,4.7864621385096684e+24,0.0938958312732153,0.20305812109469895,0.005466109311558083,4.593495983244596e-08
1342.0,10128593.916496258,1000552.3138411101,63.760061159412885,3200.999018831507,3200.9990187750345,3.884795682034572e+25,1.2088428528873849e+32,6.150578359043183e+24,0.09389982813470746,0.20305836700175908,0.005466125204546759,4.696201440133231e-08
1343.0,10128660.864560476,1000485.3657768928,66.94806421738353,3200.4150560976213,3200.415056041501,4.676472646451199e+25,1.2522072834780654e+32,7.961850896557753e+24,0.09390454401777848,0.2030586421840233,0.005466143263484688,4.803138146540896e-08
1344.0,10128731.160027904,1000415.0703094639,70.29546742825272,3199.855351041182,3199.85535098536,5.6647745426353076e+25,1.2987852432385053e+32,1.0272484556621846e+25,0.09391011997892662,0.2030589505965424,0.00546616377919407,4.914385945269952e-08
1345.0,10128799.019977482,1000347.2103598863,67.85994957655673,3199.192700175775,3199.192700120159,6.797127136985538e+25,1.344780795767038e+32,8.928529188592804e+24,0.09391613470875627,0.20305926715688152,0.005466185065890228,5.0207257422547124e-08
1346.0,10128866.175097281,1000280.0552400872,67.15511979977084,3198.6680166507376,3198.6680165953794,8.118762998068488e+25,1.391314756058604e+32,7.687350890202134e+24,0.09392275565712056,0.2030595995876826,0.005466207607243307,5.12483381757382e-08
1347.0,10128936.687973069,1000209.5423642993,70.51287578975939,3198.158124328314,3198.1581242733073,9.75527393889352e+25,1.4412352753012922e+32,2.185472448265218e+25,0.09393050069906442,0.20305997051807634,0.005466232919186156,5.233010675254134e-08
1348.0,10129010.726492649,1000135.5038447194,74.03851957924736,3197.6820611535327,3197.6820610986983,1.1792456598143785e+26,1.494830147051112e+32,2.7587811086380297e+25,0.09393957223612656,0.203060385014794,0.00546626131728831,5.345240390382105e-08
1349.0,10129082.407702614,1000063.8226347547,71.6812099635361,3197.223124506936,3197.22312445231,1.412847821160483e+26,1.54791851739289e+32,2.444100670027221e+25,0.09394929764767979,0.2030608106668796,0.005466290518933652,5.452589841837149e-08
1350.0,10129153.470851036,999992.7594863325,71.06314842191364,3196.771483986033,3196.771483931624,1.685439303764017e+26,1.6017221094995361e+32,4.635264596147062e+25,0.09395992494923955,0.20306125748539988,0.005466321138341246,5.5576960932365563e-08
1351.0,10129228.087156877,999918.1431804914,74.61630584300931,3196.138824348816,3196.1388242946377,2.0224499823534837e+26,1.6594651954524514e+32,5.992473990574133e+25,0.09397223481465027,0.2030617550679032,0.005466355107932544,5.6665762359192834e-08
1352.0,10129306.434278013,999839.7960593551,78.34712113515978,3195.6395065482184,3195.639506494344,2.4420422506449508e+26,1.7215957607330982e+32,3.436269466515706e+25,0.0939865019657892,0.20306231020089738,0.005466392745539864,5.7792303949239794e-08
1353.0,10129382.373380005,999763.856957363,75.93910199293285,3195.1592300786765,3195.159230024942,2.9223140073075712e+26,1.7831475996616554e+32,9.532614062523492e+25,0.09400165780120895,0.2030628802911959,0.005466431029553157,5.8868253808813047e-08
1354.0,10129457.710385535,999688.5199518334,75.3370055284272,3194.6208566954892,3194.6208566420682,3.48224274452502e+26,1.8455973746615663e+32,1.2232217356822649e+26,0.09401805943816498,0.20306347874828423,0.0054664707400690245,5.991973153254703e-08
1355.0,10129536.81424134,999609.4160960279,79.10385580484856,3192.720582012661,3192.7205819596406,4.1731657863248045e+26,1.9126311644059546e+32,1.085430406308829e+26,0.09403684706859468,0.20306414503744272,0.005466514276155372,6.100573599574967e-08
1356.0,10129619.873289935,999526.357047433,83.059048595091,3192.272902760683,3192.27290270792,5.029688391342894e+26,1.984621787455028e+32,1.3864364810592867e+26,0.0940583590272918,0.20306488780680224,0.005466561839300034,6.212578007680316e-08
1357.0,10129700.557176616,999445.6731607523,80.68388668159415,3191.8978348036326,3191.8978347510347,6.0109213326508084e+26,2.056185317052002e+32,2.5529786279208203e+26,0.09408099135853626,0.20306565270757676,0.005466609779457573,6.319426073273568e-08
1358.0,10129780.744459711,999365.4858776573,80.18728309411665,3191.550630073918,3191.5506300215434,7.153532517450138e+26,2.1288722122373045e+32,3.323086458821003e+26,0.09410523443299328,0.20306645782197444,0.005466659044966375,6.423638170846168e-08
1359.0,10129864.94110696,999281.2892304081,84.19664724882249,3191.2201719245245,3191.2201718722376,8.558609752977173e+26,2.2068192838976567e+32,4.3718577004830485e+26,0.09413264597858267,0.20306735516283195,0.005466712444599376,6.530812441684347e-08
1360.0,10129953.347586572,999192.8827507962,88.4064796112636,3190.8576883345586,3190.857688282579,1.0292798167278706e+27,2.2904047481358298e+32,5.5841916423420825e+26,0.0941635843352019,0.20306835664899095,0.005466770106563426,6.640770538811552e-08
1361.0,10130039.525275968,999106.7050614003,86.17768939616663,3190.404064430034,3190.404064378174,1.2280810610835246e+27,2.373796884803904e+32,7.114567334551225e+26,0.09419578580141397,0.2030693929303051,0.00546682779445171,6.745447792828146e-08
1362.0,10130130.011849834,999016.2184875347,90.48657386597496,3189.9429859486713,3189.942985896964,1.4454759343272304e+27,2.4531242937632532e+32,4.150622774591483e+26,0.09423176920916022,0.20307054941249683,0.005466889775677412,6.852469719412595e-08
1363.0,10130225.022752393,998921.2075849753,95.01090255927372,3189.6690302239303,3189.669030172295,1.7022336999515383e+27,2.547285568067266e+32,2.266519959791227e+25,0.0942719228619253,0.20307184401892123,0.0054669563262438135,6.961597702891337e-08
1364.0,10130324.784200082,998821.4461372867,99.76144768723739,3189.4259581561228,3189.4259581046417,2.0938969757658128e+27,2.6497071002650583e+32,6.397211623555734e+25,0.09431657471023101,0.20307329594846574,0.0054670276275740875,7.072474040281696e-08
1365.0,10130420.325074539,998725.9052628297,95.54087445692907,3189.215027253698,3189.215027202392,2.516758128581281e+27,2.7495006315267766e+32,1.1419479322278644e+25,0.09436148985484256,0.20307477498280208,0.005467097044268154,7.175161310982745e-08
1366.0,10130514.64997812,998631.5803592484,94.32490358153433,3188.959678596014,3188.959678544745,2.998706606488881e+27,2.8516138190487278e+32,7.090232915794836e+25,0.09440779859256776,0.2030763250497389,0.0054671665462118,7.273056343055391e-08
1367.0,10130613.69112688,998532.539210489,99.04114876061107,3188.7861726198084,3188.7861725686494,3.594055149439544e+27,2.9618805961790367e+32,7.842135344830506e+26,0.09445841009917985,0.20307805500648143,0.005467240421885547,7.371918307281707e-08
1368.0,10130717.684333079,998428.5460042898,103.99320619864162,3188.652483711626,3188.652483660526,4.3357685155996985e+27,3.0814877223344957e+32,1.552767999113714e+27,0.09451355046379757,0.20307998908097682,0.005467318873247542,7.471316719509415e-08
1369.0,10130818.130067565,998328.1002698038,100.44573448645467,3188.514233422413,3188.5142333714166,5.185042022816825e+27,3.200917128674853e+32,2.5144753701326584e+27,0.09456843947981419,0.2030819692356115,0.005467395333722944,7.563156801258439e-08
1370.0,10130917.462892158,998228.7674452104,99.33282459349964,3188.392653496221,3188.392653445245,6.172833109539325e+27,3.3227019183923384e+32,3.843666263627984e+27,0.09462404501977781,0.20308403747443257,0.005467471422675877,7.649841614322966e-08
1371.0,10131021.762357982,998124.4679793864,104.29946582317463,3188.290362759901,3188.290362709001,7.397757369166391e+27,3.455076608865839e+32,2.7899919292850415e+27,0.09468370240896093,0.20308633454964722,0.005467551833181674,7.736295041098997e-08
