slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1.0,21.0,-10.0,1e-05,9577426.801432537,1e-05,501468.6866609163,4177.290364151245,7497085658729434.0,0.0,0.0,0.0,2.3642809333369144e+18,0.0,0.0,0.0025160005251709974,0.006102550859362312,0.0013255474742222603,0.0
100.0,21.0,-10.0,1000.0,9576426.801442537,4.84168026731196,813125.6012187123,4459.720962510002,2.1812517301451203e+19,0.0,0.0,0.0,3.330492824673205e+27,0.0,0.0,0.0025160005251709974,0.006102550859362312,0.0013255474742222603,0.0
101.0,21.0,-10.0,1005.8100163207744,9576420.991426216,5.810016320774351,814240.5330546756,4102.734115009459,3.934885495566398e+18,0.0,0.0,0.0,4.0514609395483915e+27,0.0,0.0,0.002488995312584067,0.006083494621983943,0.0012321516160785184,1.0000000000000004e-99
102.0,21.0,-10.0,1011.9105334575873,9576414.89090908,6.100517136813069,815622.3190343176,4100.200331785219,4.028712455879859e+18,0.0,0.0,0.0,4.8265284451621427e+27,0.0,0.0,0.002488995312584066,0.006083494621983942,0.0012321516160785184,7.62985161637015e-100
103.0,21.0,-10.0,1018.3160764512411,9576408.485366086,6.405542993653723,816856.4584405934,4099.480072436796,4.124732765816113e+18,0.0,0.0,0.0,5.659745928338789e+27,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785182,1.0861428541908689e-99
104.0,21.0,-10.0,1025.0418965945776,9576401.759545943,6.725820143336409,818154.0737385715,4099.567510949522,4.2273160603456916e+18,0.0,0.0,0.0,6.556382762963243e+27,0.0,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785184,1.0861428541908682e-99
105.0,21.0,-10.0,1032.1040077450807,9576394.697434792,7.06211115050323,819519.8966744933,4100.140261181717,4.33764482197437e+18,0.0,0.0,0.0,7.522422839160269e+27,0.0,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785184,1.0861428541908695e-99
106.0,21.0,-10.0,1039.519224453109,9576387.282218084,7.4152167080283915,820957.9081045032,4100.7400350428925,4.4565711619949737e+18,0.0,0.0,0.0,8.564575400673836e+27,0.0,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785184,1.0861428541908697e-99
107.0,21.0,-10.0,1047.305201996539,9576379.496240541,7.785977543429811,822471.9230064251,4101.3684989605135,4.584939018517589e+18,0.0,0.0,0.0,9.69035485247379e+27,0.0,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785184,1.0861428541908695e-99
108.0,21.0,-10.0,1055.4804784171404,9576371.32096412,8.175276420601303,824066.4411553388,4102.026931365063,4.723712041808555e+18,0.0,0.0,0.0,1.0908201115636923e+28,0.0,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785184,1.0861428541908693e-99
109.0,21.0,-10.0,1064.0645186587717,9576362.736923879,8.584040241631369,825745.7578784486,4102.71672319711,4.873939170927513e+18,0.0,0.0,0.0,1.2227607121199064e+28,0.0,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785184,1.0861428541908697e-99
110.0,21.0,-10.0,1073.0777609124848,9576353.723681625,9.013242253712939,827514.9340134228,4103.439310109394,5.036836525894681e+18,0.0,0.0,0.0,1.365928563310739e+28,0.0,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785184,1.0861428541908695e-99
