slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1.0,26.999999999999996,-10.0,1e-05,7378592.08120373,1e-05,481383.04143489146,4164.478724753749,3725191482707512.0,0.0,0.0,0.0,1.1747763859866412e+18,0.0,0.0,0.002516000525170998,0.006102550859362311,0.0013255474742222603,0.0
97.0,26.999999999999996,-10.0,1000.0,7377592.081213729,41.22077724393845,886583.0738699795,4477.539460604557,7.300691584208239e+19,0.0,0.0,0.0,9.490449564511507e+28,0.0,0.0,0.0025160005251709974,0.006102550859362313,0.00132554747422226,0.0
98.0,26.999999999999996,-10.0,1049.464932692726,7377542.616281036,49.46493269272614,903769.9236823886,4122.6142789804435,1.7005345793910575e+19,0.0,0.0,0.0,1.214315786844172e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0000000000000002e-99
99.0,26.999999999999996,-10.0,1101.4031120200887,7377490.678101709,51.93817932736244,923136.3704169702,4121.995855987441,2.296578535226378e+19,0.0,0.0,0.0,1.59047753480843e+29,0.0,0.0,0.002488995312584066,0.006083494621983943,0.0012321516160785182,8.619274083550106e-100
100.0,26.999999999999996,-10.0,1155.9382003138192,7377436.143013416,54.53508829373057,944559.9080901692,4124.424439721207,3.1724463863120695e+19,0.0,0.0,0.0,2.1360807474477184e+29,0.0,0.0,0.0024889953125840666,0.006083494621983943,0.0012321516160785186,1.0315611904119585e-99
101.0,26.999999999999996,-10.0,1205.15620100544,7377386.9250127245,49.21800069162069,964707.7049878844,4125.892858438303,4.281093664176507e+19,0.0,0.0,0.0,2.8005659355946927e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0315600803468816e-99
102.0,26.999999999999996,-10.0,1251.886155481954,7377340.195058247,46.72995447651378,984885.0517106159,4127.850254548215,5.7318416382599684e+19,0.0,0.0,0.0,3.645253592201248e+29,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785188,1.0315611904119585e-99
103.0,26.999999999999996,-10.0,1297.3348027439522,7377294.7464109855,45.44864726199857,1005565.3202321741,4128.304618538787,7.666589555463525e+19,0.0,0.0,0.0,4.74408175413679e+29,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785188,1.0315611904119585e-99
104.0,26.999999999999996,-10.0,1341.9838650235265,7377250.097348706,44.64906227957417,1026991.6495122302,4130.857787490617,1.027639611528342e+20,0.0,0.0,0.0,6.1910526153640896e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0315611904119581e-99
105.0,26.999999999999996,-10.0,1386.0491074868128,7377206.032106243,44.065242463286175,1049265.3220261503,4131.537777679744,1.3817407774994525e+20,0.0,0.0,0.0,8.111176923120411e+29,0.0,0.0,0.0024889953125840666,0.006083494621983943,0.0012321516160785182,1.0315611903682008e-99
106.0,26.999999999999996,-10.0,1429.6206958041341,7377162.460517925,43.571588317321385,1072626.178599269,4138.230799342682,1.8684143871901935e+20,0.0,0.0,0.0,1.0678515823561425e+30,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.0315611904119545e-99
107.0,26.999999999999996,-10.0,1472.6880850993634,7377119.39312863,43.06738929522917,1097408.4350056723,4160.270375312582,2.549470324488797e+20,0.0,0.0,0.0,1.4141138063959923e+30,0.0,0.0,0.002488995312584066,0.006083494621983943,0.0012321516160785184,1.0315611904119547e-99
108.0,26.999999999999996,-10.0,1515.107470269697,7377076.97374346,42.41938517033353,1123567.1437328565,4191.262823776581,3.504806665438182e+20,0.0,0.0,0.0,1.8829650179236315e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.0315611904119547e-99
109.0,26.999999999999996,-10.0,1556.7294926481354,7377035.351721081,41.622022378438395,1150852.25659551,4225.087199767192,4.835444111634166e+20,0.0,0.0,0.0,2.5176615909165134e+30,0.0,0.0,0.002488995312584067,0.006083494621983943,0.0012321516160785186,1.0315611904119547e-99
110.0,26.999999999999996,-10.0,1597.5368177702367,7376994.544395959,40.80732512210118,1179107.7400277609,4260.750555792537,6.679096521832543e+20,0.0,0.0,0.0,3.377194392102546e+30,0.0,0.0,0.002488995312584066,0.006083494621983942,0.0012321516160785182,1.0315611904119545e-99
111.0,26.999999999999996,-10.0,1637.6104383153465,7376954.470775414,40.07362054511005,1208283.4798532485,4298.429568955632,9.227184803305353e+20,0.0,0.0,0.0,4.543290665129456e+30,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.0315611904119547e-99
112.0,26.999999999999996,-10.0,1677.0566845205724,7376915.024529208,39.446246205225826,1238387.80351994,4339.455411778894,1.2745663272754513e+21,0.0,0.0,0.0,6.128821632230711e+30,0.0,0.0,0.0024889953125840666,0.006083494621983943,0.0012321516160785184,1.0315611904119547e-99
113.0,26.999999999999996,-10.0,1715.973480161984,7376876.107733567,38.91679564141177,1269455.3215138074,4382.557601571047,1.760329304271773e+21,0.0,0.0,0.0,8.289238699331259e+30,0.0,0.0,0.002488995312584066,0.006083494621983943,0.0012321516160785184,1.0315611904119549e-99
114.0,26.999999999999996,-10.0,1754.440002916401,7376837.641210813,38.46652275441675,1301514.2535691473,4427.822641831916,2.430683003650525e+21,0.0,0.0,0.0,1.1237852273225686e+31,0.0,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785188,1.0315611904119549e-99
