slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1.0,13.0,-10.0,1e-05,18184058.410541005,1e-05,614043.9919703276,4289.630083437136,2.3485390948328746e+17,0.0,0.0,0.0,7.406352889464953e+19,0.0,0.0,0.0025160005251709974,0.006102550859362311,0.0013255474742222605,0.0
93.0,13.0,-10.0,1000.0,18183058.410551004,36.9593520767294,807694.6425909194,4465.728443128808,2.0694041121678324e+19,0.0,0.0,0.0,2.411994233347736e+28,0.0,0.0,0.0025160005251709974,0.006102550859362311,0.0013255474742222603,0.0
94.0,13.0,-10.0,1044.3512224920753,18183014.05932851,44.35122249207528,812121.9080860938,4110.530673562305,1.2646646012333412e+19,0.0,0.0,0.0,4.180830217382868e+28,0.0,0.0,0.002488995312584066,0.006083494621983942,0.0012321516160785184,1.0000000000000002e-99
95.0,13.0,-10.0,1090.9200061087543,18182967.490544897,46.56878361667904,816983.414835148,4110.377007678184,1.4692465543383464e+19,0.0,0.0,0.0,6.338555657636947e+28,0.0,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785184,5.079026451115835e-100
96.0,13.0,-10.0,1139.8172289062672,18182918.5933221,48.897222797512995,822014.3171051624,4112.769756101919,1.663407870327052e+19,0.0,0.0,0.0,8.903568549558866e+28,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.090946752428845e-99
97.0,13.0,-10.0,1191.159312843656,18182867.25123816,51.34208393738865,827055.062120166,4116.313832376223,1.887360402043358e+19,0.0,0.0,0.0,1.1959438995868543e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.090946752428845e-99
98.0,13.0,-10.0,1245.068500977914,18182813.342050027,53.90918813425809,832331.7656134465,4119.94044153244,2.147842306921995e+19,0.0,0.0,0.0,1.5610943082235946e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.090946752428845e-99
99.0,13.0,-10.0,1301.673148518885,18182756.737402484,56.604647540970994,837871.7863915253,4125.064521669003,2.4521522686998495e+19,0.0,0.0,0.0,1.9988241266898104e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.090946752428845e-99
100.0,13.0,-10.0,1361.1080284369043,18182697.302522566,59.43487991801955,843680.9306481858,4128.68298672395,2.808084170098379e+19,0.0,0.0,0.0,2.525154118179318e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.090946752428845e-99
101.0,13.0,-10.0,1423.514652350825,18182634.895898655,62.40662391392053,849772.594710528,4132.194657918182,3.225491694558183e+19,0.0,0.0,0.0,3.1599487179762145e+29,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.090946752428845e-99
