mass enclosed (Msun),dm (g),r (Rsun),dr (cm),T (K),log T,eps_grav (ergs/g s),eps_nuc (ergs/g s),eps_neu (ergs/g s),eps_a (ergs/g s),lum_gamma (ergs/s),lum_neu (ergs/s),lum_a (ergs/s),num_a (/s),X_c12,log X_c12,X_o16,log X_o16,X_ne20,log X_ne20,X_na23,log X_na23,X_h1,log X_h1,X_he3,log X_he3,X_he4,log X_he4,lum_nuc (ergs/s)
0.12338943946364817,1.8922274544251968e+31,0.001641592736774079,3502692.299527511,84568095.4162149,7.927206549823352,9.787051573599788,2.4177876306024426e-17,7.326705965543206,2.654132716794266e-20,6.66451808374863e+32,1.7526195538864736e+33,36262756314783.6,5.1439590138672095e+19,0.07927848989734722,-1.1008446309180295,0.38558098623774373,-0.413884390162421,0.4166077075843731,-0.38027269950973863,0.051402824266408104,-1.2890130185607587,0.0,-98.99999999999999,6.5503156484050284e-43,-42.18373777160248,6.08891057636467e-22,-21.215460404082535,1.2130670016377424e+16
0.12738221454229273,7.939273377854053e+30,0.0016621428466137309,1429671.1415445805,84382218.29404874,7.926250938208713,9.74569475316052,2.2560776082863857e-17,7.349621883777362,2.323993270244018e-20,6.826103703142986e+32,1.8109702112456407e+33,36447264493791.2,5.1701319418790674e+19,0.07927125416645338,-1.1008842706919122,0.38557134809387533,-0.4138952461049156,0.41662207509381893,-0.3802577222964864,0.05141147474273968,-1.2889399381783273,0.0,-98.99999999999999,6.90707131719669e-43,-42.160706059774206,6.182117901557755e-22,-21.208862716595963,1.2309786185315832e+16
0.13610419725123343,1.7342876510515386e+31,0.0017059786485258209,3049656.7390241027,84209130.57105914,7.925359183443157,9.707387304034233,2.1133096845070464e-17,7.372609786416313,2.052521025653738e-20,7.168494449159321e+32,1.9388324723316762e+33,36803230680622.695,5.220626599799963e+19,0.07926448295309652,-1.1009213689594939,0.3855622807545311,-0.4139054593683388,0.41663556485183845,-0.3802436605532998,0.05141959677152451,-1.288871333383327,0.0,-98.99999999999999,7.27643197523098e-43,-42.13808152636359,6.268715571148966e-22,-21.20282143484804,1.2676294874184652e+16
0.14292090318155698,1.355440535750129e+31,0.0017393132517368756,2319088.3453930765,84002273.59875609,7.924291040800347,9.66193892920737,1.952840610394965e-17,7.400432702578927,1.7681719975756937e-20,7.42620354189528e+32,2.0391409370033398e+33,37042895880591.93,5.254623683612079e+19,0.0792563322305588,-1.1009660295149002,0.38555123835930905,-0.4139178976182031,0.4166519217750267,-0.3802266106837254,0.051429445215001,-1.2887881605197273,0.0,-98.99999999999999,7.44731787891004e-43,-42.12800010847565,6.371260717615247e-22,-21.195774622840588,1.2940990806503488e+16
0.1516665616314315,1.7389953587484324e+31,0.0017810142573743903,2901138.9622018933,83798529.06115429,7.923236395405568,9.617510507471128,1.8047131777297063e-17,7.42936052917603,1.5255410035335516e-20,7.744126929111883e+32,2.168337171790399e+33,37308186753064.45,5.2922558305704e+19,0.07924825194777012,-1.1010103086409402,0.38554019075995694,-0.4139303420865399,0.41666823098938743,-0.38020961121052543,0.05143926508440715,-1.28870524482852,0.0,-98.99999999999999,7.698509208486055e-43,-42.113593366413454,6.471657164455224e-22,-21.188984497503476,1.3254829590497898e+16
0.16295082954110368,2.2437749695193435e+31,0.0018332363284761623,3633089.4865502864,83541593.2872705,7.921902753778889,9.562013896267045,1.6314181784370907e-17,7.467612849773486,1.2651553435113884e-20,8.13336090288521e+32,2.3358935997342266e+33,37592059142296.91,5.3325238102767575e+19,0.07923798467891147,-1.1010665787412426,0.3855259860157496,-0.4139463434161601,0.4166891098604386,-0.380187849649084,0.05145183669325066,-1.2885991174709113,0.0,-98.99999999999999,7.982954358186381e-43,-42.09783635376095,6.597298408810286e-22,-21.180633871479856,1.3620883117857496e+16
0.170632402759163,1.52741160092789e+31,0.001867868362344701,2409350.596234247,83304361.53363054,7.92066774018711,9.511381994642303,1.4842414645649032e-17,7.504080361737078,1.0632934484022762e-20,8.385055369977648e+32,2.4505117937223503e+33,37754467817124.93,5.355561870581932e+19,0.07922841956992911,-1.1011190071922392,0.3855125469317854,-0.41396148278924894,0.41670875238830474,-0.38016737769480885,0.051463664385443766,-1.2884992938015534,0.0,-98.99999999999999,8.403185830675091e-43,-42.0755560322268,6.712176322937522e-22,-21.173136643497443,1.384758788101296e+16
0.18121893725956,2.1050369697074877e+31,0.001914514953305891,3245203.333169982,83079577.8036677,7.919494280857726,9.463915563907786,1.3551122747460171e-17,7.541014885979156,9.01003680137946e-21,8.714193628566176e+32,2.6092529449633563e+33,37944132422778.22,5.382466250088905e+19,0.07921929165250874,-1.1011690452034006,0.3854995851677334,-0.413976084952742,0.41672762458471785,-0.38014770950899057,0.05147502864280297,-1.2884034030507212,0.0,-98.99999999999999,8.77335553263576e-43,-42.05683427087702,6.8204855338322905e-22,-21.1661847078716,1.4132844024657438e+16
0.18569188689313662,8.894057202538934e+30,0.0019338750771343142,1346883.8147433996,82898288.28286721,7.918545563156061,9.426094212043658,1.2581988565964265e-17,7.571372391112349,7.878330119521282e-21,8.847202771025792e+32,2.6765931641116333e+33,38014202741521.73,5.3924058929714364e+19,0.07921186769165783,-1.1012097466064217,0.3854888856726654,-0.41398813891163566,0.41674312030564875,-0.3801315608771749,0.05148436024069852,-1.288324679555401,0.0,-98.99999999999999,9.188314517696265e-43,-42.03676414724256,6.907151149950293e-22,-21.160701040175827,1.4244748950684814e+16
0.1901648365267131,8.894057202538702e+30,0.0019530431067169521,1333519.8180641234,82791562.86397664,7.9179860808873235,9.403989210481727,1.2038826394515834e-17,7.590101864287285,7.277768615851828e-21,8.976581861844262e+32,2.7440999642657e+33,38078931631897.95,5.401587841420641e+19,0.07920747396625294,-1.101233836729242,0.3854825132067031,-0.41399531823581714,0.41675232855043964,-0.3801219649281956,0.05148990564905113,-1.2882779039803782,0.0,-98.99999999999999,9.419657443503958e-43,-42.02596489052995,6.958130083301837e-22,-21.157507456311038,1.435182296128907e+16
0.19947454173387197,1.8511509727203778e+31,0.001992362486873464,2735449.2774885297,82628572.39548025,7.917130249354275,9.370474321852686,1.124721693363012e-17,7.619885109578319,6.445203462682435e-21,9.234143726823647e+32,2.885155541591834e+33,38198242078491.2,5.418512314614966e+19,0.07920072993567866,-1.1012708158148425,0.3854726694810607,-0.41400640857108983,0.4167665206680217,-0.38010717568051683,0.051498452716189524,-1.2882058192484318,0.0,-98.99999999999999,9.608350004609077e-43,-42.0173511852157,7.035874516456458e-22,-21.152681914708676,1.4560025926959936e+16
0.20362059370427338,8.244050662373263e+30,0.0020096362610812625,1201736.4716365337,82472290.62875411,7.916308057053888,9.33871861007716,1.0531730969713837e-17,7.648755114129941,5.733920770536688e-21,9.343848976248935e+32,2.948212266256808e+33,38245512811817.54,5.425217781587066e+19,0.07919421573676233,-1.1013065376698925,0.385463032970973,-0.41401726572336023,0.41678034853706886,-0.38009276649143325,0.05150678099163219,-1.28813559128144,0.0,-98.99999999999999,9.804951460253308e-43,-42.00855455198052,7.110039903867701e-22,-21.14812796186082,1.4646850050636742e+16
0.21185364612437302,1.6370682698100563e+31,0.002043538534059233,2358581.131077409,82329642.44208948,7.915556229273239,9.309984165164613,9.911703476409335e-18,7.676564356361228,5.15144534793176e-21,9.552428943874567e+32,3.073882865546346e+33,38329845489045.13,5.437180574250226e+19,0.07918824067264167,-1.1013393056599425,0.3854541405438299,-0.41402728478162437,0.41679308175163593,-0.38007949839861055,0.0515144502377861,-1.2880709306041913,0.0,-98.99999999999999,1.0024282210521148e-42,-41.998946715283374,7.177686264031577e-22,-21.14401552855748,1.48091114032467e+16
0.2198855770173018,1.5970770668264155e+31,0.0020761329068478625,2267590.514904946,82145068.94628748,7.9145814984625895,9.273277386649962,9.156629301241532e-18,7.713510757223184,4.482231844113806e-21,9.744131542295302e+32,3.197073576897146e+33,38401430185909.47,5.447335035303704e+19,0.07918045482566526,-1.1013820079171137,0.38544241211292685,-0.4140404995062341,0.4168098052327843,-0.3800620730376975,0.05152452355434809,-1.2879860154376233,0.0,-98.99999999999999,1.0410171090870323e-42,-41.98254213281316,7.264940380158649e-22,-21.138767945395465,1.4955349829911136e+16
0.22430222762216104,8.782111658126675e+30,0.002093867075118216,1233766.0865685046,82005884.69594237,7.913845018228543,9.24596926128644,8.620624769268257e-18,7.7422144240662565,4.03405757696869e-21,9.84461684692421e+32,3.2650665684504545e+33,38436857729985.72,5.452360517457026e+19,0.07917454167850467,-1.1014144419702274,0.38543339735311694,-0.4140506569411756,0.41682260622132117,-0.38004873526769595,0.05153223476722507,-1.2879210233446825,0.0,-98.99999999999999,1.0661225840502668e-42,-41.972192856739255,7.330570993049548e-22,-21.134862195962885,1.5031057119197662e+16
0.23267626301447658,1.6651014631655035e+31,0.002127149425587558,2315453.12215212,81864018.12567686,7.913093057277028,9.218416278729192,8.101328395960125e-18,7.772876101383026,3.622000105763513e-21,1.002541630926596e+33,3.394492842144625e+33,38497167706742.64,5.46091563240394e+19,0.07916848199207804,-1.1014476823153645,0.3854240974607181,-0.4140611358999416,0.4168357819310341,-0.38003500749117436,0.051540172070968296,-1.2878541358559854,0.0,-98.99999999999999,1.0947440953953034e-42,-41.96068738853744,7.397470520276605e-22,-21.130916756874555,1.5165952456854636e+16
0.24042252682521728,1.5402747422307902e+31,0.0021575621626735513,2115814.1190725565,81687885.06064516,7.912157652108329,9.184734732243987,7.494608643535645e-18,7.81200777320537,3.1668473281304862e-21,1.0181408134707204e+33,3.514819224736413e+33,38545945856262.84,5.4678349299809395e+19,0.07916090124315976,-1.1014892700151224,0.3854123135033297,-0.41407441422358165,0.4168524043087503,-0.38001768924908247,0.0515501866291472,-1.287769758084401,0.0,-98.99999999999999,1.137506461290398e-42,-41.94404612777432,7.480428530187167e-22,-21.126073522060036,1.5281390020820062e+16
