slice,mass (Msun),coupling,age (years),time to solar luminosity (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23,avg X_h1,avg X_he3,avg X_he4,max T (K),surface lum_nuc (ergs/s),cumulative e_nuc (ergs),surface R (Rsun)
3309.0,1.0485987682840598,-10.0,20567473.282932542,0.0,29367.607066719258,90295720.3617439,67059.20373023594,3.859282640938885e+33,2.826395832054172e+34,186919482617379.34,2.651497721603354e+20,3.574223893254575e+45,2.6176293509991567e+46,1.7311302204165257e+26,0.08520845377209356,0.3827294209634076,0.4145522513246159,0.05201794395457238,4.083578108585849e-48,4.6841389504792844e-39,0.0003398609294986059,90679116.1125717,8.854503998443378e+25,8.2004824985959505e+37,0.007438814086639534
3310.0,1.0485987682840598,-10.0,20602714.411412608,0.0,35241.12848006311,89512693.08930984,65507.51945524077,3.504813353199326e+33,2.573688236387847e+34,64866166814862.055,9.201421441488539e+19,7.469348078931265e+45,5.477934390294571e+46,2.4520295943077733e+26,0.08520828505124009,0.38272958775761906,0.4145522619986595,0.05201791605509626,2.748377479783196e-48,1.695290472958097e-34,0.0003398609294802187,89512693.08930984,5.955419556197769e+25,1.4819122754580674e+38,0.007428777222306623
