slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),max T (K),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
141.0,8.991948250362812,-10.0,17019162.72820036,7880995.715313803,4709.8227302572695,38284349.5644314,22225.295850571507,2.374504888388237e+37,1.479591074689411e+29,1.4291447882777223e-23,2.0272761816468678e-17,9.954717032151134e+51,3.524578203531256e+43,1.0432140561927279e-07,38284349.5644314,0.00118665467030466,0.0051424293545825886,0.0013504618179462483,6.396722233586084e-05
142.0,8.991945045060644,-10.0,17023591.017392848,7876567.426121317,4428.28919248366,37932959.28057057,22213.774000695346,2.378404970331311e+37,1.4650317431805426e+29,4.856294535701074e-24,6.8887703499608295e-18,9.958038487249565e+51,3.5266241280955967e+43,1.043220838033687e-07,37932959.28057057,0.0011866437189780293,0.005142403380113742,0.0013504618860682154,6.396750719444285e-05
143.0,8.991941186383862,-10.0,17028904.964423828,7871253.479090337,5313.947030980392,37571415.53201699,22201.36640085275,2.3819221572395445e+37,1.4504675861178347e+29,1.5916954047693647e-24,2.2578581323550582e-18,9.962030127491787e+51,3.529054830866126e+43,1.0432235054069308e-07,37571415.53201699,0.0011866306470285706,0.005142372126667511,0.0013504619672960849,6.396784436559581e-05
144.0,8.991936537977683,-10.0,17035281.700861003,7864876.742653161,6376.736437176471,37224697.413367555,22188.62581669517,2.385239287223308e+37,1.436203105124164e+29,5.267212831743757e-25,7.471667814936481e-19,9.966826766423385e+51,3.5319429887816115e+43,1.043224564626367e-07,37224697.413367555,0.0011866158664210374,0.005142334527156156,0.0013504620642591824,6.396824279758656e-05
145.0,8.991932284199722,-10.0,17041091.09704459,7859067.346469574,5809.396183588206,36952779.7854669,22178.57680359478,2.3878831975124766e+37,1.4257690381438552e+29,2.267827966349519e-25,3.216968398137985e-19,9.97120149065418e+51,3.534555070631001e+43,1.0432249801040573e-07,36952779.7854669,0.0011866036174307361,0.005142300204518191,0.0013504621523185239,6.396860116919348e-05
146.0,8.99192716035417,-10.0,17048062.3724649,7852096.071049266,6971.275420305848,36682738.646915406,22168.284444124674,2.390666089330349e+37,1.4159765107166768e+29,9.82741741011361e-26,1.3940427454263999e-19,9.976457277811422e+51,3.5376680403565495e+43,1.0432251961560372e-07,36682738.646915406,0.001186590837863441,0.005142258929639019,0.0013504622577389387,6.396902547090639e-05
147.0,8.991920986904638,-10.0,17056427.902969263,7843730.540544901,8365.530504367016,36421170.64827871,22157.824299411754,2.393568384431867e+37,1.4070211023263546e+29,4.391667383100847e-26,6.229685582945745e-20,9.982771879100673e+51,3.541379978283429e+43,1.0432253120149727e-07,36421170.64827871,0.0011865779331396474,0.005142209275515381,0.0013504623840275318,6.396952784976235e-05
148.0,8.991915405732076,-10.0,17063959.487082615,7836198.956431549,7531.584113351694,36223532.72608797,22149.51789334526,2.396045019397933e+37,1.4006722202071098e+29,2.4026994554166282e-26,3.408286842295417e-20,9.988462870265866e+51,3.544706799426603e+43,1.043225369082938e-07,36223532.72608797,0.0011865679570468544,0.005142164471160359,0.0013504624976382856,6.396997549213788e-05
149.0,8.991909915972645,-10.0,17071343.582273785,7828814.8612403795,7384.095191167982,36057970.35910658,22142.225612329225,2.3982880464585727e+37,1.3956815953331245e+29,1.4567312928079159e-26,2.066408300399056e-20,9.994047639551e+51,3.5479568509443733e+43,1.0432254030050859e-07,36057970.35910658,0.0011865594497098163,0.005142120449860282,0.0013504626089880275,6.397041050809731e-05
150.0,8.9919033096334,-10.0,17080204.496503185,7819953.947010979,8860.914229401578,35890257.5424736,22134.36717047042,2.4008151299590403e+37,1.3910159735659555e+29,8.822622915109959e-27,1.251510234803344e-20,1.0000756424319473e+52,3.5518438752552884e+43,1.0432254276588284e-07,35890257.5424736,0.0011865507198084602,0.005142067491294251,0.0013504627426123219,6.397092778372844e-05
151.0,8.99189535842583,-10.0,17090837.59357847,7809320.8499356955,10633.097075281894,35722123.40505927,22125.914974310374,2.403627372661562e+37,1.3867967013757456e+29,5.3727482448357516e-27,7.62137233125739e-21,1.0008816396204309e+52,3.5564941561391743e+43,1.0432254456750153e-07,35722123.40505927,0.0011865418513993568,0.00514200375362552,0.001350462903029907,6.397154274492896e-05
152.0,8.991888256977548,-10.0,17100304.57917021,7799853.864343956,9466.985591739329,35592830.92093272,22118.987606780895,2.406014693148783e+37,1.383892004946538e+29,3.691112083454118e-27,5.23593107706967e-21,1.0015999573705194e+52,3.5606257775884916e+43,1.043225456694862e-07,35592830.92093272,0.0011865349622116014,0.00514194685925349,0.001350463045944858,6.397208627655769e-05
153.0,8.991881399039796,-10.0,17109423.79620354,7790734.647310626,9119.217033332403,35483492.90878263,22112.767187156896,2.4082197641430504e+37,1.3817136934917657e+29,2.699534256356461e-27,3.8293541314637924e-21,1.0022925219481876e+52,3.564599359961826e+43,1.0432254644582806e-07,35483492.90878263,0.0011865290822191444,0.0051418919214831936,0.0013504631837152304,6.397260653458971e-05
154.0,8.991873150903643,-10.0,17120366.85664354,7779791.586870626,10943.060439998884,35370020.34836664,22105.90271815514,2.410701491457198e+37,1.3797994229105556e+29,1.9607483227680014e-27,2.7813685538061566e-21,1.0031244558863642e+52,3.5693610526552743e+43,1.04322547122483e-07,35370020.34836664,0.0011865229136900917,0.0051418258061453805,0.0013504633492050018,6.397322696889843e-05
155.0,8.991863228112685,-10.0,17133498.529171538,7766659.914342627,13131.672527998659,35251976.11134922,22098.143840091907,2.413705783244391e+37,1.3783130837135207e+29,1.4157089374394363e-27,2.008217104772339e-21,1.0041240207507672e+52,3.575068928653215e+43,1.0432254770875699e-07,35251976.11134922,0.0011865166436089351,0.00514174619630344,0.0013504635480806263,6.397396615581374e-05
156.0,8.991854675387678,-10.0,17144785.25682194,7755373.186692223,11286.72765040564,35164178.51613513,22091.886509791482,2.4161638794739746e+37,1.3774817230959558e+29,1.1162715166033345e-27,1.5834579368182284e-21,1.0049840258772699e+52,3.579971912898572e+43,1.0432254810608071e-07,35164178.51613513,0.0011865118191618906,0.005141677571335686,0.0013504637192339026,6.397459799789717e-05
157.0,8.991846625329813,-10.0,17155384.12786051,7744774.315653656,10598.871038566764,35090385.28824534,22086.31164689406,2.4184313595294603e+37,1.3770583639871166e+29,9.170583822758215e-28,1.3008693246594274e-21,1.0057923768783865e+52,3.5845746753575476e+43,1.043225484126038e-07,35090385.28824534,0.0011865077813596361,0.005141612953285544,0.0013504638801590692,6.397518853324527e-05
158.0,8.991838763130476,-10.0,17165714.091067575,7734444.35244659,10329.963207064666,35019329.67063855,22080.93577439091,2.42067291985669e+37,1.3771116712117784e+29,7.73530323122632e-28,1.0972713280772085e-21,1.0065809491342771e+52,3.5890608331043157e+43,1.0432254866459347e-07,35019329.67063855,0.0011865044390487098,0.005141549814011305,0.00135046403721917,6.397576148649242e-05
159.0,8.991830930048822,-10.0,17175985.637182303,7724172.806331862,10271.546114727913,34964960.35621068,22075.826856471853,2.4228246565665154e+37,1.3771579432039177e+29,6.673271695367881e-28,9.466196058400028e-22,1.0073657589242803e+52,3.593521771015269e+43,1.0432254888075641e-07,34964960.35621068,0.0011865012581257733,0.005141486868640074,0.0013504641935947177,6.397632887231287e-05
160.0,8.99182151236522,-10.0,17188311.492519975,7711846.95099419,12325.855337673496,34902933.09163635,22069.99898604011,2.425366856077746e+37,1.3775557954904876e+29,5.690305573729704e-28,8.071835023669354e-22,1.0083085188460139e+52,3.5988764429927714e+43,1.0432254910194324e-07,34902933.09163635,0.0011864978343407635,0.005141411105189033,0.001350464381550188,6.397700664110467e-05
161.0,8.991810185880356,-10.0,17203102.518925183,7697055.924588982,14791.026405208195,34836621.516855426,22063.335998367027,2.4283652224583286e+37,1.378433792361882e+29,4.82840848412423e-28,6.849213316533839e-22,1.0094412293395188e+52,3.6053061447805015e+43,1.0432254932716426e-07,34836621.516855426,0.0011864943125689021,0.005141319859550803,0.0013504646075424797,6.397781596577291e-05
162.0,8.991800494584131,-10.0,17215725.343553424,7684433.099960741,12622.824628241791,34782372.81265225,22057.778882680213,2.4309130030232985e+37,1.3795347935642178e+29,4.288053250635534e-28,6.082706449304521e-22,1.0104089111376015e+52,3.6107977058026095e+43,1.0432254949786026e-07,34782372.81265225,0.0011864917900800299,0.005141241748655179,0.0013504648007405386,6.397850395003072e-05
163.0,8.991791468743223,-10.0,17227455.95671154,7672702.486802623,11730.613158118013,34742423.5959781,22052.742309907284,2.433290408764839e+37,1.3806240309913578e+29,3.8719292497864517e-28,5.492424567124076e-22,1.0113090743585142e+52,3.615905139630196e+43,1.043225496410971e-07,34742423.5959781,0.0011864896861748036,0.0051411689502058894,0.0013504649805756894,6.397914110075072e-05
164.0,8.991782749957006,-10.0,17238765.042654317,7661393.400859848,11309.08594277349,34703115.18140728,22047.984927027144,2.43555640060648e+37,1.3818710386243558e+29,3.5522173999254575e-28,5.038905635011859e-22,1.012177699314081e+52,3.6208334905779517e+43,1.0432254976778456e-07,34703115.18140728,0.0011864878973327866,0.005141098575814252,0.0013504651542247663,6.397975339171992e-05
165.0,8.99177416288789,-10.0,17249882.298650656,7650276.144863509,11117.255996338545,34669460.582171686,22043.346443565755,2.437780058659759e+37,1.383232653718678e+29,3.2845592650419483e-28,4.659226146884365e-22,1.0130323698520892e+52,3.6256830182953706e+43,1.0432254988293917e-07,34669460.582171686,0.0011864864135417022,0.00514102920694997,0.001350465325195595,6.398035346584189e-05
166.0,8.991765618485301,-10.0,17260924.07485678,7639234.368657384,11041.776206125518,34639006.97819731,22038.85737239908,2.4399794339516146e+37,1.3846511303652611e+29,3.066605996851264e-28,4.350054205077442e-22,1.0138820035195392e+52,3.630504559828308e+43,1.0432254998972252e-07,34639006.97819731,0.0011864850311701246,0.0051409601273161775,0.0013504654952740868,6.39809477316595e-05
167.0,8.991757076435173,-10.0,17271942.93043379,7628215.513080373,11018.855577009928,34610409.836802386,22034.457780327717,2.442156045544215e+37,1.3861904020996579e+29,2.881799086550442e-28,4.0879011674498796e-22,1.0147306298610854e+52,3.635321441582308e+43,1.0432255008986234e-07,34610409.836802386,0.0011864838200417566,0.005140891011899983,0.0013504656652711454,6.398153909606356e-05
168.0,8.991746807740872,-10.0,17285165.5571262,7614992.886387963,13222.626692411914,34578975.63049504,22029.2759429274,2.4447424629089583e+37,1.388198081841832e+29,2.6997787609012587e-28,3.829700967028697e-22,1.0157500599778986e+52,3.641110071485877e+43,1.0432255020244008e-07,34578975.63049504,0.0011864826016479357,0.005140807818451751,0.0013504658696624403,6.398224641939303e-05
169.0,8.991734459349386,-10.0,17301032.709157098,7599125.734357066,15867.152030894295,34546398.40694237,22023.198305714683,2.447797080524134e+37,1.3908123876132246e+29,2.527128049369807e-28,3.584791789104256e-22,1.0169749046075115e+52,3.6480695090034767e+43,1.0432255032889415e-07,34546398.40694237,0.001186481508094602,0.005140707614022355,0.0013504661154896838,6.398309216113105e-05
170.0,8.991724035611021,-10.0,17314393.353916284,7585765.089597881,13360.64475918768,34521748.51932082,22018.137408146817,2.450390947303665e+37,1.3931480523175459e+29,2.4082586766220503e-28,3.4161727309966174e-22,1.0180073554979121e+52,3.6539394170222677e+43,1.0432255043036404e-07,34521748.51932082,0.001186480840495313,0.005140622971147985,0.0013504663228851312,6.398380226646092e-05
171.0,8.991714449520973,-10.0,17326654.71069978,7573503.732814383,12261.356783496673,34500492.14881384,22013.513352981478,2.452788109972503e+37,1.3954059906130022e+29,2.316702464447657e-28,3.286298046678148e-22,1.0189557852493936e+52,3.659335091240974e+43,1.0432255051994494e-07,34500492.14881384,0.0011864804273197342,0.005140545068102678,0.0013504665135613458,6.39844522370643e-05
172.0,8.991705292968625,-10.0,17338344.374266203,7561814.069247961,11689.663566421823,34482832.0371082,22009.144885963782,2.4550547816031717e+37,1.3976209024096026e+29,2.2422628474635336e-28,3.1807036634353614e-22,1.0198608294845867e+52,3.664487354034414e+43,1.0432255060260488e-07,34482832.0371082,0.0011864801726964344,0.005140470592223046,0.0013504666956583524,6.398507040395441e-05
173.0,8.991696360999116,-10.0,17349726.707311966,7550431.736202199,11382.333045762914,34467123.489020355,22004.93656763035,2.4572312143559134e+37,1.3998832765555631e+29,2.182107834801681e-28,3.0953723342542197e-22,1.0207428606270983e+52,3.6695122806208475e+43,1.0432255068093235e-07,34467123.489020355,0.0011864801281507812,0.005140397872356081,0.0013504668732509466,6.398567100435321e-05
174.0,8.991687550691559,-10.0,17360934.241843037,7539224.201671127,11207.534531072684,34452499.025184706,22000.776531728297,2.4594605800163374e+37,1.402159718674067e+29,2.1299585142073917e-28,3.021397271407526e-22,1.0216121343641338e+52,3.6744680852736073e+43,1.0432255075621378e-07,34452499.025184706,0.0011864801950067724,0.0051403260779659225,0.0013504670484100058,6.398626105106257e-05
175.0,8.991678809272866,-10.0,17372034.945927292,7528123.497586872,11100.704084255012,34439349.28578223,21996.669413203497,2.4616341169853446e+37,1.4044662957040786e+29,2.0857419158993853e-28,2.9586749655092595e-22,1.0224738830602575e+52,3.6793847257715656e+43,1.0432255082922973e-07,34439349.28578223,0.0011864803498416309,0.005140254781544903,0.001350467222186566,6.398684417809377e-05
176.0,8.991670110039557,-10.0,17383063.234871216,7517095.208642948,11028.28894392543,34427345.01228169,21992.59536069143,2.463782227260142e+37,1.406810640708823e+29,2.0481379700120544e-28,2.9053328657733793e-22,1.0233307572494999e+52,3.6842774460527547e+43,1.0432255090046153e-07,34427345.01228169,0.001186480605497997,0.005140183766387008,0.0013504673951102732,6.398742224732655e-05
177.0,8.991661440401113,-10.0,17394035.415978044,7506123.02753612,10972.181106824348,34416615.71006753,21988.556329322997,2.465909262148813e+37,1.4092177596870248e+29,2.01785819503768e-28,2.86238027825763e-22,1.0241840079750532e+52,3.689153603072692e+43,1.043225509702832e-07,34416615.71006753,0.001186480979503287,0.005140112928516744,0.0013504675674328491,6.398799616627283e-05
178.0,8.991652795233627,-10.0,17404958.223388296,7495200.220125869,10922.8074102537,34406558.91636069,21984.532368040862,2.4680500256535575e+37,1.411675695139627e+29,1.9931479632792204e-28,2.827328221462693e-22,1.0250341565702533e+52,3.6940162845282e+43,1.0432255103893951e-07,34406558.91636069,0.001186481467412815,0.00514004222678621,0.0013504677392607585,6.398856629882738e-05
179.0,8.991644173001038,-10.0,17415833.836117562,7484324.607396603,10875.61272926564,34397786.28756938,21980.519047951715,2.470189275972283e+37,1.4141614508631342e+29,1.9722520474212988e-28,2.7976868633162505e-22,1.0258813655947469e+52,3.698866481049236e+43,1.0432255110658249e-07,34397786.28756938,0.0011864820467866186,0.005139971649709021,0.0013504679106274998,6.398913276282307e-05
180.0,8.991635574161783,-10.0,17426661.90960181,7473496.533912353,10828.073484250319,34389898.41952479,21976.527780624045,2.4723061529028496e+37,1.416683022751023e+29,1.955977689501336e-28,2.7746012960221932e-22,1.0267255941760287e+52,3.703704087010856e+43,1.0432255117337406e-07,34389898.41952479,0.001186482704008234,0.005139901201538576,0.0013504680815232023,6.398969556559206e-05
181.0,8.991627000545446,-10.0,17437440.350656725,7462718.092857439,10778.441054912118,34382670.94915969,21972.543987150893,2.4744105705704113e+37,1.419258304297323e+29,1.9443878584395175e-28,2.758160842505058e-22,1.0275666683935512e+52,3.7085282725439544e+43,1.0432255123946554e-07,34382670.94915969,0.0011864834697820452,0.005139830896918617,0.001350468251910635,6.399025462899735e-05
182.0,8.991618454122483,-10.0,17448166.890097983,7451991.553416181,10726.539441257075,34376634.98175647,21968.575276292875,2.476519641635846e+37,1.4218533134814416e+29,1.9361535649510313e-28,2.746480299568597e-22,1.0284044060118446e+52,3.7133380062863107e+43,1.0432255130496022e-07,34376634.98175647,0.0011864843144338796,0.005139760752079716,0.0013504684217515782,6.399080985500626e-05
183.0,8.991609937243314,-10.0,17458838.776258383,7441319.667255782,10671.886160399532,34371087.61014606,21964.612301478715,2.478629863305744e+37,1.4244792335235874e+29,1.9308883294166236e-28,2.7390114365973867e-22,1.0292385854271024e+52,3.7181320712318645e+43,1.04322551369944e-07,34371087.61014606,0.0011864852374410767,0.005139690787773998,0.0013504685910017858,6.399136110390096e-05
184.0,8.99160145236662,-10.0,17469453.16858155,7430705.274932615,10614.392323167616,34366368.14724573,21960.67748335282,2.480697688183283e+37,1.4271533245841022e+29,1.929577606857897e-28,2.7371521451904914e-22,1.0300689629493212e+52,3.7229092597104913e+43,1.043225514345338e-07,34366368.14724573,0.0011864862757117358,0.005139621020207004,0.0013504687596027415,6.399190829090532e-05
185.0,8.991593001628349,-10.0,17480007.612678573,7420150.830835592,10554.444097024438,34362369.61621467,21956.732103370996,2.482798813264915e+37,1.4298462762659213e+29,1.9310956035437505e-28,2.7393054599212954e-22,1.0308953499938083e+52,3.727668430820133e+43,1.0432255149880935e-07,34362369.61621467,0.0011864873781564714,0.005139551470179661,0.0013504689275200237,6.39924512891611e-05
186.0,8.991584587252838,-10.0,17490499.574553214,7409658.8689609505,10491.961874638819,34358909.50593022,21952.78088100378,2.4848940306123056e+37,1.4325577947728076e+29,1.9349479073933035e-28,2.7447700453871785e-22,1.0317175380877905e+52,3.73240839939945e+43,1.0432255156283185e-07,34358909.50593022,0.0011864885510713056,0.005139482157262225,0.001350469094710519,6.399298996895067e-05
187.0,8.991576211230093,-10.0,17500926.80897457,7399231.634539593,10427.234421356963,34355904.797893316,21948.829529272996,2.486985208607059e+37,1.4352842330544875e+29,1.9408684899458955e-28,2.7531685338320115e-22,1.0325353415532269e+52,3.7371280914008983e+43,1.0432255162665406e-07,34355904.797893316,0.001186489783869503,0.005139413099620776,0.001350469261136192,6.399352420986193e-05
188.0,8.991567875193352,-10.0,17511287.536859896,7388870.9066542685,10360.727885323528,34353339.652719535,21944.87462595666,2.489066100716502e+37,1.438024462117844e+29,1.94881600844808e-28,2.7644422795678045e-22,1.0333486088421234e+52,3.7418266337792496e+43,1.0432255169032887e-07,34353339.652719535,0.0011864910680665958,0.00513934431259501,0.001350469426765699,6.399405391750822e-05
189.0,8.99155958047861,-10.0,17521580.359858118,7378578.083656047,10292.822998224594,34351217.04317722,21940.915644909554,2.491135684181282e+37,1.4407771392199785e+29,1.9587348129025776e-28,2.778512341737816e-22,1.0341572176994432e+52,3.746503316641588e+43,1.0432255175390832e-07,34351217.04317722,0.0011864923983299532,0.00513927580901492,0.001350469591573344,6.399457901869911e-05
190.0,8.991551328240114,-10.0,17531804.116393816,7368354.327120349,10223.756535696431,34349555.79723872,21936.648323874466,2.4934458390572464e+37,1.4433007091520174e+29,1.9623847813549671e-28,2.7836899095867735e-22,1.0349611454958324e+52,3.751156754628732e+43,1.0432255181717882e-07,34349555.79723872,0.0011864934130731883,0.005139207611145974,0.0013504697555474406,6.399509912422462e-05
191.0,8.991543119829613,-10.0,17541957.5995694,7358200.843944766,10153.483175586794,34347754.957500234,21932.51476485821,2.495313054505968e+37,1.4459607386947396e+29,1.9713233501155695e-28,2.796369483899338e-22,1.0357601453482982e+52,3.755786724462786e+43,1.0432255188030064e-07,34347754.957500234,0.0011864945830694148,0.005139139729642433,0.0013504699186412143,6.399561437230992e-05
192.0,8.991534955746925,-10.0,17552040.17563415,7348118.267880015,10082.576064749997,34346323.15352463,21928.46775394955,2.4972900435912204e+37,1.448682326506117e+29,1.9837924816848196e-28,2.8140572462894773e-22,1.0365541939763417e+52,3.7603930144561533e+43,1.0432255194337813e-07,34346323.15352463,0.0011864958841109267,0.005139072166849454,0.0013504700808490565,6.399612479154364e-05
193.0,8.991526836198169,-10.0,17562051.784682475,7338106.6588316895,10011.609048324375,34345351.67909852,21924.455676482616,2.499302260849476e+37,1.4514447402988883e+29,1.9993319382385418e-28,2.836100338357889e-22,1.0373432889392487e+52,3.7649756043711423e+43,1.0432255200650225e-07,34345351.67909852,0.0011864972682553434,0.005139004925757418,0.0013504702421737289,6.399663039739467e-05
194.0,8.991518761693218,-10.0,17571992.12031095,7328166.3232032135,9940.335628477505,34344874.80674532,21920.460873519118,2.5013042412154684e+37,1.4542279776818226e+29,2.017240183797632e-28,2.8615036144813524e-22,1.038127393851679e+52,3.7695342953224674e+43,1.0432255206973838e-07,34344874.80674532,0.0011864987116291708,0.00513893801119114,0.0013504704026063334,6.399713119809649e-05
195.0,8.991510732936714,-10.0,17581860.648667652,7318297.794846512,9868.528356699593,34345542.45083505,21916.500010113094,2.5032350886744334e+37,1.4570667672244536e+29,2.0396598243802377e-28,2.8933064127191525e-22,1.0389064354319176e+52,3.7740688897838e+43,1.0432255213321543e-07,34345542.45083505,0.0011865002721305456,0.005138871420986382,0.00135047056211591,6.399762728115102e-05
196.0,8.991502751306944,-10.0,17591655.92107319,7308502.522440974,9795.27240554006,34346304.532191955,21912.51380228567,2.5052794597964537e+37,1.459892118965285e+29,2.062321690088386e-28,2.9254528131109376e-22,1.0396803255530913e+52,3.778578550709765e+43,1.043225521969213e-07,34346304.532191955,0.0011865018753660713,0.005138805172571877,0.0013504707206948821,6.399811851501267e-05
197.0,8.991494818314598,-10.0,17601376.38191227,7298782.061601896,9720.460839076319,34347207.99710335,21908.515622085502,2.507285271173343e+37,1.4627155779040004e+29,2.0862116441635736e-28,2.959341286325489e-22,1.040448919945111e+52,3.783062424177305e+43,1.0432255226087297e-07,34347207.99710335,0.0011865035043629605,0.005138739281513343,0.001350470878312912,6.399860481325939e-05
198.0,8.99148693464955,-10.0,17611021.475964222,7289136.967549942,9645.094051953256,34348343.388102785,21904.511846661917,2.509269373397591e+37,1.4655414150408618e+29,2.111592073086638e-28,2.9953440338831503e-22,1.0412121586040243e+52,3.787520127587135e+43,1.0432255232510078e-07,34348343.388102785,0.0011865051597119652,0.005138673755662559,0.0013504710349564234,6.39990861482067e-05
199.0,8.99147910068352,-10.0,17620591.03537758,7279567.408136584,9569.559413360483,34349730.07749251,21900.511188060253,2.511233729558928e+37,1.4683695294534252e+29,2.1384088298712484e-28,3.0333842469842827e-22,1.041970012846277e+52,3.791951455758593e+43,1.0432255238963488e-07,34349730.07749251,0.001186506843926185,0.005138608599670393,0.0013504711906178676,6.399956252043256e-05
200.0,8.991469685525267,-10.0,17632074.506673615,7268083.936840549,11483.471296032578,34351934.19568025,21895.660552155583,2.513592834899476e+37,1.4718085408337736e+29,2.173919881614601e-28,3.08375752614747e-22,1.0428802922698778e+52,3.7972815036947554e+43,1.0432255246836182e-07,34351934.19568025,0.0011865089281338052,0.005138530206480091,0.0013504713777648318,6.400013241439981e-05
201.0,8.991458366483629,-10.0,17645854.672228854,7254303.77128531,13780.165555239093,34355136.083517976,21889.773257245313,2.5164438809091404e+37,1.4759871815561384e+29,2.2203280529251524e-28,3.1495886309475988e-22,1.0439738665609722e+52,3.8036957203914996e+43,1.043225525648509e-07,34355136.083517976,0.0011865115197283714,0.005138435838406505,0.0013504716028556424,6.400081369790053e-05
202.0,8.99144475339752,-10.0,17662390.87089514,7237767.572619025,16536.19866628691,34359559.29885429,21882.615203888352,2.519887269186153e+37,1.4810654736507477e+29,2.2809545613777235e-28,3.2355887882237736e-22,1.0452879513875533e+52,3.811419262987618e+43,1.0432255268379939e-07,34359559.29885429,0.001186514738276836,0.005138322173542552,0.0013504718737176982,6.400162736104668e-05
203.0,8.99142837384927,-10.0,17682234.309294682,7217924.134219483,19843.43839954429,34365959.6596894,21873.868189051715,2.52402758534677e+37,1.4872638298111462e+29,2.3622692995370582e-28,3.350935695856506e-22,1.0468674441175663e+52,3.820726302341846e+43,1.0432255283162611e-07,34365959.6596894,0.001186518756016921,0.005138185169592962,0.0013504721998484673,6.400259797012135e-05
204.0,8.991408654645136,-10.0,17706046.435374137,7194112.0081400275,23812.12607945315,34375190.74894891,21863.144017705377,2.529027166878127e+37,1.494859185052564e+29,2.4731867935476176e-28,3.508274823130341e-22,1.0487665897753775e+52,3.8319517860674176e+43,1.043225530173474e-07,34375190.74894891,0.0011865238171467958,0.005138019896041457,0.0013504725928087022,6.400375400646888e-05
205.0,8.991384898668667,-10.0,17734620.98666948,7165537.456844684,28574.551295343783,34388355.98457176,21849.949999270633,2.535071779351332e+37,1.5042181914611399e+29,2.627295560756821e-28,3.726881808027009e-22,1.0510510115285552e+52,3.845506703076429e+43,1.0432255325410011e-07,34388355.98457176,0.001186530293293541,0.005137820309918525,0.001350473066695517,6.400512816441435e-05
206.0,8.991356255570574,-10.0,17768910.44822389,7131247.995290276,34289.46155441253,34406216.24689107,21833.490543018874,2.542426053165358e+37,1.5157271251446947e+29,2.8427183119628444e-28,4.032464150758782e-22,1.0538002701944458e+52,3.861897055624702e+43,1.0432255356149816e-07,34406216.24689107,0.0011865384382922666,0.005137579049124653,0.0013504736388571604,6.40067566489758e-05
207.0,8.991321684532467,-10.0,17810057.802089185,7090100.64142498,41147.353865295045,34432272.90542985,21812.88799679467,2.5513346322686737e+37,1.5300275201826227e+29,3.157233118114433e-28,4.478610951640158e-22,1.057110940570224e+52,3.881751043890796e+43,1.0432255397118797e-07,34432272.90542985,0.0011865488908479026,0.005137287044687735,0.0013504743306452837,6.400867901687551e-05
208.0,8.991279904993785,-10.0,17859434.62672754,7040723.8167866245,49376.82463835405,34470788.34426854,21787.280604371244,2.5621838573214746e+37,1.5484567376064583e+29,3.665618546223826e-28,5.1997678826636065e-22,1.0611006388652794e+52,3.905862799916196e+43,1.0432255454197886e-07,34470788.34426854,0.001186563477043608,0.005136932772920079,0.0013504751682658234,6.401093872501861e-05
209.0,8.991229331378216,-10.0,17918686.816293564,6981471.627220601,59252.18956602486,34520675.22427885,21753.38838861117,2.5756354679275103e+37,1.5708846060262548e+29,4.41175167642642e-28,6.258175635051112e-22,1.0659134121902118e+52,3.935215989148807e+43,1.0432255536634866e-07,34520675.22427885,0.0011865809558525597,0.005136502891493425,0.001350476185364242,6.401356673246085e-05
210.0,8.991167989064268,-10.0,17989789.443772793,6910368.999741372,71102.62747922984,34592746.97335481,21708.81072270997,2.592009411277859e+37,1.599495498863206e+29,5.685521395204378e-28,8.065048551610895e-22,1.0717254553498486e+52,3.971081356120815e+43,1.0432255664120883e-07,34592746.97335481,0.0011866035203177661,0.005135980761027725,0.001350477424198612,6.401658158800312e-05
211.0,8.991093384694127,-10.0,18075112.596747868,6825045.846766297,85323.15297507579,34698749.38753108,21648.780419661518,2.6123549075378463e+37,1.6368703114666654e+29,8.121394961842857e-28,1.1520393666853176e-21,1.0787546518048479e+52,4.0151254596132435e+43,1.0432255882647395e-07,34698749.38753108,0.001186633469620263,0.005135346306213105,0.0013504789397568392,6.401996454173839e-05
212.0,8.991002325336583,-10.0,18177500.38031796,6722658.063196205,102387.78357009096,34862472.35100025,21564.889295166144,2.637955218576147e+37,1.6873859919391405e+29,1.3702305751941619e-27,1.943704956446723e-21,1.0872723484244112e+52,4.069609485188159e+43,1.0432256325081302e-07,34862472.35100025,0.0011866738213104568,0.00513457617067723,0.0013504808057276266,6.402361430003505e-05
213.0,8.99089062612289,-10.0,18300365.720602065,6599792.722912099,122865.34028410914,35135350.03719145,21441.03988839114,2.6707575668820847e+37,1.7595746661217537e+29,3.113941729142695e-27,4.4172010773904124e-21,1.0976206830157997e+52,4.137787396988727e+43,1.0432257531634503e-07,35135350.03719145,0.001186728805862683,0.005133645823052513,0.0013504831258456275,6.402725241850429e-05
214.0,8.99075259148495,-10.0,18447804.128942996,6452354.314571168,147438.40834093097,35667096.387566485,21241.752551665155,2.714137380593575e+37,1.8761360379119852e+29,1.410769449845224e-26,2.0012103230722466e-20,1.1102403840727548e+52,4.2250205492599344e+43,1.0432264091173031e-07,35667096.387566485,0.0011868050061533805,0.005132538535759316,0.0013504860627129424,6.403021915154219e-05
