slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
436.0,11.0,0.0,2071013.7015073244,8629513.633671246,97217.97629105338,35135818.92031849,32846.2011867309,1.3687583235518632e+38,4.321010753108552e+29,3.352624743700029e-26,8.020761019124261e+51,2.8420068842646944e+43,3.821836361889826e-12,0.0011140108743892057,0.0038969087800989235,0.0012299078607375,4.929846006057456e-05
437.0,11.0,0.0,2173092.5766129303,8527434.75856564,102078.87510560604,35149479.56475409,32822.54897262951,1.3784229137529528e+38,4.319584715619851e+29,3.5118780203247145e-26,8.464497327857335e+51,2.981061201908785e+43,3.93488931348484e-12,0.0011115133529784411,0.0038517179376420974,0.0012298125134002956,4.929869798448648e-05
438.0,11.0,0.0,2280275.3954738164,8420251.939704753,107182.81886088636,35165642.68523801,32797.93873781379,1.3887418549829995e+38,4.319693827492422e+29,3.7144249127904695e-26,8.933908375282007e+51,3.1270719235444437e+43,4.060441235365571e-12,0.0011090058214399986,0.0038069655332710556,0.0012297125409976531,4.9299038210134916e-05
439.0,11.0,0.0,2392817.355277747,8307709.979900824,112541.95980393067,35720814.06944927,32772.23696441799,1.40051591918992e+38,4.3222819665289684e+29,4.2610927750103937e-26,9.43096873557367e+51,3.280475037506028e+43,4.211672669507923e-12,0.001106473677885832,0.003762678256687639,0.0012296075211473113,4.930027741875654e-05
440.0,11.0,0.0,2510986.4130718745,8189540.922106696,118169.0577941272,35206213.51441662,32744.604809542958,1.4115113763221318e+38,4.324660436096939e+29,4.2888591986031815e-26,9.956979658291416e+51,3.441636942722804e+43,4.3715004131809505e-12,0.0011039432089083312,0.0037191257765479334,0.0012294974209931518,4.930017336005603e-05
441.0,11.0,0.0,2635063.9237557077,8065463.411422864,124077.51068383358,35231066.60990232,32715.549119522584,1.4240832782262348e+38,4.329763861861116e+29,4.689397616713566e-26,1.0514210397172495e+52,3.6110566355746555e+43,4.554992245352674e-12,0.001101396966201485,0.003676234756861496,0.0012293815457097425,4.9301050082781754e-05
442.0,11.0,0.0,2765345.309973733,7935182.025204837,130281.38621802526,35259257.342558205,32684.86036283742,1.4375371338333047e+38,4.336887150514357e+29,5.193148500755784e-26,1.1104830261949847e+52,3.7892399772154457e+43,4.768355545200534e-12,0.001098854654563545,0.0036341416820099915,0.0012292595698393562,4.930219619350527e-05
443.0,11.0,0.0,2902140.7655026596,7798386.569675911,136795.45552892654,35291062.06378008,32652.32270047354,1.4519684633249939e+38,4.346183313191154e+29,5.829856143667743e-26,1.1731206768789983e+52,3.97673352067502e+43,5.019854459873156e-12,0.0010963192431145258,0.003592932002991694,0.001229131018054612,4.93036698731054e-05
444.0,11.0,0.0,3045775.993808033,7654751.341370538,143635.22830537288,35326775.13109064,32617.67458874542,1.467476590139986e+38,4.3578170261318955e+29,6.641431254265371e-26,1.2395926787027464e+52,4.1741287113410374e+43,5.320690080292635e-12,0.0010937939190144884,0.003552691960808597,0.0012289953613755637,4.9305541292972145e-05
445.0,11.0,0.0,3196592.9835286746,7503934.351649896,150816.98972064152,35366845.010754466,32579.69093843151,1.4841123399930731e+38,4.371670779411667e+29,7.686538149127624e-26,1.3101795042611143e+52,4.3820525688479335e+43,5.686274485771498e-12,0.001091246447129632,0.0035135454134072033,0.0012288520260428436,4.930789883165454e-05
446.0,11.0,0.0,3354950.8227353483,7345576.512443222,158357.8392066736,35411476.64352288,32538.852891309954,1.501992728932798e+38,4.3882347880209625e+29,9.053117793011963e-26,1.385188612860664e+52,4.601199821317565e+43,6.138384727465573e-12,0.0010887229862914841,0.0034755790481141007,0.001228700358119956,4.931084810506264e-05
447.0,11.0,0.0,3521226.553902356,7179300.781276215,166275.73116700732,35461085.304627,32494.747482966883,1.521267169781698e+38,4.407749958973061e+29,1.0859212356066257e-25,1.4649588652436902e+52,4.832327747859889e+43,6.707806146353214e-12,0.001086227741463499,0.0034388780997590828,0.0012285396219397795,4.931452053343098e-05
448.0,11.0,0.0,3695816.0716277137,7004711.263550857,174589.5177253577,35516402.658108905,32445.752911070394,1.542062815417181e+38,4.4301450865019215e+29,1.3286289446724056e-25,1.549862608347315e+52,5.076245113985073e+43,7.439329982287149e-12,0.0010837202218482156,0.0034035644488040998,0.0012283690007938162,4.931908594752023e-05
449.0,11.0,0.0,3879135.065239339,6821392.269939232,183318.99361162557,35577680.67332824,32392.331561741958,1.5645555359259936e+38,4.45604330666355e+29,1.6626328741151173e-25,1.6403118760190485e+52,5.333855562797107e+43,8.400522617623392e-12,0.001081259811270539,0.0033697174083944046,0.001228187558894949,4.93247533796037e-05
450.0,11.0,0.0,4071620.0085315458,6628907.326647025,192484.94329220688,35645474.410648786,32333.754854947056,1.5889324714970915e+38,4.485788665806021e+29,2.1298903747204985e-25,1.7367633370780982e+52,5.606152138378738e+43,9.693409774393761e-12,0.0010788515621728571,0.0033374126926820524,0.0012279942356450768,4.9331788441141076e-05
451.0,11.0,0.0,4273729.198988363,6426798.136190208,202109.19045681722,35720814.06944927,32267.866125425873,1.6153382801994623e+38,4.519424420412542e+29,2.7986753588373493e-25,1.8397204022938447e+52,5.8942073900208865e+43,1.1477205806280902e-11,0.0010764472155315964,0.0033067610822352348,0.0012277878394098322,4.934054241749857e-05
452.0,11.0,0.0,4485943.848968021,6214583.48621055,212214.64997965808,35804141.577521764,32194.792977032037,1.644112660786339e+38,4.557699377378292e+29,3.7862834005705047e-25,1.9497510177625732e+52,6.199226917925091e+43,1.4011138564298531e-11,0.001074120871864036,0.0032778239634438052,0.0012275669830810146,4.935145837226461e-05
453.0,11.0,0.0,4708769.231446662,5991758.103731909,222825.382478641,35896812.69153255,32111.811722431492,1.6754355659950955e+38,4.600816284896073e+29,5.281626797509156e-25,2.0674842312135856e+52,6.52252725648323e+43,1.7722548944622e-11,0.0010718152179624639,0.0032506959897878962,0.001227330091499269,4.936513402451036e-05
454.0,11.0,0.0,4918845.571815929,5781681.763362641,210076.34036926713,35988468.36804745,32028.64693098007,1.7060921829654092e+38,4.644451602454763e+29,7.6336469145008035e-25,2.1805122833412984e+52,6.830220664300421e+43,2.277981519313774e-11,0.0010698241186216726,0.0032277382933405293,0.0012271019309266233,4.938029234775559e-05
455.0,11.0,0.0,5120376.340551655,5580150.994626916,201530.76873572572,36081096.285314165,31942.393130084525,1.736609750067117e+38,4.688784217027484e+29,1.0968757574959296e-24,2.290882070094921e+52,7.128215141267439e+43,2.97509809052596e-11,0.0010680062051676676,0.003207930604939583,0.0012268782596649523,4.939725127142076e-05
456.0,11.0,0.0,5315440.351897391,5385086.98328118,195064.01134573613,36174962.73478919,31853.50038500011,1.7674871717105815e+38,4.734354961174919e+29,1.579112524938208e-24,2.3996097268050376e+52,7.41945081709092e+43,3.946495265374823e-11,0.0010663989745646359,0.003190645351076461,0.0012266569080712853,4.9416264690839135e-05
457.0,11.0,0.0,5505111.363560968,5195415.971617603,189671.01166357705,36270699.70781171,31760.220757845444,1.798526981001455e+38,4.780951289004744e+29,2.280083450886783e-24,2.5071879891176513e+52,7.705421746248732e+43,5.310319206662418e-11,0.0010649034242317438,0.003175487219601893,0.0012264367720679176,4.943759035544489e-05
458.0,11.0,0.0,5689968.257339507,5010559.0778390635,184856.89377853982,36367890.109871686,31663.629918970317,1.8299194216429322e+38,4.8288971552776286e+29,3.309752966743761e-24,2.613865831824135e+52,7.986929404500697e+43,7.239788352722461e-11,0.001063580661015926,0.003162143671633942,0.0012262172491982997,4.94614552571463e-05
459.0,11.0,0.0,5870356.497821637,4830170.837356933,180388.2404821292,36467212.13539119,31562.11264726709,1.861571340125836e+38,4.8779588816958174e+29,4.822102681635459e-24,2.7197654790842595e+52,8.264423000253014e+43,9.98294926216564e-11,0.0010623402528618237,0.003150384627051474,0.0012259979990839097,4.948812240193036e-05
460.0,11.0,0.0,6046493.905977447,4654033.429201124,176137.40815580936,36568033.40775155,31456.97820556505,1.8935854516533074e+38,4.9284183496188224e+29,7.068768034589621e-24,2.8249478889047117e+52,8.53818034147236e+43,1.390941614376716e-10,0.0010612521614881906,0.0031400029394921566,0.0012257788188829162,4.951783405190114e-05
461.0,11.0,0.0,6218544.454288915,4481982.880889656,172050.54831146763,36671165.268882684,31346.40686509332,1.9259472603292858e+38,4.9799878731477795e+29,1.0400524436694999e-23,2.929445667486255e+52,8.808383830854511e+43,1.9552518227112183e-10,0.0010602258403063544,0.00313083634980398,0.0012255595631296239,4.955088682405201e-05
462.0,11.0,0.0,6386629.039388096,4313898.295790475,168084.58509918203,36775798.00888089,31231.927203405656,1.958656144158122e+38,5.032980421963985e+29,1.540390123424597e-23,3.0332684568351546e+52,9.075167802969893e+43,2.771768799294559e-10,0.0010593358302454494,0.0031227322339651906,0.0012253401494637744,4.9587553658989096e-05
463.0,11.0,0.0,6550540.754238462,4149986.5809401087,163911.71485036617,36882594.780983545,31112.027458804714,1.991626028664291e+38,5.087043643844788e+29,2.2894882890421506e-23,3.136217993011908e+52,9.338123185208973e+43,3.9552327330184696e-10,0.0010584934488406823,0.0031155812893985542,0.0012251209371531829,4.962808875138664e-05
464.0,11.0,0.0,6709250.53087695,3991276.8043016205,158709.7766384881,36989971.405963965,30989.054553368114,2.0246856040824605e+38,5.1420365361831644e+29,3.4227982956913606e-23,3.2375549554718364e+52,9.595485791227459e+43,5.668367758520713e-10,0.001057780203968277,0.0031093033503392076,0.001224903484028092,4.96724217573793e-05
465.0,11.0,0.0,6861720.033279521,3838807.3018990494,152469.5024025713,37096956.14019616,30864.166629935615,2.057504750996192e+38,5.197511440659917e+29,5.1165919576841824e-23,3.336485508449268e+52,9.845396602214435e+43,8.128567529571021e-10,0.0010571807703982125,0.0031038200448258017,0.0012246895261881906,4.972032325742952e-05
466.0,11.0,0.0,7008079.596462032,3692447.738716539,146359.56318251064,37204304.42742856,30736.013340573132,2.089990694196326e+38,5.253143996262799e+29,7.620296532230216e-23,3.432951018287586e+52,1.0087860463542034e+44,1.1645787927451431e-09,0.0010566084086838273,0.003099027796101884,0.0012244792344814415,4.9771887072121204e-05
467.0,11.0,0.0,7148082.28586828,3552445.049310291,140002.68940624717,37310731.45655533,30606.59947899901,2.1220996636326398e+38,5.3088868327663404e+29,1.1338121797246287e-22,3.5266443670956697e+52,1.0322254443395718e+44,1.665171021556611e-09,0.0010561382271398938,0.003094840891172753,0.00122427335259256,4.982695739400349e-05
468.0,11.0,0.0,7281786.673984168,3418740.6611944027,133704.38811588855,37416849.82902944,30475.086185217733,2.1536362623812616e+38,5.3644987397735514e+29,1.6775506651537022e-22,3.6174524742044477e+52,1.0548448617711689e+44,2.3725105251793942e-09,0.001055684851183221,0.0030911817950971567,0.0012240722084588527,4.988548821139363e-05
469.0,11.0,0.0,7409390.122318881,3291137.21285969,127603.44833471265,37521629.09363894,30343.21300033109,2.184617944686522e+38,5.4200855453527126e+29,2.4737419663147715e-22,3.705363736182647e+52,1.076655840733448e+44,3.3679696103530664e-09,0.0010553205247527727,0.0030879753707117835,0.0012238759271506175,4.9947389398395535e-05
470.0,11.0,0.0,7531157.082312133,3169370.2528664377,121766.95999325291,37626138.49352057,30209.193313224492,2.2151697807124193e+38,5.4753605102353484e+29,3.622503859410555e-22,3.7904272049699465e+52,1.0976814597138509e+44,4.759026614921539e-09,0.0010549615476284622,0.0030851599064693576,0.0012236844868094869,5.001266176781481e-05
471.0,11.0,0.0,7647362.7310038805,3053164.6041746903,116205.64869174776,37729407.76751547,30074.528689252737,2.2453313035320815e+38,5.5304653403112084e+29,5.288055238186165e-22,3.872710993141255e+52,1.1179487422228986e+44,6.6969197729272525e-09,0.0010546801813184706,0.003082678962146676,0.0012234978348838225,5.0081234430881897e-05
473.0,11.0,0.0,7864198.253660213,2836329.0815183576,105911.86103671855,37933552.62904131,29803.133558661077,2.3037878997554356e+38,5.640225706889509e+29,1.1081024094029522e-21,3.949658348715804e+52,1.1367873016681847e+44,1.0398022210282484e-08,0.0010541771615253381,0.0030785454435429825,0.0012231386035124628,5.022816861375091e-05
474.0,11.0,0.0,7965362.278926699,2735165.0562518714,101164.02526648724,38033511.12554476,29667.83376660535,2.3321800548559667e+38,5.694948189673743e+29,1.5900770666905795e-21,4.024062091924288e+52,1.1549559444283285e+44,1.547085891109425e-08,0.0010540139134754215,0.00307681739312926,0.0012229658479814835,5.030635225256151e-05
475.0,11.0,0.0,8062363.499396018,2638163.835782553,97001.22046931852,38133424.47100755,29531.12011583195,2.360092037181936e+38,5.7497061526239506e+29,2.2661582953078447e-21,4.096258026903546e+52,1.1725444708503886e+44,2.2403106228707657e-08,0.0010538320848360976,0.003075271179013244,0.0012227969307380296,5.0387938273837224e-05
476.0,11.0,0.0,8155249.227222133,2545278.1079564374,92885.72782611515,38225481.75303269,29393.701066192767,2.3874103011042773e+38,5.8039214483202924e+29,3.268745783482264e-21,4.1661911073700386e+52,1.1895455747443797e+44,3.1978061224714836e-08,0.0010536702981055548,0.0030738857513520077,0.001222632045764212,5.0472768877739404e-05
477.0,11.0,0.0,8243991.178934686,2456536.156243885,88741.95171255273,38323647.96538634,29256.9195966749,2.4141285041064603e+38,5.8585417098397985e+29,4.4972478581969625e-21,4.233752091449972e+52,1.2059410914915966e+44,4.4563907025148734e-08,0.0010535234131713762,0.003072644083464876,0.0012224715533085317,5.056053522328604e-05
478.0,11.0,0.0,8328836.301540319,2371691.033638252,84845.12260563363,38420384.01914123,29121.113034931754,2.4402476478391867e+38,5.913120072143857e+29,6.336237486710377e-21,4.299045206893628e+52,1.2217626836912474e+44,6.151762424579794e-08,0.001053422063520118,0.0030715268834640226,0.0012223152982050128,5.0651128854560255e-05
