slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23,surface lum_nuc_neu (ergs/s),surface lum_non_nuc_neu (ergs/s),surface lum_plas_neu (ergs/s),surface lum_brem_neu (ergs/s),surface lum_phot_neu (ergs/s),surface lum_pair_neu (ergs/s),surface lum_reco_neu (ergs/s),surface lum_nuc_gamma (ergs/s),surface lum_grav_gamma (ergs/s),MESA surface lum_gamma (ergs/s)
102.0,10.0,-10.0,1489.0416074604416,28290784.923842806,65.52695510961655,900319.2458506082,4166.978257314841,0.0,4.5152952279366405e+18,0.0,0.0,0.0,5.597159237097629e+28,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785186,1.0153323584201333e-99,4.5152952279366405e+18,0.0,0.0,0.0,0.0,0.0,0.0,3.1710925249370923e+19,0.0,6.408513581626783e+36
103.0,10.0,-10.0,1557.8449103255389,28290716.12053994,68.8033028650974,905140.897179066,4169.74939936852,0.0,4.926709666449832e+18,0.0,0.0,0.0,6.666147319651766e+28,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785184,1.0153323584166344e-99,4.926709666449832e+18,0.0,0.0,0.0,0.0,0.0,0.0,3.4880302386204086e+19,0.0,6.351548334368847e+36
104.0,10.0,-10.0,1630.0883783338911,28290643.877071936,72.24346800835225,910179.1138472805,4172.341920663389,0.0,5.391436762305541e+18,0.0,0.0,0.0,7.8944621867316156e+28,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.0153323584201329e-99,5.391436762305541e+18,0.0,0.0,0.0,0.0,0.0,0.0,3.8480779443627745e+19,0.0,6.291942358717707e+36
105.0,10.0,-10.0,1705.944019742661,28290568.021430526,75.85564140876988,915443.4676010122,4175.116375652685,0.0,5.917728958404837e+18,0.0,0.0,0.0,9.310091548327188e+28,0.0,0.002488995312584067,0.006083494621983944,0.0012321516160785184,1.0153323584166346e-99,5.917728958404837e+18,0.0,0.0,0.0,0.0,0.0,0.0,4.2581516152425415e+19,0.0,6.231895955685407e+36
106.0,10.0,-10.0,1785.5924432218694,28290488.373007048,79.64842347920838,920978.0697421958,4182.62319020603,0.0,6.518559666790443e+18,0.0,0.0,0.0,1.0947418595697413e+29,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785186,1.015332358420133e-99,6.518559666790443e+18,0.0,0.0,0.0,0.0,0.0,0.0,4.728805425429684e+19,0.0,6.197734074116898e+36
107.0,10.0,-10.0,1869.223287875038,28290404.74216239,83.6308446531688,926765.0518363713,4186.292322710349,0.0,7.203339871560346e+18,0.0,0.0,0.0,1.2847214715744115e+29,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785184,1.0153323584166344e-99,7.203339871560346e+18,0.0,0.0,0.0,0.0,0.0,0.0,5.26820611427676e+19,0.0,6.139255329233104e+36
108.0,10.0,-10.0,1957.0356747608655,28290316.929775506,87.81238688582724,932813.7747537241,4189.936951330657,0.0,7.98578516216764e+18,0.0,0.0,0.0,1.50586794160058e+29,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785184,1.0153323584201329e-99,7.98578516216764e+18,0.0,0.0,0.0,0.0,0.0,0.0,5.887993156380328e+19,0.0,6.07915544087712e+36
109.0,10.0,-10.0,2049.238680990984,28290224.726769276,92.2030062301186,939131.9275092862,4193.272926302596,0.0,8.881884698204084e+18,0.0,0.0,0.0,1.7641277468314065e+29,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785186,1.0153323584166346e-99,8.881884698204084e+18,0.0,0.0,0.0,0.0,0.0,0.0,6.601774719166416e+19,0.0,6.01594364473903e+36
110.0,10.0,-10.0,2146.0518375326087,28290127.913612735,96.81315654162454,945732.9093084399,4196.820132808563,0.0,9.911297189485896e+18,0.0,0.0,0.0,2.06672953205521e+29,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.0153323584201327e-99,9.911297189485896e+18,0.0,0.0,0.0,0.0,0.0,0.0,7.42618722576985e+19,0.0,5.952748977812264e+36
111.0,10.0,-10.0,2247.7056519013145,28290026.259798367,101.65381436870578,952650.0496863389,4203.120363600032,0.0,1.110073851770297e+19,0.0,0.0,0.0,2.422591977703506e+29,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785186,1.0153323584201333e-99,1.110073851770297e+19,0.0,0.0,0.0,0.0,0.0,0.0,8.383867206131334e+19,0.0,5.903426794938012e+36
112.0,10.0,-10.0,2354.4421569884553,28289919.52329328,106.73650508714107,959872.9337668736,4206.808746749481,0.0,1.2475242601568242e+19,0.0,0.0,0.0,2.8425139362226184e+29,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.0153323584201327e-99,1.2475242601568242e+19,0.0,0.0,0.0,0.0,0.0,0.0,9.49641702494578e+19,0.0,5.838341978585382e+36
113.0,10.0,-10.0,2466.515487329953,28289807.44996294,112.07333034149812,967415.2687690919,4210.74597456185,0.0,1.4068645922065572e+19,0.0,0.0,0.0,3.3397483560158815e+29,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785186,1.0153323584201327e-99,1.4068645922065572e+19,0.0,0.0,0.0,0.0,0.0,0.0,1.0792900253212464e+20,0.0,5.773658018004567e+36
114.0,10.0,-10.0,2584.192484188526,28289689.77296608,117.67699685857303,975287.6621505205,4214.517423140998,0.0,1.5921007664988115e+19,0.0,0.0,0.0,3.9305867853368225e+29,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785186,1.015332358420133e-99,1.5921007664988115e+19,0.0,0.0,0.0,0.0,0.0,0.0,1.6535828801509487e+20,0.0,5.707256401454632e+36
115.0,10.0,-10.0,2707.753330890028,28289566.21211938,123.5608467015017,983546.483039481,4222.9499932716935,0.0,1.8091937198749389e+19,0.0,0.0,0.0,4.635559898970751e+29,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.0153323584201633e-99,1.8091937198749389e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.784927198370982e+21,0.0,5.66430607194967e+36
116.0,10.0,-10.0,2837.492219926605,28289436.473230343,129.73888903657678,992169.0453045446,4227.523674484197,0.0,2.0634485674919014e+19,0.0,0.0,0.0,5.4798086561609034e+29,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.0153323584201635e-99,2.0634485674919014e+19,0.0,0.0,0.0,0.0,0.0,0.0,2.5205868053979868e+23,0.0,5.599871104675212e+36
117.0,10.0,-10.0,2973.71805341501,28289300.247396853,136.2258334884056,1001169.3894498055,4232.135733623815,0.0,2.362204636795522e+19,0.0,0.0,0.0,6.494615992905353e+29,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,6.256340098161709e-100,2.362204636795522e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.235005585230848e+23,0.0,5.535072438478611e+36
118.0,10.0,-10.0,3116.755178577836,28289157.21027169,143.0371251628259,1010560.3417835084,4236.605651206451,0.0,2.7143658015702303e+19,0.0,0.0,0.0,7.719017216021803e+29,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785186,1.1007264459374456e-99,2.7143658015702303e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.929745737063435e+23,0.0,5.469162516621473e+36
119.0,10.0,-10.0,3266.944159998803,28289007.02129027,150.18898142096722,1020354.3963294583,4240.842887230546,0.0,3.1307848456335806e+19,0.0,0.0,0.0,9.201869538908861e+29,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785184,1.1007264459374456e-99,3.1307848456335806e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.780712351249717e+23,0.0,5.401910277730897e+36
120.0,10.0,-10.0,3424.6425904908187,28288849.32285978,157.69843049201558,1030582.8965772182,4246.510976741869,0.0,3.6256236653901795e+19,0.0,0.0,0.0,1.1004956616488805e+30,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1007264459374454e-99,3.6256236653901795e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.8274580557796734e+23,0.0,5.341613681922645e+36
121.0,10.0,-10.0,3590.2259425074353,28288683.73950776,165.58335201661635,1041244.5645255683,4250.529245852757,0.0,4.214791902437902e+19,0.0,0.0,0.0,1.3205852073688535e+30,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1007264459374456e-99,4.214791902437902e+19,0.0,0.0,0.0,0.0,0.0,0.0,7.125709019400737e+23,0.0,5.2732547150774963e+36
122.0,10.0,-10.0,3764.0884621248824,28288509.876988143,173.86251961744716,1052421.9544424508,4260.171765264521,0.0,4.922844105382852e+19,0.0,0.0,0.0,1.5905012258290124e+30,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1007264459374456e-99,4.922844105382852e+19,0.0,0.0,0.0,0.0,0.0,0.0,8.759452313968345e+23,0.0,5.231769966025619e+36
123.0,10.0,-10.0,3946.6441077232016,28288327.321342546,182.55564559831953,1064085.1929458263,4265.3420201119425,0.0,5.7735966392319844e+19,0.0,0.0,0.0,1.9228915052855702e+30,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1007264459374454e-99,5.7735966392319844e+19,0.0,0.0,0.0,0.0,0.0,0.0,1.2793136527001773e+24,0.0,5.1687137695033843e+36
124.0,10.0,-10.0,4138.327535601437,28288135.637914665,191.6834278782355,1076293.5308257015,4273.698067058779,0.0,6.802995060523035e+19,0.0,0.0,0.0,2.3341276981017888e+30,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.1007264459374452e-99,6.802995060523035e+19,0.0,0.0,0.0,0.0,0.0,0.0,1.5827837831100308e+24,0.0,5.1208413317950315e+36
125.0,10.0,-10.0,4339.595134873584,28287934.370315395,201.2675992721473,1089032.31470875,4279.022240893347,0.0,8.05007668418209e+19,0.0,0.0,0.0,2.8450801537380696e+30,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.1007264459371512e-99,8.05007668418209e+19,0.0,0.0,0.0,0.0,0.0,0.0,1.9546655811226576e+24,0.0,5.059127431359688e+36
126.0,10.0,-10.0,4550.926114109339,28287723.03933616,211.33097923575468,1102328.826864051,4284.285694817696,0.0,9.567332966627208e+19,0.0,0.0,0.0,3.482698289343325e+30,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1007264459371516e-99,9.567332966627208e+19,0.0,0.0,0.0,0.0,0.0,0.0,2.41565998426149e+24,0.0,4.998344696831521e+36
127.0,10.0,-10.0,4772.823642306882,28287501.141807962,221.8975281975424,1116211.0431446363,4289.718797368603,0.0,1.142123532785324e+20,0.0,0.0,0.0,4.281928977930203e+30,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785186,1.1007264459371516e-99,1.142123532785324e+20,0.0,0.0,0.0,0.0,0.0,0.0,2.988534215549554e+24,0.0,4.93956481079173e+36
128.0,10.0,-10.0,5005.816046914301,28287268.149403352,232.99240460741953,1130796.5190750817,4301.330371371045,0.0,1.3710313663065622e+20,0.0,0.0,0.0,5.289314630259663e+30,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371514e-99,1.3710313663065622e+20,0.0,0.0,0.0,0.0,0.0,0.0,3.705339712153167e+24,0.0,4.909156062303968e+36
129.0,10.0,-10.0,5250.458071752092,28287023.507378515,244.64202483779053,1146048.9201234884,4307.855713177407,0.0,1.6537573857094107e+20,0.0,0.0,0.0,6.565193562664977e+30,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.100726445937152e-99,1.6537573857094107e+20,0.0,0.0,0.0,0.0,0.0,0.0,4.600565849519981e+24,0.0,4.857048585928081e+36
130.0,10.0,-10.0,5507.332197831772,28286766.63325244,256.8741260796801,1162011.732139305,4314.757932084552,0.0,2.004781122324297e+20,0.0,0.0,0.0,8.189223133851574e+30,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.1007264459371528e-99,2.004781122324297e+20,0.0,0.0,0.0,0.0,0.0,0.0,5.786913813470892e+24,0.0,4.808462181974825e+36
131.0,10.0,-10.0,5777.050030215436,28286496.91542005,269.7178323836641,1178728.5282725953,4321.64928456653,0.0,2.442869630871475e+20,0.0,0.0,0.0,1.0267084451806246e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1007264459371524e-99,2.442869630871475e+20,0.0,0.0,0.0,0.0,0.0,0.0,7.216925131530834e+24,0.0,4.76213238560807e+36
132.0,10.0,-10.0,6060.253754218284,28286213.71169605,283.2037240028473,1196248.904445576,4328.715995530508,0.0,2.9926385958573094e+20,0.0,0.0,0.0,1.2939843690893576e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.100726445937153e-99,2.9926385958573094e+20,0.0,0.0,0.0,0.0,0.0,0.0,9.011624798595411e+24,0.0,4.7191977501136256e+36
133.0,10.0,-10.0,6357.617664421273,28285916.347785845,297.3639102029897,1214616.8760625643,4335.330285471915,0.0,3.686129469273825e+20,0.0,0.0,0.0,1.6396573628002435e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.1007264459371528e-99,3.686129469273825e+20,0.0,0.0,0.0,0.0,0.0,0.0,1.1277106526101545e+25,0.0,4.6773655755463924e+36
134.0,10.0,-10.0,6669.849770134412,28285604.115680132,312.2321057131392,1233901.8250784397,4342.253845575114,0.0,4.5665935540438775e+20,0.0,0.0,0.0,2.0893093573781948e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.1007264459371528e-99,4.5665935540438775e+20,0.0,0.0,0.0,0.0,0.0,0.0,1.41628385859527e+25,0.0,4.6409744249047825e+36
135.0,10.0,-10.0,6997.693481133208,28285276.271969136,327.8437109987962,1254204.5238421154,4351.705156412846,0.0,5.693509220523509e+20,0.0,0.0,0.0,2.677954401917743e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.1007264459371528e-99,5.693509220523509e+20,0.0,0.0,0.0,0.0,0.0,0.0,1.7870610101642447e+25,0.0,4.618446791726553e+36
136.0,10.0,-10.0,7341.929377681944,28284932.036072586,344.23589654873604,1275563.3979618603,4358.99233151367,0.0,7.143170437660835e+20,0.0,0.0,0.0,3.4534043579021846e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.1007264459371528e-99,7.143170437660835e+20,0.0,0.0,0.0,0.0,0.0,0.0,2.2604369111959166e+25,0.0,4.5914944187467095e+36
137.0,10.0,-10.0,7703.377069058117,28284570.58838121,361.4476913761728,1298069.710673817,4366.2028692146605,0.0,9.021850933668687e+20,0.0,0.0,0.0,4.481770357144346e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.1007264459371528e-99,9.021850933668687e+20,0.0,0.0,0.0,0.0,0.0,0.0,2.8721508699872554e+25,0.0,4.570696223146541e+36
138.0,10.0,-10.0,8082.897145003099,28284191.068305265,379.5200759449815,1321824.3581296103,4373.566211955752,0.0,1.1475281032021702e+21,0.0,0.0,0.0,5.8551945445350085e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.1007264459371528e-99,1.1475281032021702e+21,0.0,0.0,0.0,0.0,0.0,0.0,3.6693050572314223e+25,0.0,4.5571799270982934e+36
139.0,10.0,-10.0,8481.393224745329,28283792.572225522,398.49607974223056,1347028.8654447927,4386.251546172419,0.0,1.4718381474554614e+21,0.0,0.0,0.0,7.704849477864018e+31,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371536e-99,1.4718381474554614e+21,0.0,0.0,0.0,0.0,0.0,0.0,4.725280349040058e+25,0.0,4.5719927957277336e+36
140.0,10.0,-10.0,8899.814108474671,28283374.151341792,418.4208837293421,1373748.7181383814,4395.273190911738,0.0,1.9033294839876548e+21,0.0,0.0,0.0,1.0216353826823418e+32,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785182,1.100726445937152e-99,1.9033294839876548e+21,0.0,0.0,0.0,0.0,0.0,0.0,6.13334002941972e+25,0.0,4.580553880429923e+36
141.0,10.0,-10.0,9339.156036390481,28282934.809413876,439.3419279158092,1402151.71078251,4404.592180833568,0.0,2.4833150026743756e+21,0.0,0.0,0.0,1.365700837749287e+32,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371514e-99,2.4833150026743756e+21,0.0,0.0,0.0,0.0,0.0,0.0,8.036772324145676e+25,0.0,4.6020609397496717e+36
142.0,10.0,-10.0,9765.656152191663,28282508.309298076,426.50011580118223,1430104.2094894175,4413.501844866664,0.0,3.2042998447160075e+21,0.0,0.0,0.0,1.7966826163534495e+32,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371512e-99,3.2042998447160075e+21,0.0,0.0,0.0,0.0,0.0,0.0,1.0423622917403101e+26,0.0,4.63555094875744e+36
143.0,10.0,-10.0,10189.750648072157,28282084.214802194,424.0944958804925,1458344.007933284,4422.276982989385,0.0,4.1178473475023165e+21,0.0,0.0,0.0,2.347413569065455e+32,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.100726445937151e-99,4.1178473475023165e+21,0.0,0.0,0.0,0.0,0.0,0.0,1.3485889279033247e+26,0.0,4.682043111431778e+36
144.0,10.0,-10.0,10635.049868746673,28281638.91558152,445.2992206745172,1488571.687268202,4431.5334336922815,0.0,5.347269681398576e+21,0.0,0.0,0.0,3.0983283095602526e+32,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.100726445937151e-99,5.347269681398576e+21,0.0,0.0,0.0,0.0,0.0,0.0,1.7678272640136166e+26,0.0,4.746246515455674e+36
145.0,10.0,-10.0,11102.614050454915,28281171.351399813,467.56418170824304,1521046.9359073404,4441.405623832524,0.0,7.023653628892619e+21,0.0,0.0,0.0,4.1339733441529495e+32,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371514e-99,7.023653628892619e+21,0.0,0.0,0.0,0.0,0.0,0.0,2.3528509780942085e+26,0.0,4.8327194437049605e+36
146.0,10.0,-10.0,11556.75455982632,28280717.210890442,454.14050937140445,1553383.177636185,4451.134112699439,0.0,9.143962434952296e+21,0.0,0.0,0.0,5.4435510796386875e+32,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371518e-99,9.143962434952296e+21,0.0,0.0,0.0,0.0,0.0,0.0,3.114009414678302e+26,0.0,4.9374214020571877e+36
147.0,10.0,-10.0,12006.983976130858,28280266.98147414,450.2294163045374,1586338.5487295554,4460.931521164787,0.0,1.1873483741551858e+22,0.0,0.0,0.0,7.12939993578929e+32,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371514e-99,1.1873483741551858e+22,0.0,0.0,0.0,0.0,0.0,0.0,4.126748708600029e+26,0.0,5.063798469298643e+36
148.0,10.0,-10.0,12479.724863250622,28279794.24058702,472.74088711976424,1622074.3779400247,4471.651490013529,0.0,1.5628413071076538e+22,0.0,0.0,0.0,9.459339489879583e+32,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371512e-99,1.5628413071076538e+22,0.0,0.0,0.0,0.0,0.0,0.0,5.576072711155673e+26,0.0,5.223213395638906e+36
149.0,10.0,-10.0,12976.102794726376,28279297.862655543,496.37793147575246,1661013.4715795931,4483.895943848905,0.0,2.0883784477553407e+22,0.0,0.0,0.0,1.2728440007997427e+33,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.100726445937151e-99,2.0883784477553407e+22,0.0,0.0,0.0,0.0,0.0,0.0,7.70321363613162e+26,0.0,5.423880691480026e+36
150.0,10.0,-10.0,13452.499136704922,28278821.466313563,476.3963419785478,1699847.2958971672,4496.872135402485,0.0,2.7630182502346877e+22,0.0,0.0,0.0,1.6879497788211546e+33,0.0,0.0024889953125840666,0.00608349462198394,0.0012321516160785182,1.1007264459371508e-99,2.7630182502346877e+22,0.0,0.0,0.0,0.0,0.0,0.0,1.0581907266272485e+27,0.0,5.652814858747462e+36
151.0,10.0,-10.0,13920.169078778083,28278353.79637149,467.6699420731596,1739527.4523699712,4510.992907567905,0.0,3.645177922575771e+22,0.0,0.0,0.0,2.2255566318620695e+33,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371512e-99,3.645177922575771e+22,0.0,0.0,0.0,0.0,0.0,0.0,1.456554881358976e+27,0.0,5.911885431146848e+36
152.0,10.0,-10.0,14383.958280141265,28277890.007170126,463.78920136318237,1780488.3891990795,4523.95934906482,0.0,4.809068093112387e+22,0.0,0.0,0.0,2.9289336364629566e+33,0.0,0.0024889953125840666,0.00608349462198394,0.0012321516160785184,1.1007264459371514e-99,4.809068093112387e+22,0.0,0.0,0.0,0.0,0.0,0.0,2.0145498850658265e+27,0.0,6.189542501272556e+36
153.0,10.0,-10.0,14845.979152260425,28277427.986298006,462.02087211916006,1823001.5863278408,4541.442205370231,0.0,6.354162004971417e+22,0.0,0.0,0.0,3.854753481836408e+33,0.0,0.0024889953125840666,0.00608349462198394,0.0012321516160785184,1.1007264459371514e-99,6.354162004971417e+22,0.0,0.0,0.0,0.0,0.0,0.0,2.8040535734543623e+27,0.0,6.497534610793562e+36
154.0,10.0,-10.0,15307.072017757508,28276966.89343251,461.09286549708264,1867121.2407535587,4559.997691449312,0.0,8.408007426858343e+22,0.0,0.0,0.0,5.0773639106767567e+33,0.0,0.0024889953125840666,0.00608349462198394,0.0012321516160785182,1.1007264459371516e-99,8.408007426858343e+22,0.0,0.0,0.0,0.0,0.0,0.0,3.9248246336747356e+27,0.0,6.806940159626146e+36
155.0,10.0,-10.0,15767.586123396377,28276506.379326873,460.51410563886805,1912835.462400335,4581.460589402628,0.0,1.1136932619400521e+23,0.0,0.0,0.0,6.694755335826902e+33,0.0,0.0024889953125840666,0.00608349462198394,0.0012321516160785182,1.1007264459371518e-99,1.1136932619400521e+23,0.0,0.0,0.0,0.0,0.0,0.0,5.517303881392494e+27,0.0,7.11111804339322e+36
156.0,10.0,-10.0,16227.855037474079,28276046.110412795,460.26891407770285,1960084.9399744403,4604.3565600152215,0.0,1.475606834929273e+23,0.0,0.0,0.0,8.836604629150146e+33,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785182,1.1007264459371518e-99,1.475606834929273e+23,0.0,0.0,0.0,0.0,0.0,0.0,7.776406413023255e+27,0.0,7.39665968794709e+36
157.0,10.0,-10.0,16711.13739725567,28275562.828053012,483.282359781588,2011301.3921587903,4631.403947857369,0.0,1.982129198199966e+23,0.0,0.0,0.0,1.185752661056373e+34,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785182,1.1007264459371518e-99,1.982129198199966e+23,0.0,0.0,0.0,0.0,0.0,0.0,1.1163905522863833e+28,0.0,7.671906252015102e+36
158.0,10.0,-10.0,17218.583875026336,28275055.38157524,507.44647777066746,2066710.5455556079,4663.432539519954,0.0,2.698201877132974e+23,0.0,0.0,0.0,1.6175413777929436e+34,0.0,0.002488995312584067,0.00608349462198394,0.0012321516160785182,1.1007264459371518e-99,2.698201877132974e+23,0.0,0.0,0.0,0.0,0.0,0.0,1.6306527544852847e+28,0.0,7.935426728425948e+36
